﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-03,00:00:00,0,0,0,0,0,0
2018-03-03,00:20:00,0,0,0,0,0,0
2018-03-03,00:40:00,0,0,0,0,0,0
2018-03-03,01:00:00,0,0,0,0,0,0
2018-03-03,01:20:00,0,0,0,0,0,0
2018-03-03,01:40:00,0,0,0,0,0,0
2018-03-03,02:00:00,0,0,0,0,0,0
2018-03-03,02:20:00,0,0,0,0,0,0
2018-03-03,02:40:00,0,0,0,0,0,0
2018-03-03,03:00:00,0,0,0,0,0,0
2018-03-03,03:20:00,0,0,0,0,0,0
2018-03-03,03:40:00,0,0,0,0,0,0
2018-03-03,04:00:00,0,0,0,0,0,0
2018-03-03,04:20:00,0,0,0,0,0,0
2018-03-03,04:40:00,0,0,0,0,0,0
2018-03-03,05:00:00,0,0,0,0,0,0
2018-03-03,05:20:00,0,0,0,0,0,0
2018-03-03,05:40:00,0,0,0,0,0,0
2018-03-03,06:00:00,0,0,0,0,0,0
2018-03-03,06:20:00,0,0,0,0.0007,0.0028,5.0E-5
2018-03-03,06:40:00,0.0559,0.0467,0,0.03025,0.0369,0.02685
2018-03-03,07:00:00,0.16785,0.15885,0.1623,0.08075,0.08805,0.08
2018-03-03,07:20:00,0.2284,0.2157,0.2213,0.11,0.1198,0.10925
2018-03-03,07:40:00,0.37185,0.359,0.3664,0.1903,0.2012,0.18985
2018-03-03,08:00:00,0.7948,0.7844,0.79345,0.4332,0.44695,0.4323
2018-03-03,08:20:00,1.2344,1.2243,1.2456,0.6111,0.64495,0.6605
2018-03-03,08:40:00,2.4056,2.3892,2.43905,0.8903,1.325,1.0473
2018-03-03,09:00:00,2.805,2.80755,2.85265,1.1281,1.6167,0.9925
2018-03-03,09:20:00,1.80235,1.7978,1.82545,1.00715,1.04135,0.9885
2018-03-03,09:40:00,1.6208,1.6159,1.63945,0.91475,0.93395,0.90385
2018-03-03,10:00:00,2.41605,2.4151,2.45085,1.36575,1.3897,1.33555
2018-03-03,10:20:00,3.2173,3.2335,3.27305,1.81455,1.8507,1.7812
2018-03-03,10:40:00,4.3485,4.36825,4.43165,2.4527,2.48375,2.4278
2018-03-03,11:00:00,4.13255,4.16435,4.2113,2.3323,2.36615,2.30655
2018-03-03,11:20:00,4.45655,4.4983,4.5288,2.5185,2.55635,2.498
2018-03-03,11:40:00,4.69775,4.72355,4.76625,2.647,2.6855,2.6317
2018-03-03,12:00:00,4.651,4.6672,4.70675,2.63665,2.67335,2.62645
2018-03-03,12:20:00,4.5627,4.3192,4.61675,2.586,2.6264,2.5774
2018-03-03,12:40:00,4.4949,4.23535,4.5548,2.54735,2.5965,2.53665
2018-03-03,13:00:00,4.483,4.2355,4.54085,2.5479,2.59825,2.5371
2018-03-03,13:20:00,4.37005,4.1575,4.43685,2.49105,2.5482,2.4796
2018-03-03,13:40:00,4.2198,4.01475,4.2876,2.40865,2.46185,2.39445
2018-03-03,14:00:00,4.05455,3.8429,4.1092,2.31695,2.3635,2.30225
2018-03-03,14:20:00,3.8657,3.6677,3.92095,2.20515,2.2519,2.19265
2018-03-03,14:40:00,3.6036,3.3591,3.64635,2.05135,2.0935,2.0381
2018-03-03,15:00:00,3.2834,3.08845,3.3133,1.8659,1.9027,1.8542
2018-03-03,15:20:00,2.87125,2.62115,2.89095,1.62335,1.65645,1.61235
2018-03-03,15:40:00,2.4387,2.244,2.44745,1.37555,1.41185,1.3632
2018-03-03,16:00:00,2.06705,1.82355,2.06735,1.16585,1.19885,1.15435
2018-03-03,16:20:00,1.51815,1.21155,1.4957,0.85135,0.8788,0.8493
2018-03-03,16:40:00,1.0584,0.7645,0.98445,0.59045,0.60855,0.58495
2018-03-03,17:00:00,0.5639,0.4254,0.50055,0.3058,0.3176,0.3016
2018-03-03,17:20:00,0.3213,0.2883,0.3013,0.1698,0.17995,0.1681
2018-03-03,17:40:00,0.09415,0.07815,0.08475,0.0273,0.0346,0.02645
2018-03-03,18:00:00,0.0214,0.0091,0.0122,5.0E-5,0.00025,5.0E-5
2018-03-03,18:20:00,0.00945,0.00105,0.00275,0,0,0
2018-03-03,18:40:00,0,0,0,0,0,0
2018-03-03,19:00:00,0,0,0,0,0,0
2018-03-03,19:20:00,0,0,0,0,0,0
2018-03-03,19:40:00,0,0,0,0,0,0
2018-03-03,20:00:00,0,0,0,0,0,0
2018-03-03,20:20:00,0,0,0,0,0,0
2018-03-03,20:40:00,0,0,0,0,0,0
2018-03-03,21:00:00,0,0,0,0,0,0
2018-03-03,21:20:00,0,0,0,0,0,0
2018-03-03,21:40:00,0,0,0,0,0,0
2018-03-03,22:00:00,0,0,0,0,0,0
2018-03-03,22:20:00,0,0,0,0,0,0
2018-03-03,22:40:00,0,0,0,0,0,0
2018-03-03,23:00:00,0,0,0,0,0,0
2018-03-03,23:20:00,0,0,0,0,0,0
2018-03-03,23:40:00,0,0,0,0,0,0
