﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2017-11-27,00:00:00,0.0166,0,0,0
2017-11-27,00:20:00,0.0166,0,0,0
2017-11-27,00:40:00,0.0166,0,0,0
2017-11-27,01:00:00,0.0166,0,0,0
2017-11-27,01:20:00,0.0166,0,0,0
2017-11-27,01:40:00,0.0166,0,0,0
2017-11-27,02:00:00,0.0166,0,0,0
2017-11-27,02:20:00,0.0166,0,0,0
2017-11-27,02:40:00,0.0166,0,0,0
2017-11-27,03:00:00,0.0166,0,0,0
2017-11-27,03:20:00,0.0166,0,0,0
2017-11-27,03:40:00,0.0166,0,0,0
2017-11-27,04:00:00,0.0166,0,0,0
2017-11-27,04:20:00,0.0166,0,0,0
2017-11-27,04:40:00,0.0166,0,0,0
2017-11-27,05:00:00,0.0166,0,0,0
2017-11-27,05:20:00,0.0166,0,0,0
2017-11-27,05:40:00,0.0166,0,0,0
2017-11-27,06:00:00,0.0166,0,0,0
2017-11-27,06:20:00,0.01665,0,0,5.0E-5
2017-11-27,06:40:00,0.05465,0.012,0.0002,0.0384
2017-11-27,07:00:00,0.1748,0.11855,0.0227,0.15395
2017-11-27,07:20:00,0.3203,0.20485,0.1043,0.29205
2017-11-27,07:40:00,0.40865,0.25775,0.159,0.3711
2017-11-27,08:00:00,0.55485,0.35795,0.23685,0.5138
2017-11-27,08:20:00,0.7425,0.4622,0.3744,0.7172
2017-11-27,08:40:00,0.7348,0.45445,0.3607,0.7061
2017-11-27,09:00:00,1.2701,0.80625,0.7268,1.2443
2017-11-27,09:20:00,1.4485,0.917,0.83645,1.40115
2017-11-27,09:40:00,1.63095,1.02175,0.93995,1.5941
2017-11-27,10:00:00,2.94185,1.8951,1.82525,3.0407
2017-11-27,10:20:00,2.8058,1.76375,1.7022,2.84625
2017-11-27,10:40:00,3.25095,2.03545,1.977,3.3462
2017-11-27,11:00:00,3.3787,2.05465,1.99975,3.3785
2017-11-27,11:20:00,3.5395,2.1415,2.0885,3.53865
2017-11-27,11:40:00,3.4188,2.06675,2.0144,3.4171
2017-11-27,12:00:00,3.02555,1.87695,1.8178,3.05025
2017-11-27,12:20:00,3.3346,2.0167,1.9677,3.33215
2017-11-27,12:40:00,3.28995,1.9863,1.9376,3.2863
2017-11-27,13:00:00,3.12285,1.8816,1.83015,3.1126
2017-11-27,13:20:00,2.95765,1.78275,1.728,2.9473
2017-11-27,13:40:00,2.75365,1.6599,1.6026,2.7457
2017-11-27,14:00:00,2.56775,1.5493,1.4885,2.5576
2017-11-27,14:20:00,2.39975,1.44835,1.38585,2.38375
2017-11-27,14:40:00,1.50325,0.89685,0.8221,1.47475
2017-11-27,15:00:00,1.07985,0.66965,0.57655,1.05405
2017-11-27,15:20:00,1.1892,0.72785,0.6417,1.1707
2017-11-27,15:40:00,0.74575,0.46005,0.3669,0.73945
2017-11-27,16:00:00,0.60055,0.36825,0.27295,0.59075
2017-11-27,16:20:00,0.3352,0.2102,0.1115,0.3311
2017-11-27,16:40:00,0.0987,0.0617,0.0044,0.0859
2017-11-27,17:00:00,0.0167,0.00505,5.0E-5,5.0E-5
2017-11-27,17:20:00,0.0166,0.0015,0,0
2017-11-27,17:40:00,0.0166,0,0,0
2017-11-27,18:00:00,0.0166,0,0,0
2017-11-27,18:20:00,0.0166,0,0,0
2017-11-27,18:40:00,0.0166,0,0,0
2017-11-27,19:00:00,0.0166,0,0,0
2017-11-27,19:20:00,0.0166,0,0,0
2017-11-27,19:40:00,0.0166,0,0,0
2017-11-27,20:00:00,0.0166,0,0,0
2017-11-27,20:20:00,0.0166,0,0,0
2017-11-27,20:40:00,0.0166,0,0,0
2017-11-27,21:00:00,0.0166,0,0,0
2017-11-27,21:20:00,0.0166,0,0,0
2017-11-27,21:40:00,0.0166,0,0,0
2017-11-27,22:00:00,0.0166,0,0,0
2017-11-27,22:20:00,0.0166,0,0,0
2017-11-27,22:40:00,0.0166,0,0,0
2017-11-27,23:00:00,0.0166,0,0,0
2017-11-27,23:20:00,0.0166,0,0,0
2017-11-27,23:40:00,0.0166,0,0,0
