﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1505000005PV-5000W-V 11C1505000005彰化福興-吳心,11C1505000002PV-5000W-V 11C1505000002彰化福興-吳心,11C1505000003PV-5000W-V 11C1505000003彰化福興-吳心,11C1505000006PV-5000W-V 11C1505000006彰化福興-吳心,11C1505000004PV-5000W-V 11C1505000004彰化福興-吳心,11C1505000001PV-5000W-V 11C1505000001彰化福興-吳心
2017-12-17,00:00:00,0,0,0,0,0,0
2017-12-17,00:20:00,0,0,0,0,0,0
2017-12-17,00:40:00,0,0,0,0,0,0
2017-12-17,01:00:00,0,0,0,0,0,0
2017-12-17,01:20:00,0,0,0,0,0,0
2017-12-17,01:40:00,0,0,0,0,0,0
2017-12-17,02:00:00,0,0,0,0,0,0
2017-12-17,02:20:00,0,0,0,0,0,0
2017-12-17,02:40:00,0,0,0,0,0,0
2017-12-17,03:00:00,0,0,0,0,0,0
2017-12-17,03:20:00,0,0,0,0,0,0
2017-12-17,03:40:00,0,0,0,0,0,0
2017-12-17,04:00:00,0,0,0,0,0,0
2017-12-17,04:20:00,0,0,0,0,0,0
2017-12-17,04:40:00,0,0,0,0,0,0
2017-12-17,05:00:00,0,0,0,0,0,0
2017-12-17,05:20:00,0,0,0,0,0,0
2017-12-17,05:40:00,0,0,0,0,0,0
2017-12-17,06:00:00,0,0,0,0,0,0
2017-12-17,06:20:00,0,0,0,0,0,0
2017-12-17,06:40:00,0.0011,0.0014,0.00125,0.00235,0.0028,0.00215
2017-12-17,07:00:00,0.04805,0.05375,0.05255,0.0577,0.0601,0.0542
2017-12-17,07:20:00,0.0706,0.07655,0.07715,0.08175,0.0851,0.0791
2017-12-17,07:40:00,0.13175,0.1367,0.1392,0.14315,0.14745,0.14115
2017-12-17,08:00:00,0.196,0.1995,0.20285,0.20785,0.2118,0.2055
2017-12-17,08:20:00,0.26265,0.265,0.27145,0.27425,0.279,0.27255
2017-12-17,08:40:00,0.37105,0.37035,0.3792,0.38155,0.3871,0.38055
2017-12-17,09:00:00,0.52455,0.5281,0.53235,0.53415,0.54045,0.53375
2017-12-17,09:20:00,0.78065,0.7832,0.78625,0.7869,0.7955,0.78915
2017-12-17,09:40:00,1.17805,1.17535,1.1809,1.1834,1.19385,1.1856
2017-12-17,10:00:00,1.4665,1.46545,1.46535,1.4696,1.48375,1.47415
2017-12-17,10:20:00,1.98465,1.997,1.979,1.9851,2.00345,1.99635
2017-12-17,10:40:00,2.0966,2.11525,2.0933,2.1028,2.11905,2.1188
2017-12-17,11:00:00,2.3187,2.3395,2.3186,2.3302,2.33845,2.349
2017-12-17,11:20:00,2.59565,2.5888,2.5902,2.60285,2.62425,2.5966
2017-12-17,11:40:00,2.44775,2.4666,2.4392,2.45415,2.47775,2.4728
2017-12-17,12:00:00,2.0652,2.0787,2.0757,2.0739,2.0855,2.06795
2017-12-17,12:20:00,1.2962,1.3113,1.30065,1.3032,1.3118,1.3052
2017-12-17,12:40:00,1.1572,1.1732,1.16285,1.1656,1.1727,1.16795
2017-12-17,13:00:00,1.1006,1.11625,1.10625,1.10825,1.11655,1.11165
2017-12-17,13:20:00,1.057,1.07225,1.06225,1.0653,1.0726,1.0675
2017-12-17,13:40:00,1.0934,1.10965,1.09895,1.10225,1.10985,1.10445
2017-12-17,14:00:00,1.0091,1.0246,1.01555,1.0183,1.02565,1.02045
2017-12-17,14:20:00,0.88325,0.8965,0.88975,0.89115,0.89805,0.89255
2017-12-17,14:40:00,0.65735,0.67,0.6654,0.6669,0.67275,0.66735
2017-12-17,15:00:00,0.40405,0.4156,0.41305,0.4148,0.41945,0.41365
2017-12-17,15:20:00,0.48905,0.5014,0.49795,0.49965,0.50415,0.49845
2017-12-17,15:40:00,0.24175,0.25155,0.2512,0.25305,0.25655,0.2502
2017-12-17,16:00:00,0.14565,0.15375,0.1542,0.1575,0.1611,0.15475
2017-12-17,16:20:00,0.15485,0.16345,0.16295,0.16635,0.1711,0.16425
2017-12-17,16:40:00,0.07855,0.0862,0.0833,0.0889,0.09185,0.0852
2017-12-17,17:00:00,0.00615,0.00765,0.0077,0.00915,0.00985,0.0081
2017-12-17,17:20:00,0,0,0,0,0,0
2017-12-17,17:40:00,0,0,0,0,0,0
2017-12-17,18:00:00,0,0,0,0,0,0
2017-12-17,18:20:00,0,0,0,0,0,0
2017-12-17,18:40:00,0,0,0,0,0,0
2017-12-17,19:00:00,0,0,0,0,0,0
2017-12-17,19:20:00,0,0,0,0,0,0
2017-12-17,19:40:00,0,0,0,0,0,0
2017-12-17,20:00:00,0,0,0,0,0,0
2017-12-17,20:20:00,0,0,0,0,0,0
2017-12-17,20:40:00,0,0,0,0,0,0
2017-12-17,21:00:00,0,0,0,0,0,0
2017-12-17,21:20:00,0,0,0,0,0,0
2017-12-17,21:40:00,0,0,0,0,0,0
2017-12-17,22:00:00,0,0,0,0,0,0
2017-12-17,22:20:00,0,0,0,0,0,0
2017-12-17,22:40:00,0,0,0,0,0,0
2017-12-17,23:00:00,0,0,0,0,0,0
2017-12-17,23:20:00,0,0,0,0,0,0
2017-12-17,23:40:00,0,0,0,0,0,0
