﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000144PV-3000N-V 10N1532000144 伸港主光-01,11D1514000073PV-3000N-V 11D1514000073 伸港主光-02,11D1507000055PV-3000N-V 11D1507000055 伸港主光-03,11D1514000062PV-3000N-V 11D1514000062 伸港主光-04,11D1514000077PV-3000N-V 11D1514000077 伸港主光-05
2017-11-03,00:00:00,0,0,0,0,0
2017-11-03,00:20:00,0,0,0,0,0
2017-11-03,00:40:00,0,0,0,0,0
2017-11-03,01:00:00,0,0,0,0,0
2017-11-03,01:20:00,0,0,0,0,0
2017-11-03,01:40:00,0,0,0,0,0
2017-11-03,02:00:00,0,0,0,0,0
2017-11-03,02:20:00,0,0,0,0,0
2017-11-03,02:40:00,0,0,0,0,0
2017-11-03,03:00:00,0,0,0,0,0
2017-11-03,03:20:00,0,0,0,0,0
2017-11-03,03:40:00,0,0,0,0,0
2017-11-03,04:00:00,0,0,0,0,0
2017-11-03,04:20:00,0,0,0,0,0
2017-11-03,04:40:00,0,0,0,0,0
2017-11-03,05:00:00,0,0,0,0,0
2017-11-03,05:20:00,0,0,0,0,0
2017-11-03,05:40:00,0,0,0,0,0
2017-11-03,06:00:00,0,0,0,0,0
2017-11-03,06:20:00,0,0.01095,0.0029,0.0257,0.00295
2017-11-03,06:40:00,0.0539,0.09885,0.07125,0.1007,0.0713
2017-11-03,07:00:00,0.1753,0.19135,0.1705,0.2004,0.1718
2017-11-03,07:20:00,0.145,0.1628,0.1392,0.1684,0.1404
2017-11-03,07:40:00,0.23815,0.24925,0.2313,0.2602,0.2334
2017-11-03,08:00:00,0.31695,0.3258,0.3107,0.33685,0.31265
2017-11-03,08:20:00,0.37005,0.3768,0.36535,0.3895,0.3656
2017-11-03,08:40:00,0.68165,0.667,0.67795,0.69555,0.6773
2017-11-03,09:00:00,0.81125,0.7898,0.80865,0.82915,0.8134
2017-11-03,09:20:00,0.84485,0.8171,0.8421,0.86585,0.8404
2017-11-03,09:40:00,0.96035,0.9281,0.9527,0.9772,0.9574
2017-11-03,10:00:00,0.6458,0.62465,0.63435,0.6598,0.6351
2017-11-03,10:20:00,1.04545,0.9956,1.037,1.07085,1.0398
2017-11-03,10:40:00,1.0967,1.054,1.08265,1.1152,1.0921
2017-11-03,11:00:00,0.97095,0.9364,0.94965,0.97905,0.9559
2017-11-03,11:20:00,1.1332,1.0829,1.1161,1.14755,1.1198
2017-11-03,11:40:00,1.37505,1.3015,1.3527,1.3838,1.36395
2017-11-03,12:00:00,1.027,0.9779,1.0224,1.04995,1.01635
2017-11-03,12:20:00,1.07145,1.0238,1.0594,1.08355,1.0519
2017-11-03,12:40:00,1.18065,1.10685,1.1573,1.18315,1.1537
2017-11-03,13:00:00,1.0653,1.00225,1.04715,1.07495,1.0422
2017-11-03,13:20:00,0.9051,0.86235,0.8934,0.92205,0.8871
2017-11-03,13:40:00,1.02505,0.91915,1.0133,1.0404,0.9783
2017-11-03,14:00:00,0.86345,0.79485,0.8426,0.8702,0.84
2017-11-03,14:20:00,0.5878,0.57855,0.57515,0.6012,0.5791
2017-11-03,14:40:00,0.44815,0.44915,0.43705,0.464,0.4432
2017-11-03,15:00:00,0.2646,0.28055,0.2605,0.2901,0.2644
2017-11-03,15:20:00,0.18155,0.19775,0.1751,0.204,0.17645
2017-11-03,15:40:00,0.11725,0.1396,0.11585,0.1447,0.1148
2017-11-03,16:00:00,0.1046,0.12745,0.10055,0.12865,0.10055
2017-11-03,16:20:00,0.0442,0.0719,0.04015,0.0715,0.0412
2017-11-03,16:40:00,0.01215,0.0393,0.008,0.0383,0.00825
2017-11-03,17:00:00,0.0001,0.0161,0,0.01575,0
2017-11-03,17:20:00,0,0.00745,0,0.00875,0
2017-11-03,17:40:00,0,0,0,0,0
2017-11-03,18:00:00,0,0,0,0,0
2017-11-03,18:20:00,0,0,0,0,0
2017-11-03,18:40:00,0,0,0,0,0
2017-11-03,19:00:00,0,0,0,0,0
2017-11-03,19:20:00,0,0,0,0,0
2017-11-03,19:40:00,0,0,0,0,0
2017-11-03,20:00:00,0,0,0,0,0
2017-11-03,20:20:00,0,0,0,0,0
2017-11-03,20:40:00,0,0,0,0,0
2017-11-03,21:00:00,0,0,0,0,0
2017-11-03,21:20:00,0,0,0,0,0
2017-11-03,21:40:00,0,0,0,0,0
2017-11-03,22:00:00,0,0,0,0,0
2017-11-03,22:20:00,0,0,0,0,0
2017-11-03,22:40:00,0,0,0,0,0
2017-11-03,23:00:00,0,0,0,0,0
2017-11-03,23:20:00,0,0,0,0,0
2017-11-03,23:40:00,0,0,0,0,0
