﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-01-06,00:00:00,0,0,0,0
2018-01-06,00:20:00,0,0,0,0
2018-01-06,00:40:00,0,0,0,0
2018-01-06,01:00:00,0,0,0,0
2018-01-06,01:20:00,0,0,0,0
2018-01-06,01:40:00,0,0,0,0
2018-01-06,02:00:00,0,0,0,0
2018-01-06,02:20:00,0,0,0,0
2018-01-06,02:40:00,0,0,0,0
2018-01-06,03:00:00,0,0,0,0
2018-01-06,03:20:00,0,0,0,0
2018-01-06,03:40:00,0,0,0,0
2018-01-06,04:00:00,0,0,0,0
2018-01-06,04:20:00,0,0,0,0
2018-01-06,04:40:00,0,0,0,0
2018-01-06,05:00:00,0,0,0,0
2018-01-06,05:20:00,0,0,0,0
2018-01-06,05:40:00,0,0,0,0
2018-01-06,06:00:00,0,0,0,0
2018-01-06,06:20:00,0,0,0,0
2018-01-06,06:40:00,0,0,0,0
2018-01-06,07:00:00,0.00465,0.02055,0.0205,0.02025
2018-01-06,07:20:00,0.0307,0.04975,0.0509,0.0566
2018-01-06,07:40:00,0.07325,0.10365,0.1056,0.11315
2018-01-06,08:00:00,0.0749,0.107,0.10735,0.11595
2018-01-06,08:20:00,0.33005,0.54395,0.53995,0.54505
2018-01-06,08:40:00,0.37715,0.61635,0.61625,0.62105
2018-01-06,09:00:00,0.4069,0.6648,0.666,0.6693
2018-01-06,09:20:00,0.3435,0.5614,0.56155,0.56735
2018-01-06,09:40:00,0.3518,0.5735,0.57365,0.5792
2018-01-06,10:00:00,0.50165,0.8128,0.8147,0.8182
2018-01-06,10:20:00,0.72045,1.16475,1.1651,1.1652
2018-01-06,10:40:00,0.4934,0.7942,0.7957,0.80025
2018-01-06,11:00:00,0.4961,0.8007,0.8032,0.8079
2018-01-06,11:20:00,0.5051,0.81815,0.8192,0.8201
2018-01-06,11:40:00,0.51555,0.83585,0.83765,0.8398
2018-01-06,12:00:00,0.56355,0.9127,0.91395,0.91675
2018-01-06,12:20:00,0.47385,0.7651,0.7681,0.7718
2018-01-06,12:40:00,0.52755,0.8501,0.8544,0.85695
2018-01-06,13:00:00,0.47985,0.77485,0.7759,0.78045
2018-01-06,13:20:00,0.2554,0.4026,0.40395,0.4108
2018-01-06,13:40:00,0.2838,0.4501,0.45165,0.4585
2018-01-06,14:00:00,0.18085,0.28005,0.2812,0.28885
2018-01-06,14:20:00,0.10865,0.1604,0.1621,0.1699
2018-01-06,14:40:00,0.14565,0.22125,0.2228,0.231
2018-01-06,15:00:00,0.1016,0.1511,0.1525,0.16055
2018-01-06,15:20:00,0.0704,0.0988,0.0996,0.1085
2018-01-06,15:40:00,0.03525,0.05265,0.0543,0.05515
2018-01-06,16:00:00,0.0168,0.0295,0.02915,0.0377
2018-01-06,16:20:00,0.017,0.02825,0.0282,0.0359
2018-01-06,16:40:00,0.0194,0.0332,0.03305,0.0413
2018-01-06,17:00:00,0.01815,0.03255,0.03335,0.03315
2018-01-06,17:20:00,0,0.0147,0.0161,0
2018-01-06,17:40:00,0,0.00015,0.00115,0
2018-01-06,18:00:00,0,0,0,0
2018-01-06,18:20:00,0,0,0,0
2018-01-06,18:40:00,0,0,0,0
2018-01-06,19:00:00,0,0,0,0
2018-01-06,19:20:00,0,0,0,0
2018-01-06,19:40:00,0,0,0,0
2018-01-06,20:00:00,0,0,0,0
2018-01-06,20:20:00,0,0,0,0
2018-01-06,20:40:00,0,0,0,0
2018-01-06,21:00:00,0,0,0,0
2018-01-06,21:20:00,0,0,0,0
2018-01-06,21:40:00,0,0,0,0
2018-01-06,22:00:00,0,0,0,0
2018-01-06,22:20:00,0,0,0,0
2018-01-06,22:40:00,0,0,0,0
2018-01-06,23:00:00,0,0,0,0
2018-01-06,23:20:00,0,0,0,0
2018-01-06,23:40:00,0,0,0,0
