﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2018-03-30,00:00:00,0,0,0
2018-03-30,00:20:00,0,0,0
2018-03-30,00:40:00,0,0,0
2018-03-30,01:00:00,0,0,0
2018-03-30,01:20:00,0,0,0
2018-03-30,01:40:00,0,0,0
2018-03-30,02:00:00,0,0,0
2018-03-30,02:20:00,0,0,0
2018-03-30,02:40:00,0,0,0
2018-03-30,03:00:00,0,0,0
2018-03-30,03:20:00,0,0,0
2018-03-30,03:40:00,0,0,0
2018-03-30,04:00:00,0,0,0
2018-03-30,04:20:00,0,0,0
2018-03-30,04:40:00,0,0,0
2018-03-30,05:00:00,0,0,0
2018-03-30,05:20:00,0,0,0
2018-03-30,05:40:00,0,0,0
2018-03-30,06:00:00,0.16025,0.16055,0.17035
2018-03-30,06:20:00,0.4853,0.4881,0.5286
2018-03-30,06:40:00,0.9805,0.9695,1.03145
2018-03-30,07:00:00,1.56,1.5443,1.6299
2018-03-30,07:20:00,2.15565,2.1418,2.24265
2018-03-30,07:40:00,2.6307,2.6177,2.8831
2018-03-30,08:00:00,3.18155,3.1554,3.3053
2018-03-30,08:20:00,3.98605,3.9457,4.12655
2018-03-30,08:40:00,4.58235,4.5382,4.72625
2018-03-30,09:00:00,5.1308,5.07365,5.2781
2018-03-30,09:20:00,5.58,5.51535,5.7208
2018-03-30,09:40:00,5.9412,5.8491,6.07895
2018-03-30,10:00:00,6.40425,6.3005,6.5332
2018-03-30,10:20:00,6.28675,6.2321,6.38605
2018-03-30,10:40:00,6.7656,6.77415,6.7802
2018-03-30,11:00:00,7.0823,7.0736,7.0875
2018-03-30,11:20:00,7.30845,7.32495,7.28545
2018-03-30,11:40:00,7.3387,7.3689,7.29605
2018-03-30,12:00:00,7.6687,7.7022,7.6132
2018-03-30,12:20:00,7.61175,7.6511,7.5454
2018-03-30,12:40:00,7.6013,7.64225,7.5408
2018-03-30,13:00:00,7.47345,7.5133,7.41705
2018-03-30,13:20:00,7.2489,7.2776,7.20955
2018-03-30,13:40:00,6.97565,6.98965,6.96255
2018-03-30,14:00:00,6.6197,6.64595,6.62185
2018-03-30,14:20:00,6.26565,6.28125,6.2914
2018-03-30,14:40:00,5.7676,5.7727,5.81905
2018-03-30,15:00:00,5.19805,5.19475,5.274
2018-03-30,15:20:00,4.6358,4.62815,4.72105
2018-03-30,15:40:00,3.99095,3.97715,4.08525
2018-03-30,16:00:00,3.3108,3.2937,3.40615
2018-03-30,16:20:00,2.5967,2.58025,2.68255
2018-03-30,16:40:00,1.9155,1.90375,1.98705
2018-03-30,17:00:00,1.2785,1.2714,1.32985
2018-03-30,17:20:00,0.7216,0.72525,0.76385
2018-03-30,17:40:00,0.31675,0.2898,0.3315
2018-03-30,18:00:00,0.03595,0.0536,0.09715
2018-03-30,18:20:00,0,0,0
2018-03-30,18:40:00,0,0,0
2018-03-30,19:00:00,0,0,0
2018-03-30,19:20:00,0,0,0
2018-03-30,19:40:00,0,0,0
2018-03-30,20:00:00,0,0,0
2018-03-30,20:20:00,0,0,0
2018-03-30,20:40:00,0,0,0
2018-03-30,21:00:00,0,0,0
2018-03-30,21:20:00,0,0,0
2018-03-30,21:40:00,0,0,0
2018-03-30,22:00:00,0,0,0
2018-03-30,22:20:00,0,0,0
2018-03-30,22:40:00,0,0,0
2018-03-30,23:00:00,0,0,0
2018-03-30,23:20:00,0,0,0
2018-03-30,23:40:00,0,0,0
