﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-04-18,00:00:00,0,0,0,0
2018-04-18,00:20:00,0,0,0,0
2018-04-18,00:40:00,0,0,0,0
2018-04-18,01:00:00,0,0,0,0
2018-04-18,01:20:00,0,0,0,0
2018-04-18,01:40:00,0,0,0,0
2018-04-18,02:00:00,0,0,0,0
2018-04-18,02:20:00,0,0,0,0
2018-04-18,02:40:00,0,0,0,0
2018-04-18,03:00:00,0,0,0,0
2018-04-18,03:20:00,0,0,0,0
2018-04-18,03:40:00,0,0,0,0
2018-04-18,04:00:00,0,0,0,0
2018-04-18,04:20:00,0,0,0,0
2018-04-18,04:40:00,0,0,0,0
2018-04-18,05:00:00,0,0,0,0
2018-04-18,05:20:00,0,0,0,0
2018-04-18,05:40:00,0.04845,0,0,0.0326
2018-04-18,06:00:00,0.1189,0.0726,0.0017,0.09915
2018-04-18,06:20:00,0.18525,0.1253,0.0201,0.1731
2018-04-18,06:40:00,0.43015,0.2767,0.1711,0.4093
2018-04-18,07:00:00,1.0393,0.6437,0.5517,0.99495
2018-04-18,07:20:00,1.1112,0.68415,0.5828,1.05335
2018-04-18,07:40:00,1.2924,0.81185,0.7201,1.27415
2018-04-18,08:00:00,2.47615,1.5166,1.4423,2.4311
2018-04-18,08:20:00,2.0257,1.2494,1.16175,1.99915
2018-04-18,08:40:00,2.96575,1.8091,1.74085,2.93275
2018-04-18,09:00:00,2.8771,1.73955,1.674,2.80235
2018-04-18,09:20:00,2.7543,1.69925,1.6234,2.71545
2018-04-18,09:40:00,3.3267,2.0125,1.95825,3.278
2018-04-18,10:00:00,3.6547,2.19475,2.152,3.6052
2018-04-18,10:20:00,3.5652,2.1752,2.1295,3.5107
2018-04-18,10:40:00,3.46375,2.1195,2.06855,3.4132
2018-04-18,11:00:00,4.22905,2.53885,2.51445,4.1341
2018-04-18,11:20:00,3.4258,2.06495,2.01765,3.32365
2018-04-18,11:40:00,3.6303,2.1997,2.15395,3.54315
2018-04-18,12:00:00,2.70685,1.6527,1.58645,2.63115
2018-04-18,12:20:00,3.51515,2.1223,2.0789,3.4565
2018-04-18,12:40:00,3.8222,2.31055,2.2719,3.77205
2018-04-18,13:00:00,3.8816,2.333,2.30315,3.83995
2018-04-18,13:20:00,3.40515,2.04015,1.9994,3.3462
2018-04-18,13:40:00,3.468,2.0901,2.05085,3.41215
2018-04-18,14:00:00,3.2563,1.9743,1.9302,3.1944
2018-04-18,14:20:00,3.25535,1.9583,1.9161,3.21695
2018-04-18,14:40:00,3.0724,1.84775,1.803,3.0387
2018-04-18,15:00:00,2.78795,1.6834,1.62865,2.7523
2018-04-18,15:20:00,2.4968,1.51465,1.4497,2.18265
2018-04-18,15:40:00,2.1068,1.27915,1.21345,1.9215
2018-04-18,16:00:00,1.7157,1.04215,0.97595,1.59395
2018-04-18,16:20:00,1.33425,0.81175,0.7386,0.98125
2018-04-18,16:40:00,0.9398,0.57605,0.4934,0.6421
2018-04-18,17:00:00,0.61555,0.3814,0.2905,0.5137
2018-04-18,17:20:00,0.3298,0.20715,0.11105,0.2759
2018-04-18,17:40:00,0.128,0.08395,0.00495,0.09535
2018-04-18,18:00:00,0.0305,0.0184,0.00015,0.0132
2018-04-18,18:20:00,0.0166,0.00265,0,0
2018-04-18,18:40:00,0.0166,0.0003,0,0
2018-04-18,19:00:00,0.0166,0,0,0
2018-04-18,19:20:00,0.0166,0,0,0
2018-04-18,19:40:00,0.0166,0,0,0
2018-04-18,20:00:00,0.0166,0,0,0
2018-04-18,20:20:00,0.0166,0,0,0
2018-04-18,20:40:00,0.0166,0,0,0
2018-04-18,21:00:00,0.0166,0,0,0
2018-04-18,21:20:00,0.0166,0,0,0
2018-04-18,21:40:00,0.0166,0,0,0
2018-04-18,22:00:00,0.0166,0,0,0
2018-04-18,22:20:00,0.0166,0,0,0
2018-04-18,22:40:00,0.0166,0,0,0
2018-04-18,23:00:00,0.0166,0,0,0
2018-04-18,23:20:00,0.0166,0,0,0
2018-04-18,23:40:00,0.0166,0,0,0
