﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-03-18,00:00:00,0,0,0,0
2018-03-18,00:20:00,0,0,0,0
2018-03-18,00:40:00,0,0,0,0
2018-03-18,01:00:00,0,0,0,0
2018-03-18,01:20:00,0,0,0,0
2018-03-18,01:40:00,0,0,0,0
2018-03-18,02:00:00,0,0,0,0
2018-03-18,02:20:00,0,0,0,0
2018-03-18,02:40:00,0,0,0,0
2018-03-18,03:00:00,0,0,0,0
2018-03-18,03:20:00,0,0,0,0
2018-03-18,03:40:00,0,0,0,0
2018-03-18,04:00:00,0,0,0,0
2018-03-18,04:20:00,0,0,0,0
2018-03-18,04:40:00,0,0,0,0
2018-03-18,05:00:00,0,0,0,0
2018-03-18,05:20:00,0,0,0,0
2018-03-18,05:40:00,0,0,0,0
2018-03-18,06:00:00,0,0.0077,0.0075,0.00985
2018-03-18,06:20:00,0,0.07295,0.0739,0.07845
2018-03-18,06:40:00,0.07935,0.1535,0.14845,0.1599
2018-03-18,07:00:00,0.14965,0.23955,0.2326,0.24465
2018-03-18,07:20:00,0.1996,0.32625,0.3161,0.32875
2018-03-18,07:40:00,0.2481,0.40955,0.3968,0.40975
2018-03-18,08:00:00,0.2928,0.50275,0.47285,0.49145
2018-03-18,08:20:00,0.35575,0.9262,0.61055,0.8712
2018-03-18,08:40:00,0.68915,1.4761,1.562,1.7447
2018-03-18,09:00:00,1.15445,1.94525,2.0749,2.0636
2018-03-18,09:20:00,1.44565,2.35365,2.3571,2.3331
2018-03-18,09:40:00,1.5701,2.5668,2.57085,2.5404
2018-03-18,10:00:00,1.69225,2.76205,2.754,2.73395
2018-03-18,10:20:00,1.8011,2.94335,2.9329,2.9158
2018-03-18,10:40:00,1.88805,3.0914,3.07825,3.0571
2018-03-18,11:00:00,1.97855,3.2247,3.21705,3.1951
2018-03-18,11:20:00,2.039,3.3219,3.31715,3.2919
2018-03-18,11:40:00,2.12795,3.46585,3.4669,3.4376
2018-03-18,12:00:00,2.06945,3.35475,3.3681,3.31885
2018-03-18,12:20:00,1.4235,2.2779,2.29925,2.2758
2018-03-18,12:40:00,2.14355,3.47435,3.479,3.4447
2018-03-18,13:00:00,2.1178,3.44175,3.44465,3.41915
2018-03-18,13:20:00,2.0185,3.2624,3.26975,3.2436
2018-03-18,13:40:00,1.9428,3.1378,3.13995,3.1232
2018-03-18,14:00:00,1.32305,2.1197,2.1309,2.12055
2018-03-18,14:20:00,1.75265,2.81795,2.83235,2.81145
2018-03-18,14:40:00,1.50435,2.4053,2.42885,2.4025
2018-03-18,15:00:00,1.3461,2.12705,2.17485,2.14485
2018-03-18,15:20:00,1.1261,1.76845,1.822,1.8061
2018-03-18,15:40:00,1.16155,1.793,1.87775,1.85725
2018-03-18,16:00:00,0.85535,1.3189,1.3758,1.35625
2018-03-18,16:20:00,0.60235,0.9103,0.9625,0.95745
2018-03-18,16:40:00,0.2747,0.4032,0.4305,0.4333
2018-03-18,17:00:00,0.1617,0.23685,0.24635,0.25285
2018-03-18,17:20:00,0.09415,0.1315,0.1358,0.1438
2018-03-18,17:40:00,0.04475,0.06295,0.06655,0.07005
2018-03-18,18:00:00,0.0014,0.0147,0.0161,0.0002
2018-03-18,18:20:00,0,0.0039,0.00425,0
2018-03-18,18:40:00,0,0,0,0
2018-03-18,19:00:00,0,0,0,0
2018-03-18,19:20:00,0,0,0,0
2018-03-18,19:40:00,0,0,0,0
2018-03-18,20:00:00,0,0,0,0
2018-03-18,20:20:00,0,0,0,0
2018-03-18,20:40:00,0,0,0,0
2018-03-18,21:00:00,0,0,0,0
2018-03-18,21:20:00,0,0,0,0
2018-03-18,21:40:00,0,0,0,0
2018-03-18,22:00:00,0,0,0,0
2018-03-18,22:20:00,0,0,0,0
2018-03-18,22:40:00,0,0,0,0
2018-03-18,23:00:00,0,0,0,0
2018-03-18,23:20:00,0,0,0,0
2018-03-18,23:40:00,0,0,0,0
