﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-03-26,00:00:00,0,0,0,0
2018-03-26,00:20:00,0,0,0,0
2018-03-26,00:40:00,0,0,0,0
2018-03-26,01:00:00,0,0,0,0
2018-03-26,01:20:00,0,0,0,0
2018-03-26,01:40:00,0,0,0,0
2018-03-26,02:00:00,0,0,0,0
2018-03-26,02:20:00,0,0,0,0
2018-03-26,02:40:00,0,0,0,0
2018-03-26,03:00:00,0,0,0,0
2018-03-26,03:20:00,0,0,0,0
2018-03-26,03:40:00,0,0,0,0
2018-03-26,04:00:00,0,0,0,0
2018-03-26,04:20:00,0,0,0,0
2018-03-26,04:40:00,0,0,0,0
2018-03-26,05:00:00,0,0,0,0
2018-03-26,05:20:00,0,0,0,0
2018-03-26,05:40:00,0,0,0,0
2018-03-26,06:00:00,0.04515,0.0146,0,0.0332
2018-03-26,06:20:00,0.1823,0.1217,0.02385,0.1676
2018-03-26,06:40:00,0.41775,0.2688,0.1584,0.4015
2018-03-26,07:00:00,0.68545,0.42865,0.32865,0.6664
2018-03-26,07:20:00,1.01635,0.63385,0.53415,0.99575
2018-03-26,07:40:00,1.28485,0.7948,0.6999,1.2635
2018-03-26,08:00:00,1.6626,1.0249,0.9343,1.64535
2018-03-26,08:20:00,1.9858,1.2151,1.1352,1.9709
2018-03-26,08:40:00,2.3066,1.4072,1.3319,2.28745
2018-03-26,09:00:00,2.5759,1.56665,1.50065,2.56725
2018-03-26,09:20:00,2.86195,1.73605,1.67585,2.8538
2018-03-26,09:40:00,3.0253,1.8308,1.77775,3.0178
2018-03-26,10:00:00,2.96125,1.8109,1.7414,2.9151
2018-03-26,10:20:00,2.51315,1.51045,1.44,2.3831
2018-03-26,10:40:00,2.4922,1.52965,1.45805,2.38005
2018-03-26,11:00:00,2.44205,1.4815,1.41815,2.34455
2018-03-26,11:20:00,2.3674,1.444,1.37205,2.24105
2018-03-26,11:40:00,3.28895,2.02295,1.96365,3.19765
2018-03-26,12:00:00,2.269,1.37875,1.3115,2.1326
2018-03-26,12:20:00,1.6083,1.02285,0.92655,1.51805
2018-03-26,12:40:00,4.088,2.46395,2.4267,4.00575
2018-03-26,13:00:00,2.7916,1.6996,1.6397,2.68805
2018-03-26,13:20:00,3.17095,1.932,1.8729,3.0541
2018-03-26,13:40:00,2.9364,1.79345,1.7289,2.8107
2018-03-26,14:00:00,2.40455,1.46045,1.39275,2.29465
2018-03-26,14:20:00,2.79675,1.74135,1.67245,2.7551
2018-03-26,14:40:00,2.49275,1.51535,1.45045,2.4286
2018-03-26,15:00:00,2.07395,1.2673,1.19165,1.99735
2018-03-26,15:20:00,1.97,1.21955,1.14265,1.8972
2018-03-26,15:40:00,1.80115,1.09265,1.0172,1.72865
2018-03-26,16:00:00,1.3918,0.85855,0.7767,1.32625
2018-03-26,16:20:00,1.1739,0.7181,0.63545,1.10145
2018-03-26,16:40:00,0.8352,0.5147,0.4253,0.76825
2018-03-26,17:00:00,0.5234,0.3235,0.2288,0.47585
2018-03-26,17:20:00,0.2629,0.16755,0.06725,0.2325
2018-03-26,17:40:00,0.09655,0.06025,0.0007,0.07255
2018-03-26,18:00:00,0.0192,0.0083,5.0E-5,0.0035
2018-03-26,18:20:00,0.0166,0.00125,0,0
2018-03-26,18:40:00,0.0166,0,0,0
2018-03-26,19:00:00,0.0166,0,0,0
2018-03-26,19:20:00,0.0166,0,0,0
2018-03-26,19:40:00,0.0166,0,0,0
2018-03-26,20:00:00,0.0166,0,0,0
2018-03-26,20:20:00,0.0166,0,0,0
2018-03-26,20:40:00,0.0166,0,0,0
2018-03-26,21:00:00,0.0166,0,0,0
2018-03-26,21:20:00,0.0166,0,0,0
2018-03-26,21:40:00,0.0166,0,0,0
2018-03-26,22:00:00,0.0166,0,0,0
2018-03-26,22:20:00,0.0166,0,0,0
2018-03-26,22:40:00,0.0166,0,0,0
2018-03-26,23:00:00,0.0166,0,0,0
2018-03-26,23:20:00,0.0166,0,0,0
2018-03-26,23:40:00,0.0166,0,0,0
