﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151446000280PV-5000W-V 1151446000280大甲台灣時規,1151446000251PV-5000W-V 1151446000251大甲台灣時規,1151446000262PV-5000W-V 1151446000262大甲台灣時規,1151446000259PV-5000W-V 1151446000259大甲台灣時規,1151446000260PV-5000W-V 1151446000260大甲台灣時規,1151446000261PV-5000W-V 1151446000261大甲台灣時規
2017-10-02,00:00:00,0,0,0,0,0,0
2017-10-02,00:20:00,0,0,0,0,0,0
2017-10-02,00:40:00,0,0,0,0,0,0
2017-10-02,01:00:00,0,0,0,0,0,0
2017-10-02,01:20:00,0,0,0,0,0,0
2017-10-02,01:40:00,0,0,0,0,0,0
2017-10-02,02:00:00,0,0,0,0,0,0
2017-10-02,02:20:00,0,0,0,0,0,0
2017-10-02,02:40:00,0,0,0,0,0,0
2017-10-02,03:00:00,0,0,0,0,0,0
2017-10-02,03:20:00,0,0,0,0,0,0
2017-10-02,03:40:00,0,0,0,0,0,0
2017-10-02,04:00:00,0,0,0,0,0,0
2017-10-02,04:20:00,0,0,0,0,0,0
2017-10-02,04:40:00,0,0,0,0,0,0
2017-10-02,05:00:00,0,0,0,0,0,0
2017-10-02,05:20:00,0,0,0,0,0,0
2017-10-02,05:40:00,0.0011,0.0026,0.00275,0.00305,0.0034,0.00295
2017-10-02,06:00:00,0.05875,0.07865,0.082,0.08465,0.0866,0.0809
2017-10-02,06:20:00,0.2092,0.21835,0.2422,0.2265,0.21855,0.21925
2017-10-02,06:40:00,0.3611,0.373,0.42035,0.3763,0.35155,0.3664
2017-10-02,07:00:00,0.6612,0.63405,0.72285,0.62665,0.59945,0.65665
2017-10-02,07:20:00,0.89285,0.93145,0.95425,0.9214,0.9189,0.88725
2017-10-02,07:40:00,1.13695,1.18485,1.2093,1.16595,1.1608,1.121
2017-10-02,08:00:00,1.48835,1.5601,1.57745,1.52105,1.5382,1.4649
2017-10-02,08:20:00,1.85455,1.93375,1.9523,1.89225,1.9203,1.8335
2017-10-02,08:40:00,2.14685,2.2269,2.2362,2.18135,2.2155,2.11675
2017-10-02,09:00:00,1.6985,1.7666,1.7805,1.7407,1.7644,1.6987
2017-10-02,09:20:00,1.7419,1.79275,1.8038,1.77835,1.8111,1.7318
2017-10-02,09:40:00,1.39635,1.43935,1.45315,1.43,1.4131,1.3782
2017-10-02,10:00:00,2.14605,2.18995,2.1826,2.16365,2.1652,2.08445
2017-10-02,10:20:00,2.2652,2.34605,2.3299,2.2925,2.2857,2.20975
2017-10-02,10:40:00,2.70685,2.78685,2.813,2.7655,2.7949,2.69625
2017-10-02,11:00:00,2.9872,3.07425,3.10585,3.04445,3.0902,2.98785
2017-10-02,11:20:00,3.0055,3.09335,3.12205,3.06935,3.11375,3.01175
2017-10-02,11:40:00,2.99015,3.074,3.0962,3.05005,3.0837,2.98155
2017-10-02,12:00:00,2.90615,2.98875,3.01315,2.97655,3.013,2.91975
2017-10-02,12:20:00,2.8755,2.95755,2.9785,2.95365,2.98005,2.8931
2017-10-02,12:40:00,2.81165,2.8849,2.89465,2.88455,2.9034,2.8206
2017-10-02,13:00:00,2.67585,2.73845,2.738,2.74285,2.75405,2.6799
2017-10-02,13:20:00,2.5707,2.6261,2.62075,2.6376,2.6438,2.5776
2017-10-02,13:40:00,2.4267,2.47465,2.45705,2.4913,2.4839,2.42365
2017-10-02,14:00:00,2.1959,2.23695,2.2165,2.26355,2.25485,2.2056
2017-10-02,14:20:00,2.03455,2.0669,2.03815,2.10185,2.08465,2.045
2017-10-02,14:40:00,1.81385,1.837,1.80025,1.8748,1.8504,1.8181
2017-10-02,15:00:00,1.5692,1.5838,1.5464,1.6301,1.59905,1.5776
2017-10-02,15:20:00,1.3008,1.30815,1.26835,1.3582,1.32265,1.23615
2017-10-02,15:40:00,0.9326,0.931,0.8933,0.97655,0.94595,0.8916
2017-10-02,16:00:00,0.51585,0.51475,0.4912,0.54845,0.5273,0.4977
2017-10-02,16:20:00,0.4266,0.4206,0.39345,0.45845,0.43355,0.4192
2017-10-02,16:40:00,0.2347,0.23455,0.219,0.2604,0.2458,0.24395
2017-10-02,17:00:00,0.1226,0.1334,0.1298,0.1496,0.14325,0.14095
2017-10-02,17:20:00,0.04735,0.0636,0.0654,0.07415,0.07335,0.0691
2017-10-02,17:40:00,0.0065,0.0119,0.01365,0.0204,0.02075,0.01895
2017-10-02,18:00:00,0.0015,0.00105,0.00135,0.003,0.00215,0.00275
2017-10-02,18:20:00,0,0,0,0,0,0
2017-10-02,18:40:00,0,0,0,0,0,0
2017-10-02,19:00:00,0,0,0,0,0,0
2017-10-02,19:20:00,0,0,0,0,0,0
2017-10-02,19:40:00,0,0,0,0,0,0
2017-10-02,20:00:00,0,0,0,0,0,0
2017-10-02,20:20:00,0,0,0,0,0,0
2017-10-02,20:40:00,0,0,0,0,0,0
2017-10-02,21:00:00,0,0,0,0,0,0
2017-10-02,21:20:00,0,0,0,0,0,0
2017-10-02,21:40:00,0,0,0,0,0,0
2017-10-02,22:00:00,0,0,0,0,0,0
2017-10-02,22:20:00,0,0,0,0,0,0
2017-10-02,22:40:00,0,0,0,0,0,0
2017-10-02,23:00:00,0,0,0,0,0,0
2017-10-02,23:20:00,0,0,0,0,0,0
2017-10-02,23:40:00,0,0,0,0,0,0
