﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000157PV-3000N-V 10N1532000157伸港林東溪,10N1532000142PV-3000N-V 10N1532000142伸港林東溪,10N1532000146PV-3000N-V 10N1532000146伸港林東溪,10N1532000147PV-3000N-V 10N1532000147伸港林東溪,10N1532000141PV-3000N-V 10N1532000141伸港林東溪,10N1532000148PV-3000N-V 10N1532000148伸港林東溪,10N1532000143PV-3000N-V 10N1532000143伸港林東溪,10N1532000145PV-3000N-V 10N1532000145伸港林東溪,10N1532000150PV-3000N-V 10N1532000150伸港林東溪,10N1532000149PV-3000N-V 10N1532000149伸港林東溪,10N1532000154PV-3000N-V 10N1532000154伸港林東溪
2018-03-07,00:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,00:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,00:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,01:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,01:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,01:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,02:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,02:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,02:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,03:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,03:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,03:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,04:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,04:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,04:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,05:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,05:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,05:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,06:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-07,06:20:00,0.00505,0.03175,0.0263,0.0189,0.02715,0.0254,0.0249,0.0323,0.02415,0.02865,0.02715
2018-03-07,06:40:00,0.1128,0.11245,0.1095,0.1068,0.1184,0.116,0.11445,0.1266,0.11295,0.12055,0.1181
2018-03-07,07:00:00,0.24995,0.24695,0.2453,0.25915,0.2697,0.2672,0.26565,0.2789,0.26575,0.27355,0.2689
2018-03-07,07:20:00,0.327,0.32335,0.32155,0.3442,0.3558,0.3518,0.35155,0.36435,0.3515,0.358,0.35285
