﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000178PV-5000W-V 10D1638000178胡聰明#1,10D1636000153PV-5000W-V 10D1636000153胡聰明#2
2018-01-31,00:00:00,0,0
2018-01-31,00:20:00,0,0
2018-01-31,00:40:00,0,0
2018-01-31,01:00:00,0,0
2018-01-31,01:20:00,0,0
2018-01-31,01:40:00,0,0
2018-01-31,02:00:00,0,0
2018-01-31,02:20:00,0,0
2018-01-31,02:40:00,0,0
2018-01-31,03:00:00,0,0
2018-01-31,03:20:00,0,0
2018-01-31,03:40:00,0,0
2018-01-31,04:00:00,0,0
2018-01-31,04:20:00,0,0
2018-01-31,04:40:00,0,0
2018-01-31,05:00:00,0,0
2018-01-31,05:20:00,0,0
2018-01-31,05:40:00,0,0
2018-01-31,06:00:00,0,0
2018-01-31,06:20:00,0,0
2018-01-31,06:40:00,0.0269,0.0287
2018-01-31,07:00:00,0.10325,0.11165
2018-01-31,07:20:00,0.18125,0.18985
2018-01-31,07:40:00,0.4028,0.4122
2018-01-31,08:00:00,0.73695,0.7525
2018-01-31,08:20:00,0.94135,0.9595
2018-01-31,08:40:00,1.2071,1.22795
2018-01-31,09:00:00,0.92005,0.9393
2018-01-31,09:20:00,1.17865,1.1943
2018-01-31,09:40:00,1.35845,1.3809
2018-01-31,10:00:00,1.5156,1.53905
2018-01-31,10:20:00,1.3337,1.34645
2018-01-31,10:40:00,2.31235,2.32545
2018-01-31,11:00:00,1.56705,1.5819
2018-01-31,11:20:00,1.13945,1.1533
2018-01-31,11:40:00,1.46,1.47435
2018-01-31,12:00:00,2.04215,2.0712
2018-01-31,12:20:00,2.64415,2.71265
2018-01-31,12:40:00,1.7726,1.787
2018-01-31,13:00:00,1.84595,1.863
2018-01-31,13:20:00,1.74665,1.76225
2018-01-31,13:40:00,1.62045,1.6351
2018-01-31,14:00:00,1.92185,1.9405
2018-01-31,14:20:00,2.51855,2.5602
2018-01-31,14:40:00,1.7192,1.72645
2018-01-31,15:00:00,1.4905,1.50775
2018-01-31,15:20:00,0.812,0.8916
2018-01-31,15:40:00,0.5953,0.66445
2018-01-31,16:00:00,0.47755,0.48725
2018-01-31,16:20:00,0.3785,0.3879
2018-01-31,16:40:00,0.2273,0.23525
2018-01-31,17:00:00,0.10945,0.1173
2018-01-31,17:20:00,0.022,0.02075
2018-01-31,17:40:00,0,0
2018-01-31,18:00:00,0,0
2018-01-31,18:20:00,0,0
2018-01-31,18:40:00,0,0
2018-01-31,19:00:00,0,0
2018-01-31,19:20:00,0,0
2018-01-31,19:40:00,0,0
2018-01-31,20:00:00,0,0
2018-01-31,20:20:00,0,0
2018-01-31,20:40:00,0,0
2018-01-31,21:00:00,0,0
2018-01-31,21:20:00,0,0
2018-01-31,21:40:00,0,0
2018-01-31,22:00:00,0,0
2018-01-31,22:20:00,0,0
2018-01-31,22:40:00,0,0
2018-01-31,23:00:00,0,0
2018-01-31,23:20:00,0,0
2018-01-31,23:40:00,0,0
