﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-28,00:00:00,0,0,0,0,0,0
2018-03-28,00:20:00,0,0,0,0,0,0
2018-03-28,00:40:00,0,0,0,0,0,0
2018-03-28,01:00:00,0,0,0,0,0,0
2018-03-28,01:20:00,0,0,0,0,0,0
2018-03-28,01:40:00,0,0,0,0,0,0
2018-03-28,02:00:00,0,0,0,0,0,0
2018-03-28,02:20:00,0,0,0,0,0,0
2018-03-28,02:40:00,0,0,0,0,0,0
2018-03-28,03:00:00,0,0,0,0,0,0
2018-03-28,03:20:00,0,0,0,0,0,0
2018-03-28,03:40:00,0,0,0,0,0,0
2018-03-28,04:00:00,0,0,0,0,0,0
2018-03-28,04:20:00,0,0,0,0,0,0
2018-03-28,04:40:00,0,0,0,0,0,0
2018-03-28,05:00:00,0.01035,0,0,0,0,0
2018-03-28,05:20:00,0.0141,0,0,0,0,0
2018-03-28,05:40:00,0.018,0,0,0,0,0
2018-03-28,06:00:00,0.08215,0.034,0,0.017,0.01945,0.0155
2018-03-28,06:20:00,0.26165,0.24475,0.2219,0.1256,0.13655,0.12715
2018-03-28,06:40:00,0.5879,0.5683,0.58975,0.31385,0.3257,0.3185
2018-03-28,07:00:00,0.99635,0.97845,1.0124,0.55245,0.5654,0.55285
2018-03-28,07:20:00,1.41535,1.3964,1.4421,0.79145,0.8049,0.7971
2018-03-28,07:40:00,1.8951,1.8783,1.9277,1.0678,1.07405,1.07455
2018-03-28,08:00:00,2.3256,2.31165,2.36245,1.30405,1.31525,1.31675
2018-03-28,08:20:00,2.80575,2.79075,2.8448,1.56955,1.60905,1.5766
2018-03-28,08:40:00,3.22265,3.21265,3.2728,1.8097,1.85025,1.811
2018-03-28,09:00:00,3.62265,3.61265,3.6722,2.0362,2.0772,2.0283
2018-03-28,09:20:00,3.96185,3.95485,4.0201,2.22825,2.26255,2.2183
2018-03-28,09:40:00,4.12925,4.11115,4.1821,2.3191,2.3421,2.3153
2018-03-28,10:00:00,4.59525,4.60705,4.63805,2.60685,2.6364,2.59185
2018-03-28,10:20:00,4.3713,4.37235,4.3877,2.5379,2.5652,2.5234
2018-03-28,10:40:00,3.52365,3.5012,3.5283,2.0166,2.0373,2.0136
2018-03-28,11:00:00,4.0589,4.057,4.06385,2.41025,2.42425,2.39955
2018-03-28,11:20:00,3.81585,3.98115,3.95455,2.3417,2.37855,2.3342
2018-03-28,11:40:00,3.925,3.90965,4.08125,2.3727,2.40735,2.3785
2018-03-28,12:00:00,3.44085,3.43645,3.76825,2.18355,2.22175,2.1731
2018-03-28,12:20:00,4.0287,3.9964,4.0298,2.4071,2.41975,2.3893
2018-03-28,12:40:00,4.24825,4.2225,4.27355,2.5288,2.5469,2.51145
2018-03-28,13:00:00,3.86895,3.98375,4.0279,2.39195,2.41235,2.3897
2018-03-28,13:20:00,4.0469,3.9642,4.09355,2.358,2.3706,2.35115
2018-03-28,13:40:00,4.66315,4.4462,4.69055,2.6513,2.6981,2.63795
2018-03-28,14:00:00,3.9475,3.78835,3.98785,2.2269,2.265,2.21315
2018-03-28,14:20:00,4.10445,3.8695,4.14935,2.31445,2.3458,2.3045
2018-03-28,14:40:00,3.93795,3.72915,3.96685,2.21085,2.25775,2.21395
2018-03-28,15:00:00,3.4088,3.1698,3.4388,1.91895,1.95195,1.9072
2018-03-28,15:20:00,3.07315,2.8523,3.0941,1.73065,1.76095,1.71955
2018-03-28,15:40:00,2.50835,2.373,2.52455,1.41895,1.4454,1.4082
2018-03-28,16:00:00,1.90065,1.6659,1.9145,1.0778,1.10225,1.06935
2018-03-28,16:20:00,1.57775,1.3007,1.5786,0.897,0.9153,0.8876
2018-03-28,16:40:00,1.13815,0.8796,1.07845,0.64365,0.6615,0.63455
2018-03-28,17:00:00,0.7979,0.6564,0.7274,0.44575,0.46105,0.4366
2018-03-28,17:20:00,0.3958,0.3687,0.38325,0.2101,0.2216,0.2079
2018-03-28,17:40:00,0.14505,0.1288,0.1384,0.0602,0.0697,0.05935
2018-03-28,18:00:00,0.04735,0.03315,0.03775,0.00395,0.0079,0.0037
2018-03-28,18:20:00,0.0139,0.0023,0.00525,0,0,0
2018-03-28,18:40:00,0.0124,0.0002,0.00065,0,0,0
2018-03-28,19:00:00,0.012,0,0,0,0,0
2018-03-28,19:20:00,0.01185,0,0,0,0,0
2018-03-28,19:40:00,0.01205,0,0,0,0,0
2018-03-28,20:00:00,0.01155,0,0,0,0,0
2018-03-28,20:20:00,0.0113,0,0,0,0,0
2018-03-28,20:40:00,0.0107,0,0,0,0,0
2018-03-28,21:00:00,0.0111,0,0,0,0,0
2018-03-28,21:20:00,0.01095,0,0,0,0,0
2018-03-28,21:40:00,0.01075,0,0,0,0,0
2018-03-28,22:00:00,0,0,0,0,0,0
2018-03-28,22:20:00,0,0,0,0,0,0
2018-03-28,22:40:00,0,0,0,0,0,0
2018-03-28,23:00:00,0,0,0,0,0,0
2018-03-28,23:20:00,0,0,0,0,0,0
2018-03-28,23:40:00,0,0,0,0,0,0
