﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000144PV-3000N-V 10N1532000144 伸港主光-01,11D1514000073PV-3000N-V 11D1514000073 伸港主光-02,11D1507000055PV-3000N-V 11D1507000055 伸港主光-03,11D1514000062PV-3000N-V 11D1514000062 伸港主光-04,11D1514000077PV-3000N-V 11D1514000077 伸港主光-05
2018-02-28,00:00:00,0,0,0,0,0
2018-02-28,00:20:00,0,0,0,0,0
2018-02-28,00:40:00,0,0,0,0,0
2018-02-28,01:00:00,0,0,0,0,0
2018-02-28,01:20:00,0,0,0,0,0
2018-02-28,01:40:00,0,0,0,0,0
2018-02-28,02:00:00,0,0,0,0,0
2018-02-28,02:20:00,0,0,0,0,0
2018-02-28,02:40:00,0,0,0,0,0
2018-02-28,03:00:00,0,0,0,0,0
2018-02-28,03:20:00,0,0,0,0,0
2018-02-28,03:40:00,0,0,0,0,0
2018-02-28,04:00:00,0,0,0,0,0
2018-02-28,04:20:00,0,0,0,0,0
2018-02-28,04:40:00,0,0,0,0,0
2018-02-28,05:00:00,0,0,0,0,0
2018-02-28,05:20:00,0,0,0,0,0
2018-02-28,05:40:00,0,0,0,0,0
2018-02-28,06:00:00,0,0,0,0,0
2018-02-28,06:20:00,0,0.0005,0.0002,0.01205,0.0002
2018-02-28,06:40:00,0,0.0411,0.0106,0.04265,0.01065
2018-02-28,07:00:00,0.0767,0.1217,0.09885,0.12895,0.0981
2018-02-28,07:20:00,0.318,0.3252,0.3133,0.34555,0.3139
2018-02-28,07:40:00,0.45725,0.46235,0.4437,0.4782,0.4487
2018-02-28,08:00:00,0.63495,0.62245,0.62495,0.65815,0.62605
2018-02-28,08:20:00,0.4075,0.40505,0.4029,0.4333,0.39855
2018-02-28,08:40:00,0.4573,0.45055,0.4473,0.4771,0.44415
2018-02-28,09:00:00,1.1807,1.13955,1.1539,1.1902,1.1558
2018-02-28,09:20:00,1.071,1.00205,1.0542,1.0867,1.0485
2018-02-28,09:40:00,0.71245,0.67435,0.70315,0.7332,0.69345
2018-02-28,10:00:00,1.41295,1.3529,1.37925,1.4164,1.3826
2018-02-28,10:20:00,0.7368,0.7076,0.7127,0.74165,0.7061
2018-02-28,10:40:00,0.6357,0.6174,0.61135,0.6411,0.6078
2018-02-28,11:00:00,0.576,0.55435,0.5565,0.58825,0.5522
2018-02-28,11:20:00,0.33915,0.3375,0.32725,0.35865,0.3258
2018-02-28,11:40:00,0.3122,0.3081,0.30205,0.3359,0.2994
2018-02-28,12:00:00,0.3622,0.3583,0.35305,0.38285,0.34855
2018-02-28,12:20:00,0.55895,0.5354,0.5514,0.5842,0.5414
2018-02-28,12:40:00,0.34915,0.3391,0.34165,0.37115,0.33545
2018-02-28,13:00:00,0.36195,0.3545,0.3519,0.38145,0.34815
2018-02-28,13:20:00,0.323,0.325,0.31275,0.3417,0.3094
2018-02-28,13:40:00,0.42435,0.41595,0.41215,0.44135,0.40835
2018-02-28,14:00:00,0.59625,0.5672,0.5756,0.6059,0.56985
2018-02-28,14:20:00,0.3639,0.3613,0.35285,0.3839,0.35165
2018-02-28,14:40:00,0.2409,0.24315,0.2327,0.2623,0.22985
2018-02-28,15:00:00,0.32925,0.329,0.3197,0.34905,0.3161
2018-02-28,15:20:00,0.5512,0.5275,0.54065,0.56975,0.53235
2018-02-28,15:40:00,0.4024,0.38245,0.3939,0.4209,0.3848
2018-02-28,16:00:00,0.1947,0.20505,0.1895,0.21875,0.18775
2018-02-28,16:20:00,0.27745,0.28,0.2672,0.2967,0.26475
2018-02-28,16:40:00,0.38165,0.3167,0.35235,0.36225,0.31435
2018-02-28,17:00:00,0.17065,0.15085,0.1563,0.17205,0.131
2018-02-28,17:20:00,0.0808,0.09235,0.0743,0.1001,0.0673
2018-02-28,17:40:00,0.03505,0.0527,0.03,0.05575,0.026
2018-02-28,18:00:00,5.0E-5,0.0115,0,0.0108,0
2018-02-28,18:20:00,0,0.00385,0,0.0034,0
2018-02-28,18:40:00,0,0,0,0,0
2018-02-28,19:00:00,0,0,0,0,0
2018-02-28,19:20:00,0,0,0,0,0
2018-02-28,19:40:00,0,0,0,0,0
2018-02-28,20:00:00,0,0,0,0,0
2018-02-28,20:20:00,0,0,0,0,0
2018-02-28,20:40:00,0,0,0,0,0
2018-02-28,21:00:00,0,0,0,0,0
2018-02-28,21:20:00,0,0,0,0,0
2018-02-28,21:40:00,0,0,0,0,0
2018-02-28,22:00:00,0,0,0,0,0
2018-02-28,22:20:00,0,0,0,0,0
2018-02-28,22:40:00,0,0,0,0,0
2018-02-28,23:00:00,0,0,0,0,0
2018-02-28,23:20:00,0,0,0,0,0
2018-02-28,23:40:00,0,0,0,0,0
