﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2017-12-20,00:00:00,0.0166,0,0,0
2017-12-20,00:20:00,0.0166,0,0,0
2017-12-20,00:40:00,0.0166,0,0,0
2017-12-20,01:00:00,0.0001,0,0,0
2017-12-20,01:20:00,0,0,0,0
2017-12-20,01:40:00,0,0,0,0
2017-12-20,02:00:00,0,0,0,0
2017-12-20,02:20:00,0,0,0,0
2017-12-20,02:40:00,0,0,0,0
2017-12-20,03:00:00,0,0,0,0
2017-12-20,03:20:00,0,0,0,0
2017-12-20,03:40:00,0,0,0,0
2017-12-20,04:00:00,0,0,0,0
2017-12-20,04:20:00,0,0,0,0
2017-12-20,04:40:00,0,0,0,0
2017-12-20,05:00:00,0,0,0,0
2017-12-20,05:20:00,0,0,0,0
2017-12-20,05:40:00,0,0,0,0
2017-12-20,06:00:00,0,0,0,0
2017-12-20,06:20:00,0,0,0,0
2017-12-20,06:40:00,0.02885,0.0035,5.0E-5,0.01655
2017-12-20,07:00:00,0.1595,0.10645,0.0114,0.14455
2017-12-20,07:20:00,0.3023,0.1938,0.09315,0.2938
2017-12-20,07:40:00,0.5294,0.3265,0.2515,0.57
2017-12-20,08:00:00,0.53565,0.3071,0.39825,0.7491
2017-12-20,08:20:00,0.8064,0.48945,0.52155,0.96955
2017-12-20,08:40:00,1.5321,0.9207,1.2298,2.1265
2017-12-20,09:00:00,1.75765,0.99805,1.148,1.9687
2017-12-20,09:20:00,2.3258,1.624,1.5988,2.7348
2017-12-20,09:40:00,2.3908,1.71585,1.6464,2.79405
2017-12-20,10:00:00,2.21115,1.5115,1.43395,2.44965
2017-12-20,10:20:00,3.0536,1.99385,1.91425,3.2338
2017-12-20,10:40:00,3.31765,2.11335,2.04275,3.4491
2017-12-20,11:00:00,3.50285,2.19285,2.12245,3.5768
2017-12-20,11:20:00,3.5879,2.22045,2.15155,3.62265
2017-12-20,11:40:00,3.64825,2.21785,2.15055,3.6221
2017-12-20,12:00:00,3.63005,2.2038,2.14605,3.6089
2017-12-20,12:20:00,3.5828,2.1639,2.11235,3.55145
2017-12-20,12:40:00,3.49415,2.12165,2.05375,3.4606
2017-12-20,13:00:00,3.3569,2.0379,1.96625,3.3223
2017-12-20,13:20:00,3.17895,1.92475,1.86045,3.14405
2017-12-20,13:40:00,2.97615,1.81225,1.72745,2.94145
2017-12-20,14:00:00,2.7198,1.656,1.5714,2.68785
2017-12-20,14:20:00,2.44545,1.4802,1.4136,2.4161
2017-12-20,14:40:00,2.1402,1.3003,1.2222,2.1135
2017-12-20,15:00:00,1.7969,1.08995,1.0095,1.7746
2017-12-20,15:20:00,1.4325,0.8715,0.7806,1.41605
2017-12-20,15:40:00,1.0588,0.6439,0.5499,1.0444
2017-12-20,16:00:00,0.68915,0.4191,0.3228,0.67855
2017-12-20,16:20:00,0.365,0.2245,0.1245,0.3584
2017-12-20,16:40:00,0.1351,0.0842,0.0059,0.1215
2017-12-20,17:00:00,0.0254,0.0132,0.00015,0.01075
2017-12-20,17:20:00,0.0166,0.0024,0,0
2017-12-20,17:40:00,0.00325,0.00015,0,0
2017-12-20,18:00:00,0,0,0,0
2017-12-20,18:20:00,0,0,0,0
2017-12-20,18:40:00,0,0,0,0
2017-12-20,19:00:00,0,0,0,0
2017-12-20,19:20:00,0,0,0,0
2017-12-20,19:40:00,0,0,0,0
2017-12-20,20:00:00,0,0,0,0
2017-12-20,20:20:00,0,0,0,0
2017-12-20,20:40:00,0,0,0,0
2017-12-20,21:00:00,0,0,0,0
2017-12-20,21:20:00,0,0,0,0
2017-12-20,21:40:00,0,0,0,0
2017-12-20,22:00:00,0,0,0,0
2017-12-20,22:20:00,0,0,0,0
2017-12-20,22:40:00,0,0,0,0
2017-12-20,23:00:00,0,0,0,0
2017-12-20,23:20:00,0,0,0,0
2017-12-20,23:40:00,0,0,0,0
