﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000083PV-5000W-V 1151428000083后里李聰棋,1151428000087PV-5000W-V 1151428000087后里李聰棋,1151428000108PV-5000W-V 1151428000108后里李聰棋,1151428000105PV-5000W-V 1151428000105后里李聰棋,1151428000106PV-5000W-V 1151428000106后里李聰棋,1151428000109PV-5000W-V 1151428000109后里李聰棋
2018-03-09,00:00:00,0,0,0,0,0,0
2018-03-09,00:20:00,0,0,0,0,0,0
2018-03-09,00:40:00,0,0,0,0,0,0
2018-03-09,01:00:00,0,0,0,0,0,0
2018-03-09,01:20:00,0,0,0,0,0,0
2018-03-09,01:40:00,0,0,0,0,0,0
2018-03-09,02:00:00,0,0,0,0,0,0
2018-03-09,02:20:00,0,0,0,0,0,0
2018-03-09,02:40:00,0,0,0,0,0,0
2018-03-09,03:00:00,0,0,0,0,0,0
2018-03-09,03:20:00,0,0,0,0,0,0
2018-03-09,03:40:00,0,0,0,0,0,0
2018-03-09,04:00:00,0,0,0,0,0,0
2018-03-09,04:20:00,0,0,0,0,0,0
2018-03-09,04:40:00,0,0,0,0,0,0
2018-03-09,05:00:00,0,0,0,0,0,0
2018-03-09,05:20:00,0,0,0,0,0,0
2018-03-09,05:40:00,0,0,0,0,0,0
2018-03-09,06:00:00,0,0,0,0,0,0
2018-03-09,06:20:00,0.03565,0.00445,0.00235,0.00355,0,0.0038
2018-03-09,06:40:00,0.1883,0.1121,0.0947,0.10205,0.0657,0.10705
2018-03-09,07:00:00,0.4237,0.316,0.2912,0.3073,0.2383,0.30045
2018-03-09,07:20:00,0.7407,0.597,0.56375,0.55415,0.4928,0.57525
2018-03-09,07:40:00,1.12095,0.95295,0.9104,0.77595,0.8266,0.837
2018-03-09,08:00:00,1.4981,1.34235,1.2942,1.2909,1.2092,1.1152
2018-03-09,08:20:00,1.88955,1.7212,1.6666,1.69145,1.5824,1.432
2018-03-09,08:40:00,1.162,1.49205,1.46405,1.44995,1.69775,1.21245
2018-03-09,09:00:00,2.49785,1.9347,1.84705,1.91315,1.3241,1.8549
2018-03-09,09:20:00,3.06705,2.86935,2.7842,2.81815,2.84025,2.83925
2018-03-09,09:40:00,3.30325,3.22255,3.1387,3.1633,3.0775,3.1964
2018-03-09,10:00:00,3.38915,3.35665,3.2757,3.29195,3.31935,3.3402
2018-03-09,10:20:00,3.3827,3.5115,3.42545,3.4402,3.42165,3.49915
2018-03-09,10:40:00,3.6387,3.4079,3.3095,3.3074,3.2218,3.369
2018-03-09,11:00:00,2.5028,3.29175,3.2336,3.199,3.67,3.30565
2018-03-09,11:20:00,2.585,2.30655,2.2497,2.26565,2.24225,2.2911
2018-03-09,11:40:00,2.3774,2.6628,2.6214,2.6004,2.61745,2.66585
2018-03-09,12:00:00,3.12285,2.8589,2.76795,2.80955,2.5948,2.8275
2018-03-09,12:20:00,2.87695,2.80805,2.734,2.7644,2.89795,2.78605
2018-03-09,12:40:00,2.26185,2.8103,2.7609,2.7398,2.93605,2.8112
2018-03-09,13:00:00,2.178,2.18165,2.127,2.1498,2.13935,2.16835
2018-03-09,13:20:00,2.02625,2.1359,2.0868,2.0803,2.08305,2.1211
2018-03-09,13:40:00,1.71815,1.8299,1.79115,1.7888,1.91845,1.82585
2018-03-09,14:00:00,1.36245,1.55235,1.52125,1.51825,1.6274,1.55145
2018-03-09,14:20:00,1.28535,1.3363,1.30635,1.31215,1.3328,1.33545
2018-03-09,14:40:00,1.09595,1.1968,1.1721,1.16955,1.24045,1.19325
2018-03-09,15:00:00,1.1472,1.13265,1.1023,1.1099,1.09865,1.1257
2018-03-09,15:20:00,0.95905,1.0933,1.06705,1.06685,1.11105,1.08835
2018-03-09,15:40:00,0.8459,0.9051,0.88215,0.8846,0.89915,0.8993
2018-03-09,16:00:00,0.7071,0.78445,0.7637,0.7637,0.8052,0.7798
2018-03-09,16:20:00,0.5098,0.62775,0.6108,0.6081,0.66165,0.62305
2018-03-09,16:40:00,0.3281,0.4132,0.39855,0.3961,0.4459,0.41025
2018-03-09,17:00:00,0.20185,0.2641,0.25095,0.24885,0.2892,0.261
2018-03-09,17:20:00,0.1193,0.15605,0.1445,0.14315,0.17305,0.155
2018-03-09,17:40:00,0.064,0.09845,0.0876,0.0848,0.1094,0.0977
2018-03-09,18:00:00,0.01785,0.03545,0.0288,0.02675,0.0453,0.03365
2018-03-09,18:20:00,0.0083,0.0165,0.018,0.0152,0.0166,0.0159
2018-03-09,18:40:00,0,0.00075,0.00065,0.00035,0.0048,0.00025
2018-03-09,19:00:00,0,0,0,0,0,0
2018-03-09,19:20:00,0,0,0,0,0,0
2018-03-09,19:40:00,0,0,0,0,0,0
2018-03-09,20:00:00,0,0,0,0,0,0
2018-03-09,20:20:00,0,0,0,0,0,0
2018-03-09,20:40:00,0,0,0,0,0,0
2018-03-09,21:00:00,0,0,0,0,0,0
2018-03-09,21:20:00,0,0,0,0,0,0
2018-03-09,21:40:00,0,0,0,0,0,0
2018-03-09,22:00:00,0,0,0,0,0,0
2018-03-09,22:20:00,0,0,0,0,0,0
2018-03-09,22:40:00,0,0,0,0,0,0
2018-03-09,23:00:00,0,0,0,0,0,0
2018-03-09,23:20:00,0,0,0,0,0,0
2018-03-09,23:40:00,0,0,0,0,0,0
