﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11D1507000039PV-3000N-V 11D1507000039 國際街-01,11D1507000044PV-3000N-V 11D1507000044 國際街-02,10N1532000161PV-3000N-V 10N1532000161 國際街-03,11D1507000038PV-3000N-V 11D1507000038 國際街-04
2017-10-04,00:00:00,0,0,0,0
2017-10-04,00:20:00,0,0,0,0
2017-10-04,00:40:00,0,0,0,0
2017-10-04,01:00:00,0,0,0,0
2017-10-04,01:20:00,0,0,0,0
2017-10-04,01:40:00,0,0,0,0
2017-10-04,02:00:00,0,0,0,0
2017-10-04,02:20:00,0,0,0,0
2017-10-04,02:40:00,0,0,0,0
2017-10-04,03:00:00,0,0,0,0
2017-10-04,03:20:00,0,0,0,0
2017-10-04,03:40:00,0,0,0,0
2017-10-04,04:00:00,0,0,0,0
2017-10-04,04:20:00,0,0,0,0
2017-10-04,04:40:00,0,0,0,0
2017-10-04,05:00:00,0,0,0,0
2017-10-04,05:20:00,0,0,0,0
2017-10-04,05:40:00,0,0,0,0
2017-10-04,06:00:00,0,0,0,0
2017-10-04,06:20:00,0.01825,0.0156,0.0145,0.0109
2017-10-04,06:40:00,0.0454,0.0375,0.03575,0.02845
2017-10-04,07:00:00,0.132,0.12145,0.12035,0.11955
2017-10-04,07:20:00,0.43305,0.4096,0.41465,0.4337
2017-10-04,07:40:00,0.39495,0.3735,0.38475,0.4095
2017-10-04,08:00:00,0.65235,0.63095,0.64105,0.6171
2017-10-04,08:20:00,0.79305,0.7639,0.77325,0.78545
2017-10-04,08:40:00,0.79075,0.79635,0.8036,0.8011
2017-10-04,09:00:00,0.2386,0.22475,0.22945,0.24005
2017-10-04,09:20:00,0.2668,0.2414,0.24695,0.2714
2017-10-04,09:40:00,0.1684,0.1592,0.16055,0.16725
2017-10-04,10:00:00,0.25605,0.2427,0.24995,0.257
2017-10-04,10:20:00,0.2444,0.2302,0.23765,0.2499
2017-10-04,10:40:00,0.24125,0.22985,0.23305,0.236
2017-10-04,11:00:00,0.3304,0.31675,0.32445,0.33395
2017-10-04,11:20:00,0.28895,0.27565,0.28105,0.2884
2017-10-04,11:40:00,0.50385,0.48535,0.49535,0.47985
2017-10-04,12:00:00,0.40565,0.3873,0.3967,0.4088
2017-10-04,12:20:00,0.6384,0.6114,0.631,0.66125
2017-10-04,12:40:00,0.51405,0.46775,0.50505,0.52535
2017-10-04,13:00:00,0.54695,0.52875,0.51455,0.56855
2017-10-04,13:20:00,0.4787,0.46365,0.4762,0.49475
2017-10-04,13:40:00,0.49665,0.4797,0.49265,0.51765
2017-10-04,14:00:00,0.48035,0.46375,0.4769,0.5019
2017-10-04,14:20:00,0.4799,0.4634,0.45425,0.4769
2017-10-04,14:40:00,0.4334,0.41925,0.4321,0.4545
2017-10-04,15:00:00,0.3511,0.3372,0.3441,0.35665
2017-10-04,15:20:00,0.36065,0.32715,0.33025,0.3554
2017-10-04,15:40:00,0.38015,0.34845,0.37125,0.35805
2017-10-04,16:00:00,0.32015,0.30735,0.303,0.31605
2017-10-04,16:20:00,0.23485,0.22385,0.2166,0.2248
2017-10-04,16:40:00,0.148,0.1299,0.1227,0.1335
2017-10-04,17:00:00,0.08145,0.0743,0.0679,0.06635
2017-10-04,17:20:00,0.0183,0.0149,0.01165,0.00795
2017-10-04,17:40:00,0,0,0,0
2017-10-04,18:00:00,0,0,0,0
2017-10-04,18:20:00,0,0,0,0
2017-10-04,18:40:00,0,0,0,0
2017-10-04,19:00:00,0,0,0,0
2017-10-04,19:20:00,0,0,0,0
2017-10-04,19:40:00,0,0,0,0
2017-10-04,20:00:00,0,0,0,0
2017-10-04,20:20:00,0,0,0,0
2017-10-04,20:40:00,0,0,0,0
2017-10-04,21:00:00,0,0,0,0
2017-10-04,21:20:00,0,0,0,0
2017-10-04,21:40:00,0,0,0,0
2017-10-04,22:00:00,0,0,0,0
2017-10-04,22:20:00,0,0,0,0
2017-10-04,22:40:00,0,0,0,0
2017-10-04,23:00:00,0,0,0,0
2017-10-04,23:20:00,0,0,0,0
2017-10-04,23:40:00,0,0,0,0
