﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11S1644000076PV-3000N-V 11S1644000076嘉美博#1,11S1634000040PV-3000N-V 11S1634000040PV-嘉美博#2,11S1644000068PV-3000N-V 11S1644000068嘉美博#3,11S1644000078PV-3000N-V 11S1644000078嘉美博#4,11H1652000819PV-5000W-HV 11H1652000819嘉美博#5,11H1643000704PV-5000W-HV 11H1643000704嘉美博#6,11H1652000821PV-5000W-HV 11H1652000821嘉美博#7,11I1545000025PV-5000W-HV 11I1545000025嘉美博#8,11H1652000825PV-5000W-HV 11H1652000825嘉美博#9
2018-03-19,00:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,00:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,00:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,01:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,01:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,01:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,02:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,02:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,02:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,03:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,03:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,03:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,04:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,04:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,04:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,05:00:00,0,0,0,0,0,0,0,0,0
2018-03-19,05:20:00,0,0,0,0,0,0,0,0,0
2018-03-19,05:40:00,0,0,0,0,0,0,0,0,0
2018-03-19,06:00:00,5.0E-5,0.0002,5.0E-5,0.00105,0,0,0.00265,0.0074,0.00185
2018-03-19,06:20:00,0.01265,0.0219,0.05375,0.04955,0.1323,0.09055,0.06535,0.0827,0.1056
2018-03-19,06:40:00,0.0821,0.08825,0.2191,0.1942,0.34165,0.306,0.23765,0.2603,0.2606
2018-03-19,07:00:00,0.17405,0.17085,0.4618,0.4103,0.63075,0.6189,0.50895,0.53615,0.51065
2018-03-19,07:20:00,0.2918,0.2771,0.7176,0.64365,0.9288,0.9503,0.8425,0.58885,0.7959
2018-03-19,07:40:00,0.4548,0.42175,0.91655,0.8601,1.3436,1.3523,1.18025,1.20955,1.11805
2018-03-19,08:00:00,0.60615,0.5539,1.11125,0.9664,1.476,1.4828,1.4092,1.3208,1.3385
2018-03-19,08:20:00,0.74325,0.67255,1.1524,1.0615,1.5139,1.6522,1.58955,1.4168,1.5064
2018-03-19,08:40:00,0.9625,0.87835,1.43895,1.3181,1.99345,2.04265,2.03355,2.0065,1.9239
2018-03-19,09:00:00,1.115,1.02315,1.5677,1.44435,2.43215,2.51395,2.2962,2.3386,2.1671
2018-03-19,09:20:00,1.28115,1.17395,1.7175,1.5818,2.59375,2.6996,2.56865,2.5113,2.42365
2018-03-19,09:40:00,1.45005,1.3271,1.84065,1.7022,2.8546,2.9603,2.83365,2.77965,2.6751
2018-03-19,10:00:00,1.59115,1.4525,1.9102,1.78315,3.04585,3.0599,3.0249,2.95325,2.8553
2018-03-19,10:20:00,1.7214,1.5724,1.98805,1.8297,3.20075,3.3925,3.1629,2.99445,3.0024
2018-03-19,10:40:00,1.8495,1.68885,2.0346,1.88585,3.19795,3.2803,3.3028,3.18465,3.15145
2018-03-19,11:00:00,1.99775,1.8335,2.1517,1.96085,3.52445,3.47875,3.45165,3.4799,3.3056
