﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2018-05-02,00:00:00,0,0,0
2018-05-02,00:20:00,0,0,0
2018-05-02,00:40:00,0,0,0
2018-05-02,01:00:00,0,0,0
2018-05-02,01:20:00,0,0,0
2018-05-02,01:40:00,0,0,0
2018-05-02,02:00:00,0,0,0
2018-05-02,02:20:00,0,0,0
2018-05-02,02:40:00,0,0,0
2018-05-02,03:00:00,0,0,0
2018-05-02,03:20:00,0,0,0
2018-05-02,03:40:00,0,0,0
2018-05-02,04:00:00,0,0,0
2018-05-02,04:20:00,0,0,0
2018-05-02,04:40:00,0,0,0
2018-05-02,05:00:00,0,0,0
2018-05-02,05:20:00,0,0.06085,0.06505
2018-05-02,05:40:00,0.1753,0.19585,0.20855
2018-05-02,06:00:00,0.5931,0.5237,0.656
2018-05-02,06:20:00,1.1916,1.17865,1.2455
2018-05-02,06:40:00,1.34935,1.3527,1.4147
2018-05-02,07:00:00,2.16345,2.171,2.2519
2018-05-02,07:20:00,2.31155,2.291,2.4115
2018-05-02,07:40:00,2.99025,2.93275,3.0826
2018-05-02,08:00:00,2.09605,2.06785,2.18785
2018-05-02,08:20:00,3.3032,3.25225,3.4198
2018-05-02,08:40:00,4.16615,4.12295,4.30785
2018-05-02,09:00:00,2.44935,2.4277,2.5151
2018-05-02,09:20:00,4.29555,4.2445,4.39255
2018-05-02,09:40:00,6.6698,6.57905,6.7283
2018-05-02,10:00:00,6.12915,6.0424,6.1985
2018-05-02,10:20:00,7.04015,6.94735,7.10795
2018-05-02,10:40:00,7.23765,7.1452,7.29245
2018-05-02,11:00:00,7.45025,7.3558,7.48945
2018-05-02,11:20:00,7.67535,7.57575,7.68475
2018-05-02,11:40:00,7.68145,7.58605,7.69385
2018-05-02,12:00:00,7.64275,7.55165,7.65895
2018-05-02,12:20:00,7.56225,7.46625,7.58405
2018-05-02,12:40:00,7.4761,7.371,7.5002
2018-05-02,13:00:00,7.35645,7.2527,7.36745
2018-05-02,13:20:00,7.0666,6.9756,7.10645
2018-05-02,13:40:00,6.7739,6.6837,6.8326
2018-05-02,14:00:00,6.41065,6.3287,6.4891
2018-05-02,14:20:00,5.7083,5.93135,6.0977
2018-05-02,14:40:00,5.539,5.45585,5.65385
2018-05-02,15:00:00,4.9967,4.9247,5.1036
2018-05-02,15:20:00,4.4586,4.3886,4.5713
2018-05-02,15:40:00,3.96765,3.90825,4.0781
2018-05-02,16:00:00,3.2767,3.2263,3.3851
2018-05-02,16:20:00,2.4741,2.5751,2.7149
2018-05-02,16:40:00,1.8749,1.84705,1.9496
2018-05-02,17:00:00,0.8881,0.8737,0.93295
2018-05-02,17:20:00,0.75455,0.74755,0.7952
2018-05-02,17:40:00,0.57545,0.56955,0.61465
2018-05-02,18:00:00,0.15335,0.16855,0.20715
2018-05-02,18:20:00,0,0,0.01665
2018-05-02,18:40:00,0,0,0
2018-05-02,19:00:00,0,0,0
2018-05-02,19:20:00,0,0,0
2018-05-02,19:40:00,0,0,0
2018-05-02,20:00:00,0,0,0
2018-05-02,20:20:00,0,0,0
2018-05-02,20:40:00,0,0,0
2018-05-02,21:00:00,0,0,0
2018-05-02,21:20:00,0,0,0
2018-05-02,21:40:00,0,0,0
2018-05-02,22:00:00,0,0,0
2018-05-02,22:20:00,0,0,0
2018-05-02,22:40:00,0,0,0
2018-05-02,23:00:00,0,0,0
2018-05-02,23:20:00,0,0,0
2018-05-02,23:40:00,0,0,0
