﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2018-03-16,00:00:00,0.0166,0,0,0
2018-03-16,00:20:00,0.0166,0,0,0
2018-03-16,00:40:00,0.0166,0,0,0
2018-03-16,01:00:00,0.0166,0,0,0
2018-03-16,01:20:00,0.0166,0,0,0
2018-03-16,01:40:00,0.0166,0,0,0
2018-03-16,02:00:00,0.0166,0,0,0
2018-03-16,02:20:00,0.0166,0,0,0
2018-03-16,02:40:00,0.0151,0,0,0
2018-03-16,03:00:00,0,0,0,0
2018-03-16,03:20:00,0,0,0,0
2018-03-16,03:40:00,0,0,0,0
2018-03-16,04:00:00,0,0,0,0
2018-03-16,04:20:00,0,0,0,0
2018-03-16,04:40:00,0,0,0,0
2018-03-16,05:00:00,0,0,0,0
2018-03-16,05:20:00,0,0,0,0
2018-03-16,05:40:00,0,0,0,0
2018-03-16,06:00:00,0,0,0,0
2018-03-16,06:20:00,0.01025,0,0,0.003
2018-03-16,06:40:00,0.04165,0.017,0,0.0238
2018-03-16,07:00:00,0.0985,0.06435,0.0004,0.0777
2018-03-16,07:20:00,0.13475,0.09195,0.00195,0.117
2018-03-16,07:40:00,0.3606,0.2329,0.12335,0.3299
2018-03-16,08:00:00,0.31375,0.2029,0.1009,0.28355
2018-03-16,08:20:00,0.63945,0.40335,0.30395,0.59465
2018-03-16,08:40:00,1.1066,0.6893,0.5987,1.03695
2018-03-16,09:00:00,1.3129,0.8286,0.73835,1.2929
2018-03-16,09:20:00,1.31505,0.7983,0.7251,1.26715
2018-03-16,09:40:00,1.4519,0.91055,0.8271,1.39745
2018-03-16,10:00:00,3.1629,1.94465,1.88205,3.14715
2018-03-16,10:20:00,3.53875,2.143,2.09185,3.52575
2018-03-16,10:40:00,3.6921,2.23075,2.1829,3.674
2018-03-16,11:00:00,3.7966,2.29345,2.24575,3.77915
2018-03-16,11:20:00,3.736,2.25395,2.21045,3.7147
2018-03-16,11:40:00,3.886,2.3361,2.3051,3.86875
2018-03-16,12:00:00,3.89715,2.3414,2.314,3.8804
2018-03-16,12:20:00,3.8848,2.3338,2.30705,3.87
2018-03-16,12:40:00,3.82665,2.296,2.26595,3.80265
2018-03-16,13:00:00,3.72015,2.2348,2.204,3.6973
2018-03-16,13:20:00,3.60875,2.1695,2.13445,3.58055
2018-03-16,13:40:00,2.3337,1.41795,1.35625,2.2472
2018-03-16,14:00:00,1.9628,1.22715,1.15345,1.85005
2018-03-16,14:20:00,2.23865,1.35775,1.30995,2.1098
2018-03-16,14:40:00,1.94315,1.1979,1.11725,1.8409
2018-03-16,15:00:00,1.92795,1.17595,1.0994,1.8102
2018-03-16,15:20:00,1.4965,0.93605,0.8474,1.41025
2018-03-16,15:40:00,1.83555,1.119,1.04185,1.75405
2018-03-16,16:00:00,1.1108,0.6869,0.59825,1.0105
2018-03-16,16:20:00,0.80505,0.4965,0.40285,0.7276
2018-03-16,16:40:00,0.67645,0.42135,0.32125,0.6132
2018-03-16,17:00:00,0.47625,0.29465,0.19735,0.42705
2018-03-16,17:20:00,0.1745,0.11355,0.01795,0.14935
2018-03-16,17:40:00,0.0608,0.0368,0.00025,0.03975
2018-03-16,18:00:00,0.0166,0.0034,0,0
2018-03-16,18:20:00,0.0166,0.0012,0,0
2018-03-16,18:40:00,0.0166,0,0,0
2018-03-16,19:00:00,0.0166,0,0,0
2018-03-16,19:20:00,0.0166,0,0,0
2018-03-16,19:40:00,0.0166,0,0,0
2018-03-16,20:00:00,0.0166,0,0,0
2018-03-16,20:20:00,0.0166,0,0,0
2018-03-16,20:40:00,0.0166,0,0,0
2018-03-16,21:00:00,0.0166,0,0,0
2018-03-16,21:20:00,0.0166,0,0,0
2018-03-16,21:40:00,0.0166,0,0,0
2018-03-16,22:00:00,0.0166,0,0,0
2018-03-16,22:20:00,0.0166,0,0,0
2018-03-16,22:40:00,0.0166,0,0,0
2018-03-16,23:00:00,0.0166,0,0,0
2018-03-16,23:20:00,0.0166,0,0,0
2018-03-16,23:40:00,0.0166,0,0,0
