﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1449000272PV-3000N-V 10N1449000272國姓長福,11C1506000029PV-5000W-V 11C1506000029國姓長福,11C1506000030PV-5000W-V 11C1506000030國姓長福,11C1506000043PV-5000W-V 11C1506000043 國姓長福
2018-03-20,00:00:00,0,0,0,0
2018-03-20,00:20:00,0,0,0,0
2018-03-20,00:40:00,0,0,0,0
2018-03-20,01:00:00,0,0,0,0
2018-03-20,01:20:00,0,0,0,0
2018-03-20,01:40:00,0,0,0,0
2018-03-20,02:00:00,0,0,0,0
2018-03-20,02:20:00,0,0,0,0
2018-03-20,02:40:00,0,0,0,0
2018-03-20,03:00:00,0,0,0,0
2018-03-20,03:20:00,0,0,0,0
2018-03-20,03:40:00,0,0,0,0
2018-03-20,04:00:00,0,0,0,0
2018-03-20,04:20:00,0,0,0,0
2018-03-20,04:40:00,0,0,0,0
2018-03-20,05:00:00,0,0,0,0
2018-03-20,05:20:00,0,0,0,0
2018-03-20,05:40:00,0,0,0,0
2018-03-20,06:00:00,0,0.0002,0.0002,5.0E-5
2018-03-20,06:20:00,0.02045,0.0432,0.0446,0.0508
2018-03-20,06:40:00,0.07515,0.10435,0.10685,0.1129
2018-03-20,07:00:00,0.11245,0.16335,0.16485,0.17305
2018-03-20,07:20:00,0.1887,0.28885,0.29045,0.2978
2018-03-20,07:40:00,0.0417,0.0593,0.06045,0.0654
2018-03-20,08:00:00,0.0113,0.0215,0.0224,0.01365
2018-03-20,08:20:00,0.03995,0.05575,0.05825,0.0644
2018-03-20,08:40:00,0.0539,0.075,0.0789,0.07925
2018-03-20,09:00:00,0.13645,0.2026,0.2042,0.21205
2018-03-20,09:20:00,0.3732,0.59245,0.5939,0.5996
2018-03-20,09:40:00,0.7608,1.22455,1.2202,1.22185
2018-03-20,10:00:00,1.4864,2.4208,2.4232,2.3918
2018-03-20,10:20:00,1.81555,2.9731,2.96445,2.9297
2018-03-20,10:40:00,1.7191,2.788,2.79865,2.76665
2018-03-20,11:00:00,2.113,3.43815,3.43325,3.39765
2018-03-20,11:20:00,1.7671,2.86135,2.8587,2.83755
2018-03-20,11:40:00,1.51755,2.42835,2.4367,2.42805
2018-03-20,12:00:00,1.7844,2.85995,2.8681,2.8323
2018-03-20,12:20:00,1.4922,2.38755,2.385,2.37135
2018-03-20,12:40:00,1.1094,1.7799,1.77715,1.775
2018-03-20,13:00:00,0.6932,1.1071,1.1068,1.1097
2018-03-20,13:20:00,0.5901,0.9433,0.9423,0.9476
2018-03-20,13:40:00,0.59385,0.94995,0.95045,0.9538
2018-03-20,14:00:00,0.54865,0.8706,0.8745,0.87835
2018-03-20,14:20:00,0.57925,0.91835,0.92205,0.92585
2018-03-20,14:40:00,0.5536,0.87905,0.8818,0.88645
2018-03-20,15:00:00,0.34525,0.5413,0.544,0.55
2018-03-20,15:20:00,0.1201,0.17575,0.1764,0.1856
2018-03-20,15:40:00,0.14385,0.21355,0.2155,0.22335
2018-03-20,16:00:00,0.1912,0.29125,0.2932,0.30025
2018-03-20,16:20:00,0.0953,0.1479,0.1489,0.155
2018-03-20,16:40:00,0.05955,0.0879,0.0901,0.09455
2018-03-20,17:00:00,0.09805,0.14955,0.15105,0.15765
2018-03-20,17:20:00,0.04895,0.07195,0.07575,0.07665
2018-03-20,17:40:00,0.01415,0.02625,0.0269,0.02685
2018-03-20,18:00:00,0,0.0147,0.0161,0
2018-03-20,18:20:00,0,0.00055,0.0006,0
2018-03-20,18:40:00,0,0,0,0
2018-03-20,19:00:00,0,0,0,0
2018-03-20,19:20:00,0,0,0,0
2018-03-20,19:40:00,0,0,0,0
2018-03-20,20:00:00,0,0,0,0
2018-03-20,20:20:00,0,0,0,0
2018-03-20,20:40:00,0,0,0,0
2018-03-20,21:00:00,0,0,0,0
2018-03-20,21:20:00,0,0,0,0
2018-03-20,21:40:00,0,0,0,0
2018-03-20,22:00:00,0,0,0,0
2018-03-20,22:20:00,0,0,0,0
2018-03-20,22:40:00,0,0,0,0
2018-03-20,23:00:00,0,0,0,0
2018-03-20,23:20:00,0,0,0,0
2018-03-20,23:40:00,0,0,0,0
