﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151446000280PV-5000W-V 1151446000280大甲台灣時規,1151446000251PV-5000W-V 1151446000251大甲台灣時規,1151446000262PV-5000W-V 1151446000262大甲台灣時規,1151446000259PV-5000W-V 1151446000259大甲台灣時規,1151446000260PV-5000W-V 1151446000260大甲台灣時規,1151446000261PV-5000W-V 1151446000261大甲台灣時規
2017-10-06,00:00:00,0,0,0,0,0,0
2017-10-06,00:20:00,0,0,0,0,0,0
2017-10-06,00:40:00,0,0,0,0,0,0
2017-10-06,01:00:00,0,0,0,0,0,0
2017-10-06,01:20:00,0,0,0,0,0,0
2017-10-06,01:40:00,0,0,0,0,0,0
2017-10-06,02:00:00,0,0,0,0,0,0
2017-10-06,02:20:00,0,0,0,0,0,0
2017-10-06,02:40:00,0,0,0,0,0,0
2017-10-06,03:00:00,0,0,0,0,0,0
2017-10-06,03:20:00,0,0,0,0,0,0
2017-10-06,03:40:00,0,0,0,0,0,0
2017-10-06,04:00:00,0,0,0,0,0,0
2017-10-06,04:20:00,0,0,0,0,0,0
2017-10-06,04:40:00,0,0,0,0,0,0
2017-10-06,05:00:00,0,0,0,0,0,0
2017-10-06,05:20:00,0,0,0,0,0,0
2017-10-06,05:40:00,0,0,0,0,0,0
2017-10-06,06:00:00,0.034,0.0506,0.054,0.0561,0.0579,0
2017-10-06,06:20:00,0.1656,0.17135,0.2049,0.18145,0.16895,0.16715
2017-10-06,06:40:00,0.367,0.3462,0.4261,0.34565,0.3295,0.3383
2017-10-06,07:00:00,0.6547,0.63035,0.72825,0.65635,0.6566,0.6483
2017-10-06,07:20:00,0.98015,1.02725,1.0674,1.01075,1.01485,0.97585
2017-10-06,07:40:00,1.2808,1.33555,1.3756,1.31955,1.3193,1.2693
2017-10-06,08:00:00,1.5949,1.67835,1.71365,1.63765,1.65265,1.5814
2017-10-06,08:20:00,1.8472,1.9366,1.97345,1.89465,1.92545,1.8341
2017-10-06,08:40:00,2.05725,2.14375,2.1808,2.105,2.13385,2.0378
2017-10-06,09:00:00,2.3095,2.39875,2.43815,2.3612,2.3933,2.2913
2017-10-06,09:20:00,2.44855,2.53835,2.5791,2.50275,2.5352,2.43145
2017-10-06,09:40:00,2.6211,2.7091,2.74475,2.6747,2.70655,2.59845
2017-10-06,10:00:00,2.4735,2.5616,2.5847,2.53705,2.57405,2.4762
2017-10-06,10:20:00,2.4406,2.5166,2.5309,2.4731,2.52935,2.4108
2017-10-06,10:40:00,2.6339,2.7334,2.76865,2.709,2.7375,2.672
2017-10-06,11:00:00,3.10885,3.2158,3.25595,3.1878,3.24135,3.1353
2017-10-06,11:20:00,3.1016,3.1948,3.2292,3.17705,3.2129,3.1098
2017-10-06,11:40:00,3.0813,3.16455,3.1925,3.154,3.1802,3.08375
2017-10-06,12:00:00,3.06315,3.1424,3.16345,3.13725,3.1576,3.0633
2017-10-06,12:20:00,2.99235,3.0684,3.0837,3.0694,3.08325,2.99555
2017-10-06,12:40:00,2.90365,2.97375,2.9841,2.9814,2.98895,2.90625
2017-10-06,13:00:00,2.7529,2.8183,2.82455,2.83295,2.83725,2.76325
2017-10-06,13:20:00,2.4741,2.5209,2.51645,2.54095,2.55105,2.4769
2017-10-06,13:40:00,2.46545,2.5263,2.52425,2.55595,2.53945,2.494
2017-10-06,14:00:00,1.97455,2.0105,1.99115,2.01945,2.00805,1.9613
2017-10-06,14:20:00,2.0936,2.12205,2.09115,2.1538,2.14145,2.08515
2017-10-06,14:40:00,0.88635,0.91145,0.90215,0.9263,0.91805,0.9002
2017-10-06,15:00:00,0.9216,0.9323,0.90645,0.95695,0.94215,0.9203
2017-10-06,15:20:00,0.9154,0.925,0.90105,0.9537,0.9393,0.9236
2017-10-06,15:40:00,0.55595,0.57015,0.5599,0.58585,0.5761,0.56585
2017-10-06,16:00:00,0.6573,0.66305,0.63945,0.68845,0.67145,0.65295
2017-10-06,16:20:00,0.39775,0.3999,0.38015,0.4245,0.41185,0.4054
2017-10-06,16:40:00,0.20395,0.21,0.19915,0.227,0.2196,0.21745
2017-10-06,17:00:00,0.08865,0.10305,0.10175,0.11565,0.1131,0.1089
2017-10-06,17:20:00,0.016,0.02735,0.0281,0.03535,0.0363,0.03295
2017-10-06,17:40:00,0.0063,0.0098,0.0115,0.01805,0.0177,0.0171
2017-10-06,18:00:00,5.0E-5,0,0,0,0,0
2017-10-06,18:20:00,0,0,0,0,0,0
2017-10-06,18:40:00,0,0,0,0,0,0
2017-10-06,19:00:00,0,0,0,0,0,0
2017-10-06,19:20:00,0,0,0,0,0,0
2017-10-06,19:40:00,0,0,0,0,0,0
2017-10-06,20:00:00,0,0,0,0,0,0
2017-10-06,20:20:00,0,0,0,0,0,0
2017-10-06,20:40:00,0,0,0,0,0,0
2017-10-06,21:00:00,0,0,0,0,0,0
2017-10-06,21:20:00,0,0,0,0,0,0
2017-10-06,21:40:00,0,0,0,0,0,0
2017-10-06,22:00:00,0,0,0,0,0,0
2017-10-06,22:20:00,0,0,0,0,0,0
2017-10-06,22:40:00,0,0,0,0,0,0
2017-10-06,23:00:00,0,0,0,0,0,0
2017-10-06,23:20:00,0,0,0,0,0,0
2017-10-06,23:40:00,0,0,0,0,0,0
