﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-03-01,00:00:00,0,0,0,0,0,0
2018-03-01,00:20:00,0,0,0,0,0,0
2018-03-01,00:40:00,0,0,0,0,0,0
2018-03-01,01:00:00,0,0,0,0,0,0
2018-03-01,01:20:00,0,0,0,0,0,0
2018-03-01,01:40:00,0,0,0,0,0,0
2018-03-01,02:00:00,0,0,0,0,0,0
2018-03-01,02:20:00,0,0,0,0,0,0
2018-03-01,02:40:00,0,0,0,0,0,0
2018-03-01,03:00:00,0,0,0,0,0,0
2018-03-01,03:20:00,0,0,0,0,0,0
2018-03-01,03:40:00,0,0,0,0,0,0
2018-03-01,04:00:00,0,0,0,0,0,0
2018-03-01,04:20:00,0,0,0,0,0,0
2018-03-01,04:40:00,0,0,0,0,0,0
2018-03-01,05:00:00,0.01105,0,0,0,0,0
2018-03-01,05:20:00,0.0148,0,0,0,0,0
2018-03-01,05:40:00,0.0148,0,0,0,0,0
2018-03-01,06:00:00,0.0126,0,0,0,0,0
2018-03-01,06:20:00,0.0577,0.00165,0,0.0083,0,0.00075
2018-03-01,06:40:00,0.23555,0.22115,0.2043,0.11415,0.10885,0.11615
2018-03-01,07:00:00,0.58535,0.5707,0.5975,0.31685,0.3146,0.32365
2018-03-01,07:20:00,1.0378,1.0282,1.0636,0.5586,0.39055,0.57445
2018-03-01,07:40:00,1.54175,1.5213,1.5714,0.7307,0.41315,0.86425
2018-03-01,08:00:00,2.04715,2.02185,2.0837,0.83775,0.2376,1.1518
2018-03-01,08:20:00,2.54925,2.5372,2.59805,0.68165,0.64165,1.4025
2018-03-01,08:40:00,2.9638,2.9547,3.01865,0.6536,1.56855,1.49335
2018-03-01,09:00:00,3.3695,3.36425,3.4306,1.2495,1.93965,1.35505
2018-03-01,09:20:00,3.72615,3.72265,3.79285,1.92055,2.14055,1.12815
2018-03-01,09:40:00,4.08215,4.06905,4.14525,2.30075,2.3372,1.4622
2018-03-01,10:00:00,4.32985,4.32025,4.39335,2.44415,2.47895,1.81995
2018-03-01,10:20:00,4.54485,4.53285,4.6055,2.5637,2.58125,2.23365
2018-03-01,10:40:00,4.767,4.77705,4.84135,2.694,2.71915,2.67595
2018-03-01,11:00:00,4.9737,4.9754,5.04335,2.80925,2.82925,2.80165
2018-03-01,11:20:00,5.0771,5.08675,5.1505,2.87465,2.8924,2.8627
2018-03-01,11:40:00,5.15315,5.15585,5.1873,2.91655,2.93025,2.9073
2018-03-01,12:00:00,5.17585,5.1825,5.1854,2.9395,2.9541,2.93415
2018-03-01,12:20:00,5.1639,4.92155,5.1865,2.91895,2.94555,2.91035
2018-03-01,12:40:00,5.06935,4.7447,5.1242,2.8565,2.88245,2.8521
2018-03-01,13:00:00,4.97075,4.66065,5.0277,2.8004,2.8328,2.7896
2018-03-01,13:20:00,4.82755,4.5169,4.8794,2.7178,2.74435,2.70795
2018-03-01,13:40:00,4.60745,4.3081,4.65285,2.58795,2.6153,2.5743
2018-03-01,14:00:00,4.428,4.134,4.4667,2.4861,2.51215,2.47535
2018-03-01,14:20:00,4.1268,3.8589,4.1652,2.3173,2.35905,2.3054
2018-03-01,14:40:00,3.71125,3.40745,3.73845,2.08765,2.1154,2.0898
2018-03-01,15:00:00,3.3574,3.13505,3.38445,1.89465,1.92575,1.88785
2018-03-01,15:20:00,2.53405,2.3461,2.55045,1.4367,1.45695,1.4222
2018-03-01,15:40:00,1.5083,1.4754,1.51795,0.85165,0.86645,0.8454
2018-03-01,16:00:00,1.80365,1.7285,1.82005,1.0204,1.0371,1.0098
2018-03-01,16:20:00,1.24,1.0705,1.24145,0.696,0.70965,0.68905
2018-03-01,16:40:00,0.9013,0.84085,0.89025,0.50315,0.51645,0.4969
2018-03-01,17:00:00,0.71315,0.6183,0.6735,0.39605,0.41225,0.39025
2018-03-01,17:20:00,0.3076,0.28135,0.2934,0.1588,0.16835,0.1566
2018-03-01,17:40:00,0.1331,0.1171,0.1251,0.05295,0.06085,0.05145
2018-03-01,18:00:00,0.02205,0.0096,0.01325,0.0001,0.00055,5.0E-5
2018-03-01,18:20:00,0.013,0.00095,0.0024,0,0,0
2018-03-01,18:40:00,0.0125,0,0,0,0,0
2018-03-01,19:00:00,0.01205,0,0,0,0,0
2018-03-01,19:20:00,0.01175,0,0,0,0,0
2018-03-01,19:40:00,0.0113,0,0,0,0,0
2018-03-01,20:00:00,0.0111,0,0,0,0,0
2018-03-01,20:20:00,0.01125,0,0,0,0,0
2018-03-01,20:40:00,0.0111,0,0,0,0,0
2018-03-01,21:00:00,0.0115,0,0,0,0,0
2018-03-01,21:20:00,0.01205,0,0,0,0,0
2018-03-01,21:40:00,0.01235,0,0,0,0,0
2018-03-01,22:00:00,0,0,0,0,0,0
2018-03-01,22:20:00,0,0,0,0,0,0
2018-03-01,22:40:00,0,0,0,0,0,0
2018-03-01,23:00:00,0,0,0,0,0,0
2018-03-01,23:20:00,0,0,0,0,0,0
2018-03-01,23:40:00,0,0,0,0,0,0
