﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11Z1713000275紀志星1-PV-5000W-V 11Z1713000275,1211724000256紀志星2-PV-3000N-V 1211724000256
2018-04-13,00:00:00,0,0
2018-04-13,00:20:00,0,0
2018-04-13,00:40:00,0,0
2018-04-13,01:00:00,0,0
2018-04-13,01:20:00,0,0
2018-04-13,01:40:00,0,0
2018-04-13,02:00:00,0,0
2018-04-13,02:20:00,0,0
2018-04-13,02:40:00,0,0
2018-04-13,03:00:00,0,0
2018-04-13,03:20:00,0,0
2018-04-13,03:40:00,0,0
2018-04-13,04:00:00,0,0
2018-04-13,04:20:00,0,0
2018-04-13,04:40:00,0,0
2018-04-13,05:00:00,0,0
2018-04-13,05:20:00,0,0
2018-04-13,05:40:00,0,0
2018-04-13,06:00:00,0.10585,0.0476
2018-04-13,06:20:00,0.23755,0.1118
2018-04-13,06:40:00,0.2787,0.13215
2018-04-13,07:00:00,0.3213,0.1531
2018-04-13,07:20:00,0.4892,0.23725
2018-04-13,07:40:00,0.547,0.26275
2018-04-13,08:00:00,0.88545,0.4295
2018-04-13,08:20:00,1.57445,0.78505
2018-04-13,08:40:00,2.0557,1.0307
2018-04-13,09:00:00,2.56755,1.28575
2018-04-13,09:20:00,2.84665,1.4248
2018-04-13,09:40:00,2.9337,1.47895
2018-04-13,10:00:00,2.8111,1.4146
2018-04-13,10:20:00,3.31985,1.6425
2018-04-13,10:40:00,3.9297,1.9515
2018-04-13,11:00:00,4.04005,1.99415
2018-04-13,11:20:00,3.9622,1.96795
2018-04-13,11:40:00,4.15455,2.06065
2018-04-13,12:00:00,4.21005,2.07635
2018-04-13,12:20:00,4.21875,2.08975
2018-04-13,12:40:00,3.82525,1.8964
2018-04-13,13:00:00,4.15525,2.05785
2018-04-13,13:20:00,3.8127,1.89185
2018-04-13,13:40:00,4.0658,2.01385
2018-04-13,14:00:00,3.40365,1.68545
2018-04-13,14:20:00,3.44195,1.70595
2018-04-13,14:40:00,3.16035,1.5673
2018-04-13,15:00:00,2.87615,1.4278
2018-04-13,15:20:00,2.4016,1.18985
2018-04-13,15:40:00,2.1639,1.07205
2018-04-13,16:00:00,1.7259,0.8553
2018-04-13,16:20:00,0.97555,0.48225
2018-04-13,16:40:00,0.7577,0.3737
2018-04-13,17:00:00,0.46045,0.22585
2018-04-13,17:20:00,0.36315,0.17645
2018-04-13,17:40:00,0.15685,0.07365
2018-04-13,18:00:00,0.042,0.0133
2018-04-13,18:20:00,0,0
2018-04-13,18:40:00,0,0
2018-04-13,19:00:00,0,0
2018-04-13,19:20:00,0,0
2018-04-13,19:40:00,0,0
2018-04-13,20:00:00,0,0
2018-04-13,20:20:00,0,0
2018-04-13,20:40:00,0,0
2018-04-13,21:00:00,0,0
2018-04-13,21:20:00,0,0
2018-04-13,21:40:00,0,0
2018-04-13,22:00:00,0,0
2018-04-13,22:20:00,0,0
2018-04-13,22:40:00,0,0
2018-04-13,23:00:00,0,0
2018-04-13,23:20:00,0,0
2018-04-13,23:40:00,0,0
