﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11D1507000039PV-3000N-V 11D1507000039 國際街-01,11D1507000044PV-3000N-V 11D1507000044 國際街-02,10N1532000161PV-3000N-V 10N1532000161 國際街-03,11D1507000038PV-3000N-V 11D1507000038 國際街-04
2017-11-22,00:00:00,0,0,0,0
2017-11-22,00:20:00,0,0,0,0
2017-11-22,00:40:00,0,0,0,0
2017-11-22,01:00:00,0,0,0,0
2017-11-22,01:20:00,0,0,0,0
2017-11-22,01:40:00,0,0,0,0
2017-11-22,02:00:00,0,0,0,0
2017-11-22,02:20:00,0,0,0,0
2017-11-22,02:40:00,0,0,0,0
2017-11-22,03:00:00,0,0,0,0
2017-11-22,03:20:00,0,0,0,0
2017-11-22,03:40:00,0,0,0,0
2017-11-22,04:00:00,0,0,0,0
2017-11-22,04:20:00,0,0,0,0
2017-11-22,04:40:00,0,0,0,0
2017-11-22,05:00:00,0,0,0,0
2017-11-22,05:20:00,0,0,0,0
2017-11-22,05:40:00,0,0,0,0
2017-11-22,06:00:00,0,0,0,0
2017-11-22,06:20:00,0.0037,0.00165,0.00045,0.00015
2017-11-22,06:40:00,0.0612,0.05175,0.0539,0.0482
2017-11-22,07:00:00,0.1355,0.12195,0.12875,0.1282
2017-11-22,07:20:00,0.1538,0.1407,0.14595,0.14675
2017-11-22,07:40:00,0.16785,0.1533,0.15895,0.16035
2017-11-22,08:00:00,0.2534,0.23625,0.2442,0.2519
2017-11-22,08:20:00,0.24725,0.22915,0.23905,0.24635
2017-11-22,08:40:00,0.84115,0.79645,0.83565,0.85215
2017-11-22,09:00:00,0.5163,0.486,0.5074,0.51845
2017-11-22,09:20:00,0.39545,0.3696,0.38715,0.40075
2017-11-22,09:40:00,0.37595,0.3517,0.36765,0.3773
2017-11-22,10:00:00,0.6616,0.62655,0.64735,0.6539
2017-11-22,10:20:00,0.801,0.7568,0.7801,0.78555
2017-11-22,10:40:00,1.31,1.25555,1.29865,1.297
2017-11-22,11:00:00,1.114,1.0552,1.0908,1.09535
2017-11-22,11:20:00,1.3285,1.25985,1.27315,1.29205
2017-11-22,11:40:00,1.68265,1.60885,1.55255,1.6422
2017-11-22,12:00:00,1.8169,1.66255,1.50935,1.69435
2017-11-22,12:20:00,1.84405,1.627,1.2591,1.73265
2017-11-22,12:40:00,2.0189,1.5786,1.469,1.9351
2017-11-22,13:00:00,1.7486,1.38345,1.1339,1.6173
2017-11-22,13:20:00,0.9756,0.73365,0.6754,0.84675
2017-11-22,13:40:00,0.76605,0.67625,0.66325,0.71795
2017-11-22,14:00:00,0.67735,0.62375,0.6305,0.65145
2017-11-22,14:20:00,0.443,0.41595,0.4341,0.43725
2017-11-22,14:40:00,0.36485,0.3429,0.3539,0.3568
2017-11-22,15:00:00,0.3531,0.32195,0.3204,0.3387
2017-11-22,15:20:00,0.2477,0.21505,0.206,0.22665
2017-11-22,15:40:00,0.1761,0.15945,0.1596,0.1574
2017-11-22,16:00:00,0.1254,0.11265,0.1104,0.1102
2017-11-22,16:20:00,0.0621,0.0508,0.0457,0.0471
2017-11-22,16:40:00,0.0236,0.01695,0.0152,0.011
2017-11-22,17:00:00,0.00115,0.00025,0.0002,5.0E-5
2017-11-22,17:20:00,0,0,0,0
2017-11-22,17:40:00,0,0,0,0
2017-11-22,18:00:00,0,0,0,0
2017-11-22,18:20:00,0,0,0,0
2017-11-22,18:40:00,0,0,0,0
2017-11-22,19:00:00,0,0,0,0
2017-11-22,19:20:00,0,0,0,0
2017-11-22,19:40:00,0,0,0,0
2017-11-22,20:00:00,0,0,0,0
2017-11-22,20:20:00,0,0,0,0
2017-11-22,20:40:00,0,0,0,0
2017-11-22,21:00:00,0,0,0,0
2017-11-22,21:20:00,0,0,0,0
2017-11-22,21:40:00,0,0,0,0
2017-11-22,22:00:00,0,0,0,0
2017-11-22,22:20:00,0,0,0,0
2017-11-22,22:40:00,0,0,0,0
2017-11-22,23:00:00,0,0,0,0
2017-11-22,23:20:00,0,0,0,0
2017-11-22,23:40:00,0,0,0,0
