﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000157PV-3000N-V 10N1532000157伸港林東溪,10N1532000142PV-3000N-V 10N1532000142伸港林東溪,10N1532000146PV-3000N-V 10N1532000146伸港林東溪,10N1532000147PV-3000N-V 10N1532000147伸港林東溪,10N1532000141PV-3000N-V 10N1532000141伸港林東溪,10N1532000148PV-3000N-V 10N1532000148伸港林東溪,10N1532000143PV-3000N-V 10N1532000143伸港林東溪,10N1532000145PV-3000N-V 10N1532000145伸港林東溪,10N1532000150PV-3000N-V 10N1532000150伸港林東溪,10N1532000149PV-3000N-V 10N1532000149伸港林東溪,10N1532000154PV-3000N-V 10N1532000154伸港林東溪
2017-10-02,00:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,00:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,00:40:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,01:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,01:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,01:40:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,02:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,02:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,02:40:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,03:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,03:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,03:40:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,04:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,04:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,04:40:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,05:00:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,05:20:00,0,0,0,0,0,0,0,0,0,0,0
2017-10-02,05:40:00,0.00085,0,0.00065,0.0001,0,0,0.0003,0.00235,0.00015,0,0.0003
2017-10-02,06:00:00,0.04555,0.0385,0.0411,0.0334,0.0283,0.04345,0.04165,0.0553,0.0392,0.0408,0.04635
2017-10-02,06:20:00,0.16235,0.1548,0.1567,0.153,0.1648,0.16875,0.16645,0.18245,0.16565,0.1754,0.1718
2017-10-02,06:40:00,0.2943,0.29305,0.28795,0.30585,0.3188,0.3118,0.30875,0.3253,0.3125,0.31815,0.31535
2017-10-02,07:00:00,0.38375,0.3807,0.3761,0.40915,0.41725,0.4092,0.40875,0.42525,0.41395,0.42085,0.4174
2017-10-02,07:20:00,0.4488,0.44325,0.4382,0.47685,0.48405,0.475,0.4729,0.496,0.48685,0.4945,0.4907
2017-10-02,07:40:00,0.66255,0.65335,0.6441,0.6996,0.7054,0.68415,0.69205,0.72375,0.71915,0.7271,0.7265
2017-10-02,08:00:00,0.82755,0.8203,0.81785,0.89815,0.9067,0.89185,0.8985,0.915,0.90785,0.9113,0.90705
2017-10-02,08:20:00,0.9086,0.9112,0.91595,1.01335,1.0229,1.0174,1.0251,1.0236,1.01155,1.01065,0.99475
