﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2017-11-18,00:00:00,0,0,0
2017-11-18,00:20:00,0,0,0
2017-11-18,00:40:00,0,0,0
2017-11-18,01:00:00,0,0,0
2017-11-18,01:20:00,0,0,0
2017-11-18,01:40:00,0,0,0
2017-11-18,02:00:00,0,0,0
2017-11-18,02:20:00,0,0,0
2017-11-18,02:40:00,0,0,0
2017-11-18,03:00:00,0,0,0
2017-11-18,03:20:00,0,0,0
2017-11-18,03:40:00,0,0,0
2017-11-18,04:00:00,0,0,0
2017-11-18,04:20:00,0,0,0
2017-11-18,04:40:00,0,0,0
2017-11-18,05:00:00,0,0,0
2017-11-18,05:20:00,0,0,0
2017-11-18,05:40:00,0,0,0
2017-11-18,06:00:00,0,0,0
2017-11-18,06:20:00,0.1047,0.1081,0.1492
2017-11-18,06:40:00,0.46465,0.46935,0.4952
2017-11-18,07:00:00,1.1599,1.15475,1.2189
2017-11-18,07:20:00,1.9515,1.95085,2.02725
2017-11-18,07:40:00,1.62845,1.621,1.7058
2017-11-18,08:00:00,1.7689,1.7789,1.82215
2017-11-18,08:20:00,2.7109,2.7123,2.80045
2017-11-18,08:40:00,3.8738,3.87995,3.9595
2017-11-18,09:00:00,4.48965,4.50475,4.54005
2017-11-18,09:20:00,2.9248,2.91195,3.02075
2017-11-18,09:40:00,2.0934,2.08705,2.15715
2017-11-18,10:00:00,1.8883,1.87505,1.9493
2017-11-18,10:20:00,6.5511,6.57305,6.59815
2017-11-18,10:40:00,6.7371,6.7587,6.76785
2017-11-18,11:00:00,6.93425,6.9569,6.9519
2017-11-18,11:20:00,6.97375,6.99795,6.98175
2017-11-18,11:40:00,7.1061,7.1304,7.11865
2017-11-18,12:00:00,6.88235,6.92225,6.9106
2017-11-18,12:20:00,6.2382,6.2282,6.22605
2017-11-18,12:40:00,6.46715,6.4566,6.4671
2017-11-18,13:00:00,6.30275,6.3271,6.38235
2017-11-18,13:20:00,4.71515,4.76175,4.805
2017-11-18,13:40:00,3.7296,3.69095,3.8096
2017-11-18,14:00:00,4.69335,4.72395,4.74255
2017-11-18,14:20:00,4.14885,4.18065,4.25915
2017-11-18,14:40:00,3.436,3.4356,3.4713
2017-11-18,15:00:00,3.659,3.668,3.73895
2017-11-18,15:20:00,3.0313,3.0303,3.11235
2017-11-18,15:40:00,2.17085,2.16525,2.2314
2017-11-18,16:00:00,1.3766,1.3823,1.43895
2017-11-18,16:20:00,1.06535,1.0815,1.11745
2017-11-18,16:40:00,0.31175,0.31235,0.32225
2017-11-18,17:00:00,0.02505,0.04055,0.07765
2017-11-18,17:20:00,0,0,0
2017-11-18,17:40:00,0,0,0
2017-11-18,18:00:00,0,0,0
2017-11-18,18:20:00,0,0,0
2017-11-18,18:40:00,0,0,0
2017-11-18,19:00:00,0,0,0
2017-11-18,19:20:00,0,0,0
2017-11-18,19:40:00,0,0,0
2017-11-18,20:00:00,0,0,0
2017-11-18,20:20:00,0,0,0
2017-11-18,20:40:00,0,0,0
2017-11-18,21:00:00,0,0,0
2017-11-18,21:20:00,0,0,0
2017-11-18,21:40:00,0,0,0
2017-11-18,22:00:00,0,0,0
2017-11-18,22:20:00,0,0,0
2017-11-18,22:40:00,0,0,0
2017-11-18,23:00:00,0,0,0
2017-11-18,23:20:00,0,0,0
2017-11-18,23:40:00,0,0,0
