﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000104PV-3000N-V 10R1634000104台西海產路#1,10R1634000096PV-3000N-V 10R1634000096台西海產路#2,10R1634000099PV-3000N-V 10R1634000099台西海產路#3,10R1634000079PV-3000N-V 10R1634000079台西海產路#4,10R1631000069PV-3000N-V 10R1631000069台西海產路#5,10R1634000081PV-3000N-V 10R1634000081台西海產路#6
2018-02-07,00:00:00,0,0,0,0,0,0
2018-02-07,00:20:00,0,0,0,0,0,0
2018-02-07,00:40:00,0,0,0,0,0,0
2018-02-07,01:00:00,0,0,0,0,0,0
2018-02-07,01:20:00,0,0,0,0,0,0
2018-02-07,01:40:00,0,0,0,0,0,0
2018-02-07,02:00:00,0,0,0,0,0,0
2018-02-07,02:20:00,0,0,0,0,0,0
2018-02-07,02:40:00,0,0,0,0,0,0
2018-02-07,03:00:00,0,0,0,0,0,0
2018-02-07,03:20:00,0,0,0,0,0,0
2018-02-07,03:40:00,0,0,0,0,0,0
2018-02-07,04:00:00,0,0,0,0,0,0
2018-02-07,04:20:00,0,0,0,0,0,0
2018-02-07,04:40:00,0,0,0,0,0,0
2018-02-07,05:00:00,0,0,0,0,0,0
2018-02-07,05:20:00,0,0,0,0,0,0
2018-02-07,05:40:00,0,0,0,0,0,0
2018-02-07,06:00:00,0,0,0,0,0,0
2018-02-07,06:20:00,0,0,0,0,0,0
2018-02-07,06:40:00,0.00015,5.0E-5,0.0004,0.0002,0,0.0002
2018-02-07,07:00:00,0.0317,0.02815,0.04105,0.0372,0.02535,0.0321
2018-02-07,07:20:00,0.1317,0.12375,0.1497,0.1355,0.1227,0.1207
2018-02-07,07:40:00,0.24595,0.22735,0.2674,0.24565,0.22105,0.21075
2018-02-07,08:00:00,0.24575,0.2261,0.26475,0.2422,0.21675,0.2061
2018-02-07,08:20:00,0.2949,0.2716,0.3189,0.291,0.26125,0.2507
2018-02-07,08:40:00,0.2665,0.24985,0.295,0.26805,0.24205,0.2344
2018-02-07,09:00:00,0.28655,0.2666,0.311,0.2854,0.25335,0.2428
2018-02-07,09:20:00,0.28315,0.26025,0.3062,0.2785,0.252,0.2433
2018-02-07,09:40:00,0.3082,0.2856,0.3349,0.30665,0.27305,0.2608
2018-02-07,10:00:00,0.44835,0.416,0.4834,0.44365,0.39455,0.37555
2018-02-07,10:20:00,0.3931,0.3675,0.4281,0.39265,0.3488,0.3349
2018-02-07,10:40:00,0.52485,0.49015,0.56775,0.5233,0.46665,0.44335
2018-02-07,11:00:00,0.47335,0.44195,0.5125,0.4705,0.4185,0.40145
2018-02-07,11:20:00,0.4842,0.45175,0.525,0.4823,0.42935,0.41035
2018-02-07,11:40:00,0.4603,0.4288,0.50155,0.45845,0.4107,0.39265
2018-02-07,12:00:00,0.35605,0.332,0.3882,0.35595,0.31615,0.3042
2018-02-07,12:20:00,0.4449,0.4149,0.486,0.4435,0.39815,0.38265
2018-02-07,12:40:00,0.3841,0.3595,0.4226,0.38545,0.34625,0.3334
2018-02-07,13:00:00,0.33825,0.31645,0.3722,0.3401,0.3035,0.29135
2018-02-07,13:20:00,0.38195,0.3577,0.4185,0.38335,0.3424,0.3289
2018-02-07,13:40:00,0.27415,0.25635,0.30315,0.2757,0.24675,0.23715
2018-02-07,14:00:00,0.26735,0.2502,0.29565,0.26825,0.24075,0.2322
2018-02-07,14:20:00,0.2304,0.21535,0.2558,0.2316,0.2088,0.20115
2018-02-07,14:40:00,0.2009,0.18745,0.2244,0.20265,0.1807,0.17595
2018-02-07,15:00:00,0.1667,0.15555,0.18805,0.16855,0.1506,0.148
2018-02-07,15:20:00,0.1481,0.13815,0.1675,0.15245,0.1353,0.13125
2018-02-07,15:40:00,0.1073,0.09975,0.12275,0.1117,0.0979,0.0959
2018-02-07,16:00:00,0.0492,0.04315,0.0601,0.05505,0.0464,0.04615
2018-02-07,16:20:00,0.02505,0.02275,0.03495,0.03045,0.02585,0.02605
2018-02-07,16:40:00,0.0115,0.00995,0.02025,0.017,0.01315,0.0146
2018-02-07,17:00:00,0.0002,0,0.0016,0.0007,5.0E-5,0.00035
2018-02-07,17:20:00,5.0E-5,0,0.0002,5.0E-5,0,0
2018-02-07,17:40:00,0,0,0,0,0,0
2018-02-07,18:00:00,0,0,0,0,0,0
2018-02-07,18:20:00,0,0,0,0,0,0
2018-02-07,18:40:00,0,0,0,0,0,0
2018-02-07,19:00:00,0,0,0,0,0,0
2018-02-07,19:20:00,0,0,0,0,0,0
2018-02-07,19:40:00,0,0,0,0,0,0
2018-02-07,20:00:00,0,0,0,0,0,0
2018-02-07,20:20:00,0,0,0,0,0,0
2018-02-07,20:40:00,0,0,0,0,0,0
2018-02-07,21:00:00,0,0,0,0,0,0
2018-02-07,21:20:00,0,0,0,0,0,0
2018-02-07,21:40:00,0,0,0,0,0,0
2018-02-07,22:00:00,0,0,0,0,0,0
2018-02-07,22:20:00,0,0,0,0,0,0
2018-02-07,22:40:00,0,0,0,0,0,0
2018-02-07,23:00:00,0,0,0,0,0,0
2018-02-07,23:20:00,0,0,0,0,0,0
2018-02-07,23:40:00,0,0,0,0,0,0
