﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2017-10-07,00:00:00,0.0166,0,0,0
2017-10-07,00:20:00,0.0166,0,0,0
2017-10-07,00:40:00,0.0166,0,0,0
2017-10-07,01:00:00,0.0166,0,0,0
2017-10-07,01:20:00,0.0166,0,0,0
2017-10-07,01:40:00,0.0166,0,0,0
2017-10-07,02:00:00,0.0166,0,0,0
2017-10-07,02:20:00,0.0166,0,0,0
2017-10-07,02:40:00,0.0166,0,0,0
2017-10-07,03:00:00,0.0166,0,0,0
2017-10-07,03:20:00,0.0166,0,0,0
2017-10-07,03:40:00,0.0166,0,0,0
2017-10-07,04:00:00,0.0166,0,0,0
2017-10-07,04:20:00,0.0166,0,0,0
2017-10-07,04:40:00,0.0166,0,0,0
2017-10-07,05:00:00,0.0166,0,0,0
2017-10-07,05:20:00,0.0166,0,0,0
2017-10-07,05:40:00,0.0166,0,0,0
2017-10-07,06:00:00,0.028,0,5.0E-5,0.013
2017-10-07,06:20:00,0.167,0.0646,0.0191,0.1555
2017-10-07,06:40:00,0.332,0.1939,0.1154,0.3319
2017-10-07,07:00:00,0.60955,0.3617,0.28495,0.6073
2017-10-07,07:20:00,0.85825,0.42835,0.44805,0.86835
2017-10-07,07:40:00,1.28185,0.81995,0.7313,1.33045
2017-10-07,08:00:00,1.61095,0.87135,0.8997,1.59245
2017-10-07,08:20:00,2.0216,1.19215,1.16135,2.0207
2017-10-07,08:40:00,1.6819,1.39155,1.3685,1.6861
2017-10-07,09:00:00,2.66145,1.5931,1.564,2.6645
2017-10-07,09:20:00,2.88575,1.7156,1.69585,2.89095
2017-10-07,09:40:00,3.1882,1.8949,1.87765,3.18525
2017-10-07,10:00:00,3.1865,1.91625,1.8801,3.1822
2017-10-07,10:20:00,3.52575,2.11055,2.0826,3.5214
2017-10-07,10:40:00,3.6394,2.18075,2.14805,3.62865
2017-10-07,11:00:00,3.6825,2.22625,2.17645,3.6765
2017-10-07,11:20:00,3.17525,2.19355,1.87015,3.1686
2017-10-07,11:40:00,3.68995,1.96315,2.18245,3.68075
2017-10-07,12:00:00,3.6621,2.2116,2.16265,3.65305
2017-10-07,12:20:00,3.6057,2.1807,2.1275,3.5928
2017-10-07,12:40:00,3.5333,2.1508,2.0861,3.52765
2017-10-07,13:00:00,3.38105,2.06015,1.99225,3.3726
2017-10-07,13:20:00,3.2504,1.9894,1.91135,3.2401
2017-10-07,13:40:00,3.04355,1.8763,1.7843,3.03175
2017-10-07,14:00:00,2.8095,1.73625,1.6408,2.7994
2017-10-07,14:20:00,2.49445,1.5653,1.4471,2.48515
2017-10-07,14:40:00,2.17205,1.36855,1.25,2.16545
2017-10-07,15:00:00,1.8192,1.1551,1.0329,1.81135
2017-10-07,15:20:00,1.52015,0.96835,0.84895,1.51255
2017-10-07,15:40:00,1.16035,0.7696,0.62445,1.14965
2017-10-07,16:00:00,0.8463,0.5614,0.4286,0.835
2017-10-07,16:20:00,0.5446,0.3809,0.24065,0.5302
2017-10-07,16:40:00,0.3163,0.22925,0.09965,0.29855
2017-10-07,17:00:00,0.1477,0.1183,0.00825,0.12555
2017-10-07,17:20:00,0.0355,0.03165,0.0001,0.0199
2017-10-07,17:40:00,0.0166,0.00315,0,0
2017-10-07,18:00:00,0.00015,0.0007,0,0
2017-10-07,18:20:00,0,0,0,0
2017-10-07,18:40:00,0,0,0,0
2017-10-07,19:00:00,0,0,0,0
2017-10-07,19:20:00,0,0,0,0
2017-10-07,19:40:00,0,0,0,0
2017-10-07,20:00:00,0,0,0,0
2017-10-07,20:20:00,0,0,0,0
2017-10-07,20:40:00,0,0,0,0
2017-10-07,21:00:00,0,0,0,0
2017-10-07,21:20:00,0,0,0,0
2017-10-07,21:40:00,0,0,0,0
2017-10-07,22:00:00,0,0,0,0
2017-10-07,22:20:00,0,0,0,0
2017-10-07,22:40:00,0,0,0,0
2017-10-07,23:00:00,0,0,0,0
2017-10-07,23:20:00,0,0,0,0
2017-10-07,23:40:00,0,0,0,0
