﻿﻿﻿﻿﻿﻿﻿inDate,inTime,60Y1448000430PV-10000T-U 60Y1448000430彰濱建泰,60Y1448000420PV-10000T-U 60Y1448000420彰濱建泰,60Y1448000360PV-10000T-U 60Y1448000360彰濱建泰
2018-01-21,00:00:00,0,0,0
2018-01-21,00:20:00,0,0,0
2018-01-21,00:40:00,0,0,0
2018-01-21,01:00:00,0,0,0
2018-01-21,01:20:00,0,0,0
2018-01-21,01:40:00,0,0,0
2018-01-21,02:00:00,0,0,0
2018-01-21,02:20:00,0,0,0
2018-01-21,02:40:00,0,0,0
2018-01-21,03:00:00,0,0,0
2018-01-21,03:20:00,0,0,0
2018-01-21,03:40:00,0,0,0
2018-01-21,04:00:00,0,0,0
2018-01-21,04:20:00,0,0,0
2018-01-21,04:40:00,0,0,0
2018-01-21,05:00:00,0,0,0
2018-01-21,05:20:00,0,0,0
2018-01-21,05:40:00,0,0,0
2018-01-21,06:00:00,0,0,0
2018-01-21,06:20:00,0,0,0
2018-01-21,06:40:00,0,0.0245,0.0263
2018-01-21,07:00:00,0.2492,0.2744,0.28065
2018-01-21,07:20:00,0.4438,0.43605,0.4698
2018-01-21,07:40:00,0.7677,0.7593,0.8138
2018-01-21,08:00:00,1.16275,1.15095,1.21805
2018-01-21,08:20:00,1.7808,1.77075,1.85305
2018-01-21,08:40:00,2.15145,2.1358,2.2156
2018-01-21,09:00:00,2.3677,2.37315,2.45425
2018-01-21,09:20:00,4.19335,4.197,4.2902
2018-01-21,09:40:00,5.11415,5.1324,5.19565
2018-01-21,10:00:00,4.36055,4.35555,4.43315
2018-01-21,10:20:00,5.7767,5.78555,5.8143
2018-01-21,10:40:00,5.2741,5.2792,5.3392
2018-01-21,11:00:00,5.68375,5.6986,5.66535
2018-01-21,11:20:00,4.68185,4.68265,4.74345
2018-01-21,11:40:00,4.5993,4.5655,4.671
2018-01-21,12:00:00,5.0498,5.01635,5.0806
2018-01-21,12:20:00,4.2807,4.27605,4.32185
2018-01-21,12:40:00,4.8454,4.8283,4.91375
2018-01-21,13:00:00,3.998,3.98055,4.09345
2018-01-21,13:20:00,3.27185,3.2622,3.3659
2018-01-21,13:40:00,3.41225,3.40355,3.50055
2018-01-21,14:00:00,2.50805,2.4969,2.59485
2018-01-21,14:20:00,2.81195,2.80435,2.895
2018-01-21,14:40:00,3.7424,3.74235,3.83115
2018-01-21,15:00:00,3.07925,3.0773,3.16515
2018-01-21,15:20:00,2.465,2.465,2.5332
2018-01-21,15:40:00,2.4147,2.4282,2.48885
2018-01-21,16:00:00,1.55255,1.545,1.60385
2018-01-21,16:20:00,1.42845,1.42085,1.4824
2018-01-21,16:40:00,0.61775,0.61685,0.66355
2018-01-21,17:00:00,0.368,0.37815,0.40515
2018-01-21,17:20:00,0.0155,0.04845,0.0997
2018-01-21,17:40:00,0,0,0
2018-01-21,18:00:00,0,0,0
2018-01-21,18:20:00,0,0,0
2018-01-21,18:40:00,0,0,0
2018-01-21,19:00:00,0,0,0
2018-01-21,19:20:00,0,0,0
2018-01-21,19:40:00,0,0,0
2018-01-21,20:00:00,0,0,0
2018-01-21,20:20:00,0,0,0
2018-01-21,20:40:00,0,0,0
2018-01-21,21:00:00,0,0,0
2018-01-21,21:20:00,0,0,0
2018-01-21,21:40:00,0,0,0
2018-01-21,22:00:00,0,0,0
2018-01-21,22:20:00,0,0,0
2018-01-21,22:40:00,0,0,0
2018-01-21,23:00:00,0,0,0
2018-01-21,23:20:00,0,0,0
2018-01-21,23:40:00,0,0,0
