﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2017-11-26,00:00:00,0
2017-11-26,00:20:00,0
2017-11-26,00:40:00,0
2017-11-26,01:00:00,0
2017-11-26,01:20:00,0
2017-11-26,01:40:00,0
2017-11-26,02:00:00,0
2017-11-26,02:20:00,0
2017-11-26,02:40:00,0
2017-11-26,03:00:00,0
2017-11-26,03:20:00,0
2017-11-26,03:40:00,0
2017-11-26,04:00:00,0
2017-11-26,04:20:00,0
2017-11-26,04:40:00,0
2017-11-26,05:00:00,0
2017-11-26,05:20:00,0
2017-11-26,05:40:00,0
2017-11-26,06:00:00,0
2017-11-26,06:20:00,5.0E-5
2017-11-26,06:40:00,0.0231
2017-11-26,07:00:00,0.0511
2017-11-26,07:20:00,0.13375
2017-11-26,07:40:00,0.3018
2017-11-26,08:00:00,0.3976
2017-11-26,08:20:00,0.4543
2017-11-26,08:40:00,0.5432
2017-11-26,09:00:00,0.72235
2017-11-26,09:20:00,1.10805
2017-11-26,09:40:00,1.4767
2017-11-26,10:00:00,1.5131
2017-11-26,10:20:00,1.0959
2017-11-26,10:40:00,1.78385
2017-11-26,11:00:00,2.95305
2017-11-26,11:20:00,2.3575
2017-11-26,11:40:00,2.6254
2017-11-26,12:00:00,2.59125
2017-11-26,12:20:00,2.35045
2017-11-26,12:40:00,1.85435
2017-11-26,13:00:00,1.2878
2017-11-26,13:20:00,1.01975
2017-11-26,13:40:00,1.21575
2017-11-26,14:00:00,1.26255
2017-11-26,14:20:00,1.13985
2017-11-26,14:40:00,0.8643
2017-11-26,15:00:00,0.62505
2017-11-26,15:20:00,0.4753
2017-11-26,15:40:00,0.31705
2017-11-26,16:00:00,0.22
2017-11-26,16:20:00,0.14575
2017-11-26,16:40:00,0.0536
2017-11-26,17:00:00,0.0175
2017-11-26,17:20:00,0
2017-11-26,17:40:00,0
2017-11-26,18:00:00,0
2017-11-26,18:20:00,0
2017-11-26,18:40:00,0
2017-11-26,19:00:00,0
2017-11-26,19:20:00,0
2017-11-26,19:40:00,0
2017-11-26,20:00:00,0
2017-11-26,20:20:00,0
2017-11-26,20:40:00,0
2017-11-26,21:00:00,0
2017-11-26,21:20:00,0
2017-11-26,21:40:00,0
2017-11-26,22:00:00,0
2017-11-26,22:20:00,0
2017-11-26,22:40:00,0
2017-11-26,23:00:00,0
2017-11-26,23:20:00,0
2017-11-26,23:40:00,0
