﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211746000545林玲華1-PV-3000N-V 1211746000545,1211746000526林玲華2-PV-3000N-V 1211746000526
2018-04-15,00:00:00,0,0
2018-04-15,00:20:00,0,0
2018-04-15,00:40:00,0,0
2018-04-15,01:00:00,0,0
2018-04-15,01:20:00,0,0
2018-04-15,01:40:00,0,0
2018-04-15,02:00:00,0,0
2018-04-15,02:20:00,0,0
2018-04-15,02:40:00,0,0
2018-04-15,03:00:00,0,0
2018-04-15,03:20:00,0,0
2018-04-15,03:40:00,0,0
2018-04-15,04:00:00,0,0
2018-04-15,04:20:00,0,0
2018-04-15,04:40:00,0,0
2018-04-15,05:00:00,0,0
2018-04-15,05:20:00,0,0
2018-04-15,05:40:00,0,0
2018-04-15,06:00:00,0.02195,0.0149
2018-04-15,06:20:00,0.1145,0.1029
2018-04-15,06:40:00,0.16305,0.15245
2018-04-15,07:00:00,0.1838,0.1755
2018-04-15,07:20:00,0.36725,0.35985
2018-04-15,07:40:00,0.56375,0.55635
2018-04-15,08:00:00,0.7815,0.7765
2018-04-15,08:20:00,1.4242,1.4213
2018-04-15,08:40:00,1.89695,1.8971
2018-04-15,09:00:00,0.6833,0.6767
2018-04-15,09:20:00,0.5212,0.5181
2018-04-15,09:40:00,1.4807,1.47685
2018-04-15,10:00:00,2.7207,2.7293
2018-04-15,10:20:00,2.8079,2.82205
2018-04-15,10:40:00,2.882,2.90275
2018-04-15,11:00:00,2.98275,3.00485
2018-04-15,11:20:00,3.02195,3.04475
2018-04-15,11:40:00,3.0818,3.10255
2018-04-15,12:00:00,2.98755,3.011
2018-04-15,12:20:00,3.044,3.0646
2018-04-15,12:40:00,2.9971,3.0181
2018-04-15,13:00:00,2.90355,2.92465
2018-04-15,13:20:00,2.83425,2.85495
2018-04-15,13:40:00,2.7114,2.72855
2018-04-15,14:00:00,2.58515,2.60285
2018-04-15,14:20:00,2.4554,2.4697
2018-04-15,14:40:00,2.21185,2.23055
2018-04-15,15:00:00,1.97455,1.9993
2018-04-15,15:20:00,1.68255,1.7217
2018-04-15,15:40:00,1.36475,1.48285
2018-04-15,16:00:00,0.82585,0.99405
2018-04-15,16:20:00,0.52295,0.5258
2018-04-15,16:40:00,0.3896,0.3894
2018-04-15,17:00:00,0.23645,0.23445
2018-04-15,17:20:00,0.1725,0.1635
2018-04-15,17:40:00,0.09395,0.0826
2018-04-15,18:00:00,0.02495,0.0166
2018-04-15,18:20:00,5.0E-5,5.0E-5
2018-04-15,18:40:00,0,0
2018-04-15,19:00:00,0,0
2018-04-15,19:20:00,0,0
2018-04-15,19:40:00,0,0
2018-04-15,20:00:00,0,0
2018-04-15,20:20:00,0,0
2018-04-15,20:40:00,0,0
2018-04-15,21:00:00,0,0
2018-04-15,21:20:00,0,0
2018-04-15,21:40:00,0,0
2018-04-15,22:00:00,0,0
2018-04-15,22:20:00,0,0
2018-04-15,22:40:00,0,0
2018-04-15,23:00:00,0,0
2018-04-15,23:20:00,0,0
2018-04-15,23:40:00,0,0
