﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002187PV-5000W-HV 11O1751002187,1211748000595PV-3000N-V 1211748000595
2017-10-31,00:00:00,0,0
2017-10-31,00:20:00,0,0
2017-10-31,00:40:00,0,0
2017-10-31,01:00:00,0,0
2017-10-31,01:20:00,0,0
2017-10-31,01:40:00,0,0
2017-10-31,02:00:00,0,0
2017-10-31,02:20:00,0,0
2017-10-31,02:40:00,0,0
2017-10-31,03:00:00,0,0
2017-10-31,03:20:00,0,0
2017-10-31,03:40:00,0,0
2017-10-31,04:00:00,0,0
2017-10-31,04:20:00,0,0
2017-10-31,04:40:00,0,0
2017-10-31,05:00:00,0,0
2017-10-31,05:20:00,0,0
2017-10-31,05:40:00,0,0
2017-10-31,06:00:00,0,0
2017-10-31,06:20:00,0,0
2017-10-31,06:40:00,0,0
2017-10-31,07:00:00,0,0
2017-10-31,07:20:00,0,0
2017-10-31,07:40:00,0,0
2017-10-31,08:00:00,0,0
2017-10-31,08:20:00,0,0
2017-10-31,08:40:00,0,0
2017-10-31,09:00:00,0,0
2017-10-31,09:20:00,0,0
2017-10-31,09:40:00,0,0
2017-10-31,10:00:00,0,0
2017-10-31,10:20:00,0,0
2017-10-31,10:40:00,0,0
2017-10-31,11:00:00,0,0
2017-10-31,11:20:00,0,0
2017-10-31,11:40:00,0,0
2017-10-31,12:00:00,0,0
2017-10-31,12:20:00,0,0
2017-10-31,12:40:00,0,0
2017-10-31,13:00:00,0,0
2017-10-31,13:20:00,0,0
2017-10-31,13:40:00,0,0
2017-10-31,14:00:00,0,0
2017-10-31,14:20:00,0,0
2017-10-31,14:40:00,0,0
2017-10-31,15:00:00,0,0
2017-10-31,15:20:00,0,0
2017-10-31,15:40:00,0,0
2017-10-31,16:00:00,0,0
2017-10-31,16:20:00,0,0
2017-10-31,16:40:00,0,0
2017-10-31,17:00:00,0,0
2017-10-31,17:20:00,0,0
2017-10-31,17:40:00,0,0
2017-10-31,18:00:00,0,0
2017-10-31,18:20:00,0,0
2017-10-31,18:40:00,0,0
2017-10-31,19:00:00,0,0
2017-10-31,19:20:00,0,0
2017-10-31,19:40:00,0,0
2017-10-31,20:00:00,0,0
2017-10-31,20:20:00,0,0
2017-10-31,20:40:00,0,0
2017-10-31,21:00:00,0,0
2017-10-31,21:20:00,0,0
2017-10-31,21:40:00,0,0
2017-10-31,22:00:00,0,0
2017-10-31,22:20:00,0,0
2017-10-31,22:40:00,0,0
2017-10-31,23:00:00,0,0
2017-10-31,23:20:00,0,0
2017-10-31,23:40:00,0,0
