﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151428000071PV-5000W-V 1151428000071大甲澄朗,10N1431000143PV-3000N-V 10N1431000143大甲澄朗,10N1431000144PV-3000N-V 10N1431000144大甲澄朗,1151644000340PV-5000W-V 1151644000340大甲澄朗
2017-11-12,00:00:00,0.0166,0,0,0
2017-11-12,00:20:00,0.0166,0,0,0
2017-11-12,00:40:00,0.0166,0,0,0
2017-11-12,01:00:00,0.0166,0,0,0
2017-11-12,01:20:00,0.0166,0,0,0
2017-11-12,01:40:00,0.0166,0,0,0
2017-11-12,02:00:00,0.0166,0,0,0
2017-11-12,02:20:00,0.0166,0,0,0
2017-11-12,02:40:00,0.0166,0,0,0
2017-11-12,03:00:00,0.0166,0,0,0
2017-11-12,03:20:00,0.0166,0,0,0
2017-11-12,03:40:00,0.0166,0,0,0
2017-11-12,04:00:00,0.0166,0,0,0
2017-11-12,04:20:00,0.0166,0,0,0
2017-11-12,04:40:00,0.0166,0,0,0
2017-11-12,05:00:00,0.0166,0,0,0
2017-11-12,05:20:00,0.0166,0,0,0
2017-11-12,05:40:00,0.0166,0,0,0
2017-11-12,06:00:00,0.0166,0,0,0
2017-11-12,06:20:00,0.01665,0.00075,0,0
2017-11-12,06:40:00,0.04675,0.0294,0.0002,0.02975
2017-11-12,07:00:00,0.1623,0.11315,0.01615,0.1374
2017-11-12,07:20:00,0.51145,0.32705,0.21485,0.47385
2017-11-12,07:40:00,0.38225,0.24265,0.1391,0.3589
2017-11-12,08:00:00,0.79545,0.4999,0.40035,0.71585
2017-11-12,08:20:00,0.98135,0.59705,0.49875,0.86565
2017-11-12,08:40:00,0.85765,0.52535,0.42635,0.77075
2017-11-12,09:00:00,0.8983,0.555,0.45515,0.81015
2017-11-12,09:20:00,1.34015,0.82555,0.73105,1.23765
2017-11-12,09:40:00,1.4167,0.86955,0.77575,1.32485
2017-11-12,10:00:00,1.4654,0.89415,0.8021,1.36475
2017-11-12,10:20:00,1.55025,0.9477,0.85565,1.45665
2017-11-12,10:40:00,1.50725,0.91495,0.8252,1.418
2017-11-12,11:00:00,1.2375,0.7624,0.66545,1.1349
2017-11-12,11:20:00,1.43905,0.87605,0.78275,1.30775
2017-11-12,11:40:00,1.0942,0.66875,0.57075,0.9655
2017-11-12,12:00:00,1.0554,0.64775,0.54865,0.94545
2017-11-12,12:20:00,1.0194,0.6241,0.52865,0.93475
2017-11-12,12:40:00,1.09015,0.67685,0.58035,0.99235
2017-11-12,13:00:00,1.48515,0.9043,0.8125,1.3701
2017-11-12,13:20:00,1.1304,0.69295,0.597,1.0277
2017-11-12,13:40:00,1.13335,0.69905,0.60415,1.06365
2017-11-12,14:00:00,1.1595,0.7076,0.6144,1.07375
2017-11-12,14:20:00,0.87505,0.5364,0.43925,0.79625
2017-11-12,14:40:00,1.6278,1.00785,0.92025,1.56805
2017-11-12,15:00:00,0.96345,0.58115,0.4861,0.9061
2017-11-12,15:20:00,0.6062,0.37485,0.27655,0.5526
2017-11-12,15:40:00,0.56075,0.34875,0.25095,0.51005
2017-11-12,16:00:00,0.43395,0.2712,0.17045,0.39435
2017-11-12,16:20:00,0.1497,0.095,0.0105,0.10575
2017-11-12,16:40:00,0.0437,0.0259,0.00015,0.0272
2017-11-12,17:00:00,0.0166,0.00375,0,0
2017-11-12,17:20:00,0.0166,0.00115,0,0
2017-11-12,17:40:00,0.0166,0,0,0
2017-11-12,18:00:00,0.0166,0,0,0
2017-11-12,18:20:00,0.0166,0,0,0
2017-11-12,18:40:00,0.0166,0,0,0
2017-11-12,19:00:00,0.0166,0,0,0
2017-11-12,19:20:00,0.0166,0,0,0
2017-11-12,19:40:00,0.0166,0,0,0
2017-11-12,20:00:00,0.0166,0,0,0
2017-11-12,20:20:00,0.0166,0,0,0
2017-11-12,20:40:00,0.0166,0,0,0
2017-11-12,21:00:00,0.0166,0,0,0
2017-11-12,21:20:00,0.0166,0,0,0
2017-11-12,21:40:00,0.0166,0,0,0
2017-11-12,22:00:00,0.0166,0,0,0
2017-11-12,22:20:00,0.0166,0,0,0
2017-11-12,22:40:00,0.0166,0,0,0
2017-11-12,23:00:00,0.0166,0,0,0
2017-11-12,23:20:00,0.0166,0,0,0
2017-11-12,23:40:00,0.0166,0,0,0
