﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211727000268詠升三號1-PV-3000N-V 1211727000268,1211727000266詠升三號2-PV-3000N-V 1211727000266,1211724000242詠升三號3-PV-3000N-V 1211724000242,1211724000238詠升三號4-PV-3000N-V 1211724000238,11O1730000872詠升三號5-PV-5000W-HV 11O1730000872,1211724000234詠升一號1-PV-3000N-V 1211724000234,1211724000230詠升一號2-PV-3000N-V 1211724000230,1211724000231詠升一號3-PV-3000N-V 1211724000231,1211727000269詠升一號4-PV-3000N-V 1211727000269,11O1730000873詠升一號5-PV-5000W-HV 11O1730000873
2018-01-28,00:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,00:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,00:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,01:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,01:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,01:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,02:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,02:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,02:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,03:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,03:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,03:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,04:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,04:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,04:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,05:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,05:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,05:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,06:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,06:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,06:40:00,0.0004,0.00095,0.00025,5.0E-5,0,0,0,0,0.0004,0.01205
2018-01-28,07:00:00,0.0137,0.0227,0.016,0.00565,0.0299,0.0194,0.0242,0.0213,0.01855,0.0538
2018-01-28,07:20:00,0.0891,0.0993,0.09105,0.0662,0.18085,0.10395,0.11915,0.102,0.0986,0.16505
2018-01-28,07:40:00,0.2367,0.25085,0.23125,0.19795,0.39925,0.23215,0.25525,0.24195,0.2369,0.38435
2018-01-28,08:00:00,0.2821,0.2951,0.2736,0.2498,0.4554,0.2843,0.31085,0.29595,0.29075,0.4509
2018-01-28,08:20:00,0.42025,0.43515,0.40555,0.37415,0.65815,0.4174,0.4511,0.43655,0.43155,0.65375
2018-01-28,08:40:00,0.68835,0.7694,0.7051,0.5655,1.1622,0.74095,0.79085,0.7811,0.7724,1.14345
2018-01-28,09:00:00,0.73595,0.8882,0.81445,0.61815,1.33285,0.84655,0.9012,0.8953,0.88495,1.3062
2018-01-28,09:20:00,0.63565,0.65725,0.61525,0.5681,0.97735,0.6323,0.67505,0.66415,0.6559,0.9487
2018-01-28,09:40:00,1.4575,1.49805,1.39935,0.85255,2.24015,1.40835,1.4875,1.4894,1.47055,2.20425
2018-01-28,10:00:00,1.4694,1.4973,1.3923,0.85745,2.1954,1.41975,1.4901,1.4987,1.4772,2.1828
2018-01-28,10:20:00,0.725,0.7479,0.69855,0.62495,1.09565,0.7148,0.75955,0.75245,0.7411,1.0791
2018-01-28,10:40:00,1.18525,1.2023,1.1311,0.6716,1.79795,1.1297,1.19625,1.1909,1.1806,1.7715
2018-01-28,11:00:00,2.4097,2.4267,2.2763,0.8363,3.60795,2.3042,2.4002,2.44215,2.386,3.58225
2018-01-28,11:20:00,1.4774,1.49585,1.40115,1.2217,2.2262,1.44615,1.51235,1.5362,1.48835,2.2168
2018-01-28,11:40:00,1.4746,1.4887,1.40605,1.4008,2.21725,1.4307,1.4989,1.49975,1.4815,2.2163
2018-01-28,12:00:00,2.43435,2.4414,2.29485,2.3522,3.60615,2.33225,2.427,2.45845,2.41385,3.6065
2018-01-28,12:20:00,2.3436,2.3517,2.1841,2.27,3.44295,2.23705,2.3259,2.37315,2.3123,3.4543
2018-01-28,12:40:00,2.17765,2.18595,2.04795,2.12105,3.2397,2.0904,2.1812,2.22095,2.16275,3.23015
2018-01-28,13:00:00,2.28325,2.2899,2.1372,2.22375,3.36455,2.18085,2.27295,2.3102,2.2579,3.36345
2018-01-28,13:20:00,2.2019,2.20745,2.06075,2.14475,3.2374,2.1056,2.19525,2.23025,2.1813,3.2364
2018-01-28,13:40:00,2.1614,2.16585,2.02805,2.1034,3.2025,2.07105,2.0634,2.09935,2.14595,3.184
2018-01-28,14:00:00,1.70115,1.67875,1.60765,1.6665,2.53515,1.6312,1.7055,1.72495,1.69105,2.5272
2018-01-28,14:20:00,1.3007,1.27885,1.23275,1.26565,1.94165,1.23645,1.29715,1.3161,1.28225,1.90985
2018-01-28,14:40:00,1.12655,1.1132,1.06315,1.1017,1.6899,1.0805,1.1388,1.15375,1.12605,1.6676
2018-01-28,15:00:00,1.4712,1.43875,1.36555,1.44785,2.185,1.4042,1.47685,1.5079,1.47355,2.17385
2018-01-28,15:20:00,1.1324,0.9995,1.0791,1.06615,1.7256,1.09445,1.09485,0.87025,1.0951,1.70465
2018-01-28,15:40:00,0.674,0.67135,0.74075,0.6487,1.16915,0.7215,0.77075,0.66955,0.75665,1.15545
2018-01-28,16:00:00,0.4582,0.45195,0.4803,0.4406,0.77515,0.46395,0.4965,0.48575,0.47625,0.7604
2018-01-28,16:20:00,0.2548,0.26335,0.254,0.2354,0.42955,0.26185,0.2861,0.2723,0.2644,0.42245
2018-01-28,16:40:00,0.18975,0.1991,0.1968,0.1679,0.33965,0.2011,0.22175,0.2102,0.1994,0.33145
2018-01-28,17:00:00,0.0395,0.05075,0.0443,0.0255,0.1051,0.05725,0.0702,0.05285,0.0481,0.0952
2018-01-28,17:20:00,0.0019,0.0064,0.00395,0.0002,0.03915,0.0116,0.02085,0.00695,0.00505,0.02775
2018-01-28,17:40:00,0,0,0,0,0.0113,0,0.00085,5.0E-5,0,0.00185
2018-01-28,18:00:00,0,0,0,0,0.00235,0,5.0E-5,0,0,5.0E-5
2018-01-28,18:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,18:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,19:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,19:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,19:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,20:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,20:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,20:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,21:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,21:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,21:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,22:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,22:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,22:40:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,23:00:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,23:20:00,0,0,0,0,0,0,0,0,0,0
2018-01-28,23:40:00,0,0,0,0,0,0,0,0,0,0
