﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1743001504謝聰旗1-PV-5000W-HV 11O1743001504,1211740000461謝聰旗2-PV-3000N-V 1211740000461
2018-04-14,00:00:00,0,0
2018-04-14,00:20:00,0,0
2018-04-14,00:40:00,0,0
2018-04-14,01:00:00,0,0
2018-04-14,01:20:00,0,0
2018-04-14,01:40:00,0,0
2018-04-14,02:00:00,0,0
2018-04-14,02:20:00,0,0
2018-04-14,02:40:00,0,0
2018-04-14,03:00:00,0,0
2018-04-14,03:20:00,0,0
2018-04-14,03:40:00,0,0
2018-04-14,04:00:00,0,0
2018-04-14,04:20:00,0,0
2018-04-14,04:40:00,0,0
2018-04-14,05:00:00,0,0
2018-04-14,05:20:00,0,0
2018-04-14,05:40:00,0.0279,0.0128
2018-04-14,06:00:00,0.0817,0.0425
2018-04-14,06:20:00,0.121,0.06925
2018-04-14,06:40:00,0.17505,0.10125
2018-04-14,07:00:00,0.2711,0.16235
2018-04-14,07:20:00,0.6008,0.38035
2018-04-14,07:40:00,0.82495,0.5503
2018-04-14,08:00:00,1.1569,0.95745
2018-04-14,08:20:00,1.1961,1.1225
2018-04-14,08:40:00,1.23835,0.94455
2018-04-14,09:00:00,2.0181,1.26785
2018-04-14,09:20:00,1.86815,1.1213
2018-04-14,09:40:00,2.48225,1.45415
2018-04-14,10:00:00,2.80535,1.59805
2018-04-14,10:20:00,2.6092,1.4752
2018-04-14,10:40:00,3.2309,1.79765
2018-04-14,11:00:00,3.23465,1.782
2018-04-14,11:20:00,3.01605,1.63895
2018-04-14,11:40:00,3.27145,1.7662
2018-04-14,12:00:00,3.0988,1.67165
2018-04-14,12:20:00,3.16955,1.69585
2018-04-14,12:40:00,3.1871,1.7109
2018-04-14,13:00:00,3.2437,1.73485
2018-04-14,13:20:00,3.68095,1.9611
2018-04-14,13:40:00,3.52195,1.8756
2018-04-14,14:00:00,3.52385,1.8776
2018-04-14,14:20:00,3.05075,1.63045
2018-04-14,14:40:00,2.42445,1.2996
2018-04-14,15:00:00,0.97725,0.55285
2018-04-14,15:20:00,0.59155,0.33295
2018-04-14,15:40:00,1.3551,0.73335
2018-04-14,16:00:00,1.53265,0.82805
2018-04-14,16:20:00,0.7402,0.40155
2018-04-14,16:40:00,0.6745,0.3642
2018-04-14,17:00:00,0.5064,0.2738
2018-04-14,17:20:00,0.1391,0.07275
2018-04-14,17:40:00,0.04895,0.01635
2018-04-14,18:00:00,0.02545,0.00435
2018-04-14,18:20:00,0.0069,0
2018-04-14,18:40:00,0.00105,0
2018-04-14,19:00:00,0,0
2018-04-14,19:20:00,0,0
2018-04-14,19:40:00,0,0
2018-04-14,20:00:00,0,0
2018-04-14,20:20:00,0,0
2018-04-14,20:40:00,0,0
2018-04-14,21:00:00,0,0
2018-04-14,21:20:00,0,0
2018-04-14,21:40:00,0,0
2018-04-14,22:00:00,0,0
2018-04-14,22:20:00,0,0
2018-04-14,22:40:00,0,0
2018-04-14,23:00:00,0,0
2018-04-14,23:20:00,0,0
2018-04-14,23:40:00,0,0
