﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151446000280PV-5000W-V 1151446000280大甲台灣時規,1151446000251PV-5000W-V 1151446000251大甲台灣時規,1151446000262PV-5000W-V 1151446000262大甲台灣時規,1151446000259PV-5000W-V 1151446000259大甲台灣時規,1151446000260PV-5000W-V 1151446000260大甲台灣時規,1151446000261PV-5000W-V 1151446000261大甲台灣時規
2018-03-04,00:00:00,0,0,0,0,0,0
2018-03-04,00:20:00,0,0,0,0,0,0
2018-03-04,00:40:00,0,0,0,0,0,0
2018-03-04,01:00:00,0,0,0,0,0,0
2018-03-04,01:20:00,0,0,0,0,0,0
2018-03-04,01:40:00,0,0,0,0,0,0
2018-03-04,02:00:00,0,0,0,0,0,0
2018-03-04,02:20:00,0,0,0,0,0,0
2018-03-04,02:40:00,0,0,0,0,0,0
2018-03-04,03:00:00,0,0,0,0,0,0
2018-03-04,03:20:00,0,0,0,0,0,0
2018-03-04,03:40:00,0,0,0,0,0,0
2018-03-04,04:00:00,0,0,0,0,0,0
2018-03-04,04:20:00,0,0,0,0,0,0
2018-03-04,04:40:00,0,0,0,0,0,0
2018-03-04,05:00:00,0,0,0,0,0,0
2018-03-04,05:20:00,0,0,0,0,0,0
2018-03-04,05:40:00,0,0,0,0,0,0
2018-03-04,06:00:00,0,0,0,0,0,0
2018-03-04,06:20:00,0.01575,0.02735,0.0272,0.02665,0.02935,0.0289
2018-03-04,06:40:00,0.08865,0.10305,0.10675,0.11055,0.11255,0.1044
2018-03-04,07:00:00,0.15265,0.16605,0.164,0.168,0.1715,0.16255
2018-03-04,07:20:00,0.2582,0.27095,0.26295,0.27165,0.2754,0.25965
2018-03-04,07:40:00,0.60045,0.63175,0.64265,0.6305,0.62715,0.60725
2018-03-04,08:00:00,1.0804,1.1123,1.1224,1.11525,1.1096,1.05585
2018-03-04,08:20:00,1.0891,1.14375,1.15465,1.13085,1.1254,1.08455
2018-03-04,08:40:00,1.3822,1.4247,1.42705,1.4167,1.4307,1.34805
2018-03-04,09:00:00,1.0935,1.1233,1.11485,1.12315,1.12245,1.0685
2018-03-04,09:20:00,1.38525,1.4318,1.43035,1.423,1.4191,1.3604
2018-03-04,09:40:00,1.3576,1.39505,1.3838,1.39015,1.39125,1.32335
2018-03-04,10:00:00,1.208,1.2412,1.22755,1.23995,1.24055,1.1806
2018-03-04,10:20:00,1.17065,1.20565,1.1973,1.2054,1.19785,1.1567
2018-03-04,10:40:00,1.55745,1.6,1.5888,1.5953,1.58635,1.52785
2018-03-04,11:00:00,1.5713,1.60615,1.58765,1.6021,1.59495,1.53005
2018-03-04,11:20:00,1.46375,1.5007,1.48565,1.4986,1.48765,1.43315
2018-03-04,11:40:00,1.80645,1.8605,1.849,1.8536,1.84115,1.7789
2018-03-04,12:00:00,2.1344,2.2053,2.1995,2.19575,2.19485,2.12095
2018-03-04,12:20:00,2.2636,2.3021,2.3036,2.31195,2.3297,2.22665
2018-03-04,12:40:00,1.82985,1.87345,1.86075,1.87525,1.87515,1.7999
2018-03-04,13:00:00,1.2958,1.32095,1.3028,1.32605,1.3206,1.26475
2018-03-04,13:20:00,1.2491,1.2753,1.25835,1.27985,1.2693,1.22185
2018-03-04,13:40:00,1.2608,1.2903,1.2731,1.2943,1.27995,1.2378
2018-03-04,14:00:00,1.36275,1.3995,1.3884,1.40215,1.3854,1.3428
2018-03-04,14:20:00,1.5709,1.5987,1.57755,1.61145,1.5981,1.53205
2018-03-04,14:40:00,1.3413,1.3672,1.34875,1.3792,1.36285,1.31405
2018-03-04,15:00:00,1.38755,1.41095,1.39285,1.43165,1.4162,1.36245
2018-03-04,15:20:00,0.75195,0.76465,0.75235,0.77645,0.77335,0.73565
2018-03-04,15:40:00,0.4477,0.46165,0.45585,0.46785,0.46455,0.44655
2018-03-04,16:00:00,0.6019,0.619,0.60855,0.62785,0.61715,0.60045
2018-03-04,16:20:00,0.50775,0.5162,0.50515,0.53195,0.52215,0.5031
2018-03-04,16:40:00,0.2155,0.21795,0.21115,0.23365,0.2321,0.2142
2018-03-04,17:00:00,0.1897,0.1983,0.1961,0.20715,0.2046,0.19765
2018-03-04,17:20:00,0.09065,0.10205,0.10225,0.113,0.11245,0.10535
2018-03-04,17:40:00,0.0119,0.02495,0.027,0.03355,0.0344,0.0307
2018-03-04,18:00:00,0.0063,0.01135,0.0131,0.0199,0.0201,0.01815
2018-03-04,18:20:00,0.00055,0,0.00015,0.00055,0,0
2018-03-04,18:40:00,0,0,0,0,0,0
2018-03-04,19:00:00,0,0,0,0,0,0
2018-03-04,19:20:00,0,0,0,0,0,0
2018-03-04,19:40:00,0,0,0,0,0,0
2018-03-04,20:00:00,0,0,0,0,0,0
2018-03-04,20:20:00,0,0,0,0,0,0
2018-03-04,20:40:00,0,0,0,0,0,0
2018-03-04,21:00:00,0,0,0,0,0,0
2018-03-04,21:20:00,0,0,0,0,0,0
2018-03-04,21:40:00,0,0,0,0,0,0
2018-03-04,22:00:00,0,0,0,0,0,0
2018-03-04,22:20:00,0,0,0,0,0,0
2018-03-04,22:40:00,0,0,0,0,0,0
2018-03-04,23:00:00,0,0,0,0,0,0
2018-03-04,23:20:00,0,0,0,0,0,0
2018-03-04,23:40:00,0,0,0,0,0,0
