﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1450000065PV-4000W-V 10L1450000065
2018-04-15,00:00:00,0
2018-04-15,00:20:00,0
2018-04-15,00:40:00,0
2018-04-15,01:00:00,0
2018-04-15,01:20:00,0
2018-04-15,01:40:00,0
2018-04-15,02:00:00,0
2018-04-15,02:20:00,0
2018-04-15,02:40:00,0
2018-04-15,03:00:00,0
2018-04-15,03:20:00,0
2018-04-15,03:40:00,0
2018-04-15,04:00:00,0
2018-04-15,04:20:00,0
2018-04-15,04:40:00,0
2018-04-15,05:00:00,0
2018-04-15,05:20:00,0
2018-04-15,05:40:00,0.00555
2018-04-15,06:00:00,0.0234
2018-04-15,06:20:00,0.05385
2018-04-15,06:40:00,0.17775
2018-04-15,07:00:00,0.3429
2018-04-15,07:20:00,0.53095
2018-04-15,07:40:00,0.66465
2018-04-15,08:00:00,0.6864
2018-04-15,08:20:00,1.23935
2018-04-15,08:40:00,1.19625
2018-04-15,09:00:00,2.16725
2018-04-15,09:20:00,1.84305
2018-04-15,09:40:00,1.63065
2018-04-15,10:00:00,1.74255
2018-04-15,10:20:00,2.3866
2018-04-15,10:40:00,2.9818
2018-04-15,11:00:00,2.9871
2018-04-15,11:20:00,3.0523
2018-04-15,11:40:00,2.95185
2018-04-15,12:00:00,2.9163
2018-04-15,12:20:00,3.2012
2018-04-15,12:40:00,2.31445
2018-04-15,13:00:00,2.3279
2018-04-15,13:20:00,2.7766
2018-04-15,13:40:00,3.03245
2018-04-15,14:00:00,1.91945
2018-04-15,14:20:00,2.092
2018-04-15,14:40:00,1.95995
2018-04-15,15:00:00,1.154
2018-04-15,15:20:00,0.86975
2018-04-15,15:40:00,0.49475
2018-04-15,16:00:00,0.4342
2018-04-15,16:20:00,0.31395
2018-04-15,16:40:00,0.2105
2018-04-15,17:00:00,0.06885
2018-04-15,17:20:00,0.05725
2018-04-15,17:40:00,0.01815
2018-04-15,18:00:00,0.0033
2018-04-15,18:20:00,0
2018-04-15,18:40:00,0
2018-04-15,19:00:00,0
2018-04-15,19:20:00,0
2018-04-15,19:40:00,0
2018-04-15,20:00:00,0
2018-04-15,20:20:00,0
2018-04-15,20:40:00,0
2018-04-15,21:00:00,0
2018-04-15,21:20:00,0
2018-04-15,21:40:00,0
2018-04-15,22:00:00,0
2018-04-15,22:20:00,0
2018-04-15,22:40:00,0
2018-04-15,23:00:00,0
2018-04-15,23:20:00,0
2018-04-15,23:40:00,0
