﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1532000157PV-3000N-V 10N1532000157伸港林東溪,10N1532000142PV-3000N-V 10N1532000142伸港林東溪,10N1532000146PV-3000N-V 10N1532000146伸港林東溪,10N1532000147PV-3000N-V 10N1532000147伸港林東溪,10N1532000141PV-3000N-V 10N1532000141伸港林東溪,10N1532000148PV-3000N-V 10N1532000148伸港林東溪,10N1532000143PV-3000N-V 10N1532000143伸港林東溪,10N1532000145PV-3000N-V 10N1532000145伸港林東溪,10N1532000150PV-3000N-V 10N1532000150伸港林東溪,10N1532000149PV-3000N-V 10N1532000149伸港林東溪,10N1532000154PV-3000N-V 10N1532000154伸港林東溪
2018-03-27,00:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,00:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,00:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,01:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,01:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,01:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,02:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,02:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,02:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,03:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,03:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,03:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,04:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,04:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,04:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,05:00:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,05:20:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,05:40:00,0,0,0,0,0,0,0,0,0,0,0
2018-03-27,06:00:00,0.02805,0.0409,0.02665,0.03485,0.0469,0.0416,0.0394,0.04735,0.04165,0.0432,0.0414
2018-03-27,06:20:00,0.19145,0.18925,0.18615,0.1926,0.1933,0.20145,0.1893,0.21325,0.1992,0.2065,0.2026
2018-03-27,06:40:00,0.3014,0.2973,0.2941,0.3159,0.32625,0.32215,0.3215,0.33395,0.3213,0.3283,0.3254
2018-03-27,07:00:00,0.5124,0.5049,0.5016,0.5455,0.5567,0.5505,0.549,0.5645,0.55085,0.557,0.5525
2018-03-27,07:20:00,0.7102,0.70125,0.69775,0.7621,0.77385,0.7659,0.7658,0.77945,0.76925,0.77305,0.7704
2018-03-27,07:40:00,0.745,0.7345,0.72995,0.79925,0.80865,0.80125,0.80255,0.8178,0.8087,0.81495,0.8148
2018-03-27,08:00:00,0.92055,0.91055,0.9114,0.99205,1.0036,0.99635,0.9916,0.9988,0.98855,0.99225,0.9863
2018-03-27,08:20:00,1.2771,1.2679,1.2602,1.37345,1.38215,1.3706,1.29445,1.386,1.3028,1.3891,1.3851
2018-03-27,08:40:00,1.4656,1.45405,1.44395,1.57545,1.5828,1.56775,1.5617,1.57995,1.5786,1.5861,1.59185
2018-03-27,09:00:00,0.7385,0.72555,0.72105,0.7864,0.79665,0.78615,0.7865,0.80615,0.79775,0.8049,0.7946
2018-03-27,09:20:00,1.0069,0.9824,0.9656,1.0536,1.05705,1.05125,1.05395,1.0851,1.0899,1.1046,1.10675
2018-03-27,09:40:00,0.79815,0.7848,0.78065,0.85005,0.8587,0.85335,0.8514,0.8719,0.8642,0.87035,0.86625
2018-03-27,10:00:00,2.10255,2.09315,2.09465,2.28145,2.308,2.30805,2.3118,2.2982,2.2965,2.3043,2.29225
2018-03-27,10:20:00,2.5331,2.51805,2.52705,2.743,2.76485,2.6209,2.61225,2.7462,2.7416,2.74765,2.74075
2018-03-27,10:40:00,2.54135,2.5243,2.5339,2.7449,2.76915,2.7573,2.74725,2.7461,2.7396,2.7468,2.74685
2018-03-27,11:00:00,2.68895,2.67815,2.6928,2.9168,2.94465,2.93675,2.9245,2.91405,2.9028,2.9077,2.9026
2018-03-27,11:20:00,2.6939,2.6759,2.6845,2.90655,2.93855,2.9391,2.9257,2.91825,2.9132,2.9162,2.9127
2018-03-27,11:40:00,2.4625,2.44975,2.48035,2.68765,2.71095,2.69515,2.68745,2.68115,2.65425,2.67295,2.69865
2018-03-27,12:00:00,2.4118,2.3916,2.4065,2.606,2.6195,2.60575,2.6089,2.58625,2.59805,2.598,2.6148
2018-03-27,12:20:00,2.22915,2.23515,2.2567,2.41665,2.4484,2.4556,2.4479,2.43475,2.39605,2.39935,2.43345
2018-03-27,12:40:00,2.25455,2.2558,2.24845,2.431,2.46125,2.4498,2.44315,2.44655,2.426,2.41775,2.4259
2018-03-27,13:00:00,2.1271,2.1193,2.13295,2.3151,2.34175,2.34785,2.34735,2.3398,2.33435,2.3359,2.3347
2018-03-27,13:20:00,2.03025,2.0128,2.03075,2.2102,2.2301,2.2173,2.2231,2.2237,2.22215,2.19045,2.1551
2018-03-27,13:40:00,1.86065,1.8438,1.8491,2.01765,2.0248,2.02415,2.0336,2.0302,2.02355,2.0038,2.00955
2018-03-27,14:00:00,1.90125,1.91125,1.92045,2.0924,2.1002,2.10045,2.09025,2.07615,2.0722,2.0729,2.05485
