﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11O1751002234洪秋冬一期1-PV-5000W-HV 11O1751002234,11O1751002231洪秋冬一期2-PV-5000W-HV 11O1751002231,11O1751002170洪秋冬一期3-PV-5000W-HV 11O1751002170,1211750000643洪秋冬二期1-PV-3000N-V 1211750000643,1211750000640洪秋冬二期2-PV-3000N-V 1211750000640,1211750000644洪秋冬二期3-PV-3000N-V 1211750000644
2018-04-01,00:00:00,0,0,0,0,0,0
2018-04-01,00:20:00,0,0,0,0,0,0
2018-04-01,00:40:00,0,0,0,0,0,0
2018-04-01,01:00:00,0,0,0,0,0,0
2018-04-01,01:20:00,0,0,0,0,0,0
2018-04-01,01:40:00,0,0,0,0,0,0
2018-04-01,02:00:00,0,0,0,0,0,0
2018-04-01,02:20:00,0,0,0,0,0,0
2018-04-01,02:40:00,0,0,0,0,0,0
2018-04-01,03:00:00,0,0,0,0,0,0
2018-04-01,03:20:00,0,0,0,0,0,0
2018-04-01,03:40:00,0,0,0,0,0,0
2018-04-01,04:00:00,0,0,0,0,0,0
2018-04-01,04:20:00,0,0,0,0,0,0
2018-04-01,04:40:00,0,0,0,0,0,0
2018-04-01,05:00:00,0.0102,0,0,0,0,0
2018-04-01,05:20:00,0.01365,0,0,0,0,0
2018-04-01,05:40:00,0.01885,0,0,0,0,0
2018-04-01,06:00:00,0.05115,0.00045,0,0.01055,0.01445,0.0059
2018-04-01,06:20:00,0.13905,0.12525,0.0769,0.05945,0.067,0.0558
2018-04-01,06:40:00,0.1892,0.1756,0.18335,0.0868,0.0964,0.08545
2018-04-01,07:00:00,0.2998,0.286,0.29465,0.14795,0.15875,0.14705
2018-04-01,07:20:00,0.52315,0.5132,0.52215,0.2772,0.28795,0.27165
2018-04-01,07:40:00,1.01255,1.0068,1.01835,0.5653,0.58125,0.56235
2018-04-01,08:00:00,1.49915,1.48465,1.5089,0.8407,0.8607,0.83775
2018-04-01,08:20:00,1.85025,1.8394,1.8665,1.03745,1.0552,1.03045
2018-04-01,08:40:00,1.35685,1.3477,1.368,0.75755,0.7752,0.75575
2018-04-01,09:00:00,1.7302,1.71905,1.7446,0.9697,0.9856,0.9667
2018-04-01,09:20:00,2.0771,2.07925,2.10075,1.1703,1.19375,1.16
2018-04-01,09:40:00,2.32885,2.33925,2.3574,1.31425,1.34785,1.30535
2018-04-01,10:00:00,3.2725,3.26505,3.29745,1.8537,1.87955,1.841
2018-04-01,10:20:00,3.6777,3.65745,3.70145,2.07935,2.1081,2.0741
2018-04-01,10:40:00,1.15045,1.1434,1.1553,0.64135,0.65995,0.63935
2018-04-01,11:00:00,1.6353,1.63655,1.6536,0.92165,0.94065,0.9111
2018-04-01,11:20:00,2.51795,2.51,2.5424,1.42035,1.4436,1.40705
2018-04-01,11:40:00,2.9216,2.9251,2.9504,1.64035,1.6695,1.6318
2018-04-01,12:00:00,3.16625,3.1882,3.206,1.7914,1.826,1.7804
2018-04-01,12:20:00,3.19055,3.1851,3.23635,1.7923,1.82535,1.78135
2018-04-01,12:40:00,3.92155,3.83705,3.96915,2.2217,2.2611,2.20265
2018-04-01,13:00:00,4.63995,4.4488,4.7027,2.6101,2.6481,2.58995
2018-04-01,13:20:00,4.53775,4.3215,4.6001,2.5542,2.5918,2.5328
2018-04-01,13:40:00,4.3303,4.13825,4.38615,2.4309,2.46785,2.4129
2018-04-01,14:00:00,4.0451,3.8704,4.0964,2.2793,2.3157,2.2604
2018-04-01,14:20:00,3.8495,3.68985,3.8991,2.16965,2.2029,2.15005
2018-04-01,14:40:00,3.58605,3.44345,3.62825,2.0189,2.05015,2.00275
2018-04-01,15:00:00,3.2381,3.072,3.2692,1.82285,1.85345,1.8087
2018-04-01,15:20:00,2.8461,2.699,2.87305,1.60085,1.628,1.58935
2018-04-01,15:40:00,2.42985,2.33105,2.45075,1.36815,1.3928,1.358
2018-04-01,16:00:00,1.96685,1.8359,1.9786,1.10475,1.1374,1.0971
2018-04-01,16:20:00,1.55325,1.35605,1.55635,0.8678,0.89775,0.863
2018-04-01,16:40:00,1.12275,0.9784,1.0963,0.6291,0.6501,0.62015
2018-04-01,17:00:00,0.75905,0.68425,0.72105,0.421,0.43545,0.4109
2018-04-01,17:20:00,0.4452,0.41865,0.4311,0.23655,0.24785,0.23345
2018-04-01,17:40:00,0.20515,0.1893,0.1971,0.09645,0.106,0.0952
2018-04-01,18:00:00,0.06075,0.0454,0.0522,0.0091,0.01395,0.00875
2018-04-01,18:20:00,0.01675,0.0043,0.00755,0,0,0
2018-04-01,18:40:00,0.0144,0.00075,0.00165,0,0,0
2018-04-01,19:00:00,0.014,0,0,0,0,0
2018-04-01,19:20:00,0.01385,0,0,0,0,0
2018-04-01,19:40:00,0.01365,0,0,0,0,0
2018-04-01,20:00:00,0.0132,0,0,0,0,0
2018-04-01,20:20:00,0.01355,0,0,0,0,0
2018-04-01,20:40:00,0.0131,0,0,0,0,0
2018-04-01,21:00:00,0.0125,0,0,0,0,0
2018-04-01,21:20:00,0.01235,0,0,0,0,0
2018-04-01,21:40:00,0.01195,0,0,0,0,0
2018-04-01,22:00:00,0,0,0,0,0,0
2018-04-01,22:20:00,0,0,0,0,0,0
2018-04-01,22:40:00,0,0,0,0,0,0
2018-04-01,23:00:00,0,0,0,0,0,0
2018-04-01,23:20:00,0,0,0,0,0,0
2018-04-01,23:40:00,0,0,0,0,0,0
