﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000178PV-5000W-V 10D1638000178胡聰明#1,10D1636000153PV-5000W-V 10D1636000153胡聰明#2
2018-02-07,00:00:00,0,0
2018-02-07,00:20:00,0,0
2018-02-07,00:40:00,0,0
2018-02-07,01:00:00,0,0
2018-02-07,01:20:00,0,0
2018-02-07,01:40:00,0,0
2018-02-07,02:00:00,0,0
2018-02-07,02:20:00,0,0
2018-02-07,02:40:00,0,0
2018-02-07,03:00:00,0,0
2018-02-07,03:20:00,0,0
2018-02-07,03:40:00,0,0
2018-02-07,04:00:00,0,0
2018-02-07,04:20:00,0,0
2018-02-07,04:40:00,0,0
2018-02-07,05:00:00,0,0
2018-02-07,05:20:00,0,0
2018-02-07,05:40:00,0,0
2018-02-07,06:00:00,0,0
2018-02-07,06:20:00,0,0
2018-02-07,06:40:00,0.0119,0.01155
2018-02-07,07:00:00,0.08115,0.08855
2018-02-07,07:20:00,0.2307,0.2392
2018-02-07,07:40:00,0.48705,0.49815
2018-02-07,08:00:00,0.7278,0.74105
2018-02-07,08:20:00,0.84265,0.8612
2018-02-07,08:40:00,0.53285,0.54535
2018-02-07,09:00:00,0.30515,0.31195
2018-02-07,09:20:00,0.8957,0.9108
2018-02-07,09:40:00,0.59195,0.6057
2018-02-07,10:00:00,0.598,0.6119
2018-02-07,10:20:00,0.5161,0.5278
2018-02-07,10:40:00,0.7083,0.7215
2018-02-07,11:00:00,0.8434,0.8586
2018-02-07,11:20:00,0.68255,0.6961
2018-02-07,11:40:00,0.87295,0.88765
2018-02-07,12:00:00,1.1824,1.20225
2018-02-07,12:20:00,1.2537,1.2757
2018-02-07,12:40:00,0.9936,1.01135
2018-02-07,13:00:00,0.8416,0.8569
2018-02-07,13:20:00,0.8879,0.90275
2018-02-07,13:40:00,0.83985,0.8529
2018-02-07,14:00:00,0.611,0.6226
2018-02-07,14:20:00,0.5179,0.5284
2018-02-07,14:40:00,0.42695,0.43685
2018-02-07,15:00:00,0.5036,0.51315
2018-02-07,15:20:00,0.4298,0.44055
2018-02-07,15:40:00,0.35515,0.36435
2018-02-07,16:00:00,0.17165,0.18105
2018-02-07,16:20:00,0.0796,0.08765
2018-02-07,16:40:00,0.0553,0.0631
2018-02-07,17:00:00,0.02325,0.02115
2018-02-07,17:20:00,0.0043,0.0066
2018-02-07,17:40:00,0,0
2018-02-07,18:00:00,0,0
2018-02-07,18:20:00,0,0
2018-02-07,18:40:00,0,0
2018-02-07,19:00:00,0,0
2018-02-07,19:20:00,0,0
2018-02-07,19:40:00,0,0
2018-02-07,20:00:00,0,0
2018-02-07,20:20:00,0,0
2018-02-07,20:40:00,0,0
2018-02-07,21:00:00,0,0
2018-02-07,21:20:00,0,0
2018-02-07,21:40:00,0,0
2018-02-07,22:00:00,0,0
2018-02-07,22:20:00,0,0
2018-02-07,22:40:00,0,0
2018-02-07,23:00:00,0,0
2018-02-07,23:20:00,0,0
2018-02-07,23:40:00,0,0
