﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211743000499曾泓喻1-PV-3000N-V 1211743000499,1211743000510曾泓喻2-PV-3000N-V 1211743000510,1211743000520曾泓喻3-PV-3000N-V 1211743000520,1211743000521曾泓喻4-PV-3000N-V 1211743000521,1211746000539曾泓喻5-PV-3000N-V 1211746000539,1211743000504曾泓喻6-PV-3000N-V 1211743000504,1211743000505曾泓喻7-PV-3000N-V 1211743000505,1211743000507曾泓喻8-PV-3000N-V 1211743000507
2018-01-23,00:00:00,0,0,0,0,0,0,0,0
2018-01-23,00:20:00,0,0,0,0,0,0,0,0
2018-01-23,00:40:00,0,0,0,0,0,0,0,0
2018-01-23,01:00:00,0,0,0,0,0,0,0,0
2018-01-23,01:20:00,0,0,0,0,0,0,0,0
2018-01-23,01:40:00,0,0,0,0,0,0,0,0
2018-01-23,02:00:00,0,0,0,0,0,0,0,0
2018-01-23,02:20:00,0,0,0,0,0,0,0,0
2018-01-23,02:40:00,0,0,0,0,0,0,0,0
2018-01-23,03:00:00,0,0,0,0,0,0,0,0
2018-01-23,03:20:00,0,0,0,0,0,0,0,0
2018-01-23,03:40:00,0,0,0,0,0,0,0,0
2018-01-23,04:00:00,0,0,0,0,0,0,0,0
2018-01-23,04:20:00,0,0,0,0,0,0,0,0
2018-01-23,04:40:00,0,0,0,0,0,0,0,0
2018-01-23,05:00:00,0,0,0,0,0,0,0,0
2018-01-23,05:20:00,0,0,0,0,0,0,0,0
2018-01-23,05:40:00,0,0,0,0,0,0,0,0
2018-01-23,06:00:00,0,0,0,0,0,0,0,0
2018-01-23,06:20:00,0,0,0,0,0,0,0,0
2018-01-23,06:40:00,0.0111,0.009,0.00365,0.01795,0.00655,0.0073,0.0006,0.0048
2018-01-23,07:00:00,0.0903,0.0852,0.07725,0.11435,0.0826,0.08435,0.06785,0.09315
2018-01-23,07:20:00,0.1998,0.19205,0.18925,0.2358,0.19235,0.19355,0.20155,0.223
2018-01-23,07:40:00,0.28515,0.27495,0.27685,0.33025,0.28075,0.28065,0.311,0.3254
2018-01-23,08:00:00,0.5355,0.51665,0.53025,0.60625,0.5358,0.5331,0.61995,0.62055
2018-01-23,08:20:00,0.8658,0.83745,0.86925,0.97305,0.87025,0.86485,1.0238,1.0151
2018-01-23,08:40:00,1.02675,0.9944,1.0331,1.1523,1.03385,1.025,1.21755,1.20825
2018-01-23,09:00:00,1.1728,1.13715,1.1821,1.31535,1.18395,1.17225,1.4028,1.38325
2018-01-23,09:20:00,1.14895,1.11815,1.1532,1.28655,1.1524,1.1532,1.37495,1.36025
2018-01-23,09:40:00,1.5558,1.51305,1.56915,1.7407,1.571,1.5621,1.8594,1.8467
2018-01-23,10:00:00,1.72715,1.6764,1.74335,1.93435,1.7483,1.72465,2.0715,2.0493
2018-01-23,10:20:00,1.8176,1.76505,1.83435,2.0351,1.84025,1.8146,2.1813,2.1609
2018-01-23,10:40:00,1.9233,1.86685,1.9423,2.15195,1.9435,1.915,2.30875,2.2862
2018-01-23,11:00:00,2.0081,1.94855,2.0299,2.2462,2.0285,2.00115,2.41265,2.3902
2018-01-23,11:20:00,2.0591,1.99715,2.0812,2.30365,2.07815,2.04745,2.47415,2.45035
2018-01-23,11:40:00,2.083,2.0226,2.10325,2.328,2.10435,2.0752,2.5004,2.4843
2018-01-23,12:00:00,2.0985,2.03645,2.1214,2.3478,2.1195,2.09005,2.50605,2.48845
2018-01-23,12:20:00,2.10385,2.0442,2.1259,2.35265,2.1221,2.0917,2.5107,2.4883
2018-01-23,12:40:00,2.07285,2.0172,2.09305,2.31565,2.0921,2.0663,2.4736,2.456
2018-01-23,13:00:00,2.0184,1.96535,2.0394,2.25465,2.03685,2.01275,2.40585,2.3912
2018-01-23,13:20:00,1.9558,1.90635,1.9745,2.18415,1.97235,1.94715,2.3298,2.31355
2018-01-23,13:40:00,1.8693,1.8196,1.88695,2.0844,1.87815,1.85635,2.22115,2.2061
2018-01-23,14:00:00,1.7473,1.7076,1.7611,1.95085,1.75995,1.74385,2.0762,2.0697
2018-01-23,14:20:00,1.61875,1.58305,1.6295,1.80535,1.6266,1.6165,1.92155,1.9181
2018-01-23,14:40:00,1.4611,1.4307,1.4686,1.6294,1.46555,1.459,1.7313,1.74915
2018-01-23,15:00:00,1.28345,1.25945,1.28785,1.42985,1.2833,1.28075,1.51725,1.53525
2018-01-23,15:20:00,1.09905,1.08065,1.0995,1.22505,1.09475,1.09745,1.3044,1.3157
2018-01-23,15:40:00,0.8831,0.8312,0.88015,0.9852,0.81435,0.84705,1.0013,1.05965
