﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1638000178PV-5000W-V 10D1638000178胡聰明#1,10D1636000153PV-5000W-V 10D1636000153胡聰明#2
2018-02-10,00:00:00,0,0
2018-02-10,00:20:00,0,0
2018-02-10,00:40:00,0,0
2018-02-10,01:00:00,0,0
2018-02-10,01:20:00,0,0
2018-02-10,01:40:00,0,0
2018-02-10,02:00:00,0,0
2018-02-10,02:20:00,0,0
2018-02-10,02:40:00,0,0
2018-02-10,03:00:00,0,0
2018-02-10,03:20:00,0,0
2018-02-10,03:40:00,0,0
2018-02-10,04:00:00,0,0
2018-02-10,04:20:00,0,0
2018-02-10,04:40:00,0,0
2018-02-10,05:00:00,0,0
2018-02-10,05:20:00,0,0
2018-02-10,05:40:00,0,0
2018-02-10,06:00:00,0,0
2018-02-10,06:20:00,0,0
2018-02-10,06:40:00,0,0.00015
2018-02-10,07:00:00,0.03155,0.0324
2018-02-10,07:20:00,0.1497,0.1589
2018-02-10,07:40:00,0.2166,0.2259
2018-02-10,08:00:00,0.27255,0.28405
2018-02-10,08:20:00,0.1874,0.19675
2018-02-10,08:40:00,0.40565,0.41615
2018-02-10,09:00:00,0.49205,0.5047
2018-02-10,09:20:00,0.4197,0.43075
2018-02-10,09:40:00,0.57755,0.5896
2018-02-10,10:00:00,0.94805,0.9632
2018-02-10,10:20:00,1.3914,1.40995
2018-02-10,10:40:00,1.6614,1.68475
2018-02-10,11:00:00,2.1343,2.1569
2018-02-10,11:20:00,1.92835,1.9492
2018-02-10,11:40:00,2.1095,2.1332
2018-02-10,12:00:00,1.71095,1.72955
2018-02-10,12:20:00,2.11735,2.1427
2018-02-10,12:40:00,2.43715,2.47055
2018-02-10,13:00:00,2.14145,2.14155
2018-02-10,13:20:00,3.1889,3.2338
2018-02-10,13:40:00,2.21635,2.2298
2018-02-10,14:00:00,2.6641,2.70165
2018-02-10,14:20:00,1.2927,1.4505
2018-02-10,14:40:00,0.7923,0.9376
2018-02-10,15:00:00,0.6791,0.8022
2018-02-10,15:20:00,0.50555,0.61285
2018-02-10,15:40:00,0.52275,0.5991
2018-02-10,16:00:00,0.6069,0.6802
2018-02-10,16:20:00,0.4155,0.47335
2018-02-10,16:40:00,0.1997,0.20855
2018-02-10,17:00:00,0.0752,0.08275
2018-02-10,17:20:00,0.02085,0.0202
2018-02-10,17:40:00,0,0
2018-02-10,18:00:00,0,0
2018-02-10,18:20:00,0,0
2018-02-10,18:40:00,0,0
2018-02-10,19:00:00,0,0
2018-02-10,19:20:00,0,0
2018-02-10,19:40:00,0,0
2018-02-10,20:00:00,0,0
2018-02-10,20:20:00,0,0
2018-02-10,20:40:00,0,0
2018-02-10,21:00:00,0,0
2018-02-10,21:20:00,0,0
2018-02-10,21:40:00,0,0
2018-02-10,22:00:00,0,0
2018-02-10,22:20:00,0,0
2018-02-10,22:40:00,0,0
2018-02-10,23:00:00,0,0
2018-02-10,23:20:00,0,0
2018-02-10,23:40:00,0,0
