﻿﻿﻿﻿﻿﻿﻿inDate,inTime,11C1525000225沙田路-01_無Cap 關AFD,11C1525000202沙田路-02_加Cap 開AFD,11C1520000140沙田路-03_加Cap 開AFD,11C1520000179沙田路-04_加Cap 關AFD,11C1525000201沙田路-05_加Cap 關AFD,11C1520000174沙田路-06_無Cap 關AFD,11D1507000056PV-3000N-V 11D1507000056 沙田路-07,11D1507000013PV-3000N-V 11D1507000013 沙田路-08,11D1507000050PV-3000N-V 11D1507000050 沙田路-09,11D1507000059PV-3000N-V 11D1507000059 沙田路-10,11D1507000060PV-3000N-V 11D1507000060 沙田路-11,11D1507000004PV-3000N-V 11D1507000004 沙田路-12
2018-02-23,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,06:20:00,0,0,0,0,0,0,0,0.0001,0,5.0E-5,0,5.0E-5
2018-02-23,06:40:00,0.02375,0.0313,0.03305,0.0232,0.0306,0.0309,0.007,0.01325,0.00275,0.01405,0.00585,0.0147
2018-02-23,07:00:00,0.0992,0.10755,0.11,0.1088,0.10605,0.11745,0.043,0.0602,0.04175,0.06375,0.04915,0.06305
2018-02-23,07:20:00,0.2886,0.29515,0.2954,0.29895,0.297,0.3029,0.1385,0.16075,0.13275,0.17415,0.1495,0.1719
2018-02-23,07:40:00,0.33755,0.35655,0.357,0.3585,0.35625,0.37355,0.16875,0.1917,0.16205,0.2081,0.1809,0.20605
2018-02-23,08:00:00,0.8408,0.8194,0.8136,0.82005,0.81875,0.8807,0.3849,0.43595,0.37445,0.48295,0.4359,0.45745
2018-02-23,08:20:00,1.8817,1.9006,1.86635,1.88755,1.8963,1.9423,0.8643,0.8651,0.78575,1.12535,1.01825,1.10955
2018-02-23,08:40:00,2.0592,2.21085,2.16335,2.05805,2.0739,2.12005,1.027,0.99645,0.9052,1.3196,1.2003,1.3055
2018-02-23,09:00:00,2.57005,2.7879,2.73315,2.5802,1.8728,2.3703,1.3013,1.2472,1.13595,1.65425,1.50775,1.6406
2018-02-23,09:20:00,1.92055,2.07325,2.03605,1.9398,1.63185,2.0108,1.0108,0.9922,0.907,1.2173,1.10625,1.2087
2018-02-23,09:40:00,2.17175,2.18295,2.15255,2.1701,2.17515,2.24165,1.0962,1.11545,1.0256,1.30185,1.1873,1.29365
2018-02-23,10:00:00,2.66055,2.6631,2.62465,2.64675,2.6486,2.7454,1.3495,1.3675,1.25825,1.56335,1.429,1.56145
2018-02-23,10:20:00,2.2953,2.4567,2.42095,2.29105,2.4466,2.54545,1.2308,1.27055,1.1745,1.4342,1.30795,1.4313
2018-02-23,10:40:00,3.62855,3.6381,3.6032,3.6151,3.60915,3.73345,1.8778,1.8811,1.7442,2.1304,1.9486,2.12755
2018-02-23,11:00:00,4.1881,4.1813,4.11455,3.91485,4.16135,4.01805,2.1843,2.1597,1.99975,2.4572,2.25845,2.4653
2018-02-23,11:20:00,2.6582,2.82825,2.8063,2.81345,2.63295,2.9573,1.48695,1.4696,1.3578,1.67095,1.53235,1.66715
2018-02-23,11:40:00,3.24745,3.25775,3.2266,3.22105,3.24835,3.381,1.76045,1.74165,1.6129,1.99005,1.8187,1.98875
2018-02-23,12:00:00,3.60895,3.58825,3.5676,3.54555,3.55425,3.69455,1.96895,1.94685,1.8003,2.18675,2.0047,2.1761
2018-02-23,12:20:00,3.7974,3.7788,3.7304,3.7424,3.74395,3.8953,2.0615,2.01885,1.8637,2.2564,2.066,2.25465
2018-02-23,12:40:00,3.2527,3.2392,3.2013,3.1983,3.18085,3.2968,1.77195,1.7473,1.61515,1.91165,1.7546,1.91765
2018-02-23,13:00:00,2.7078,2.79055,2.75075,2.60455,2.2101,2.6132,1.5396,1.5905,1.46755,1.65815,1.57665,1.72445
2018-02-23,13:20:00,2.50735,3.32855,3.30955,2.8384,2.17015,3.15155,1.87175,1.8285,1.6857,1.9915,1.8243,1.99255
2018-02-23,13:40:00,2.5097,2.63505,2.62025,2.1837,2.2868,2.7277,1.49105,1.44595,1.3316,1.569,1.4425,1.58145
2018-02-23,14:00:00,2.85245,2.8421,2.82065,2.81385,2.81355,2.96845,1.6296,1.5782,1.44725,1.6935,1.5549,1.6998
2018-02-23,14:20:00,3.36815,3.3446,3.34765,3.31535,3.3164,3.49305,1.9457,1.86995,1.72015,1.9651,1.8321,2.00635
2018-02-23,14:40:00,3.18005,3.1414,3.17235,3.1294,3.12415,3.3001,1.81635,1.7458,1.6102,1.84175,1.69565,1.88695
2018-02-23,15:00:00,1.8574,2.5528,2.58715,1.988,2.34995,2.69,1.52155,1.4733,1.35025,1.51865,1.401,1.5415
2018-02-23,15:20:00,2.18295,2.33555,2.36665,2.1416,1.9827,2.26995,1.418,1.3758,1.2556,1.39185,1.27865,1.4111
2018-02-23,15:40:00,1.2242,1.56905,1.58735,1.47715,1.4891,1.5752,0.9891,0.9688,0.8844,0.96585,0.8779,0.96515
2018-02-23,16:00:00,1.0532,1.16935,1.1177,1.1008,1.15515,1.08895,0.7177,0.72155,0.65565,0.70795,0.64545,0.70935
2018-02-23,16:20:00,0.6826,0.6814,0.68315,0.6774,0.67335,0.7173,0.3767,0.4093,0.3674,0.4085,0.3669,0.40895
2018-02-23,16:40:00,0.49445,0.4943,0.4966,0.49525,0.4914,0.5238,0.25445,0.2939,0.261,0.29455,0.2607,0.294
2018-02-23,17:00:00,0.2676,0.2999,0.3023,0.30195,0.2686,0.32215,0.15345,0.1819,0.1538,0.18215,0.1584,0.1808
2018-02-23,17:20:00,0.12245,0.12885,0.13085,0.13095,0.12825,0.13115,0.06135,0.07925,0.05735,0.07895,0.0647,0.0781
2018-02-23,17:40:00,0.0137,0.02275,0.02495,0.00905,0.01175,0.02025,0.0067,0.0101,0.00305,0.01015,0.00485,0.0104
2018-02-23,18:00:00,0,0,0,0,0,0,0,0.0001,0,0,0,5.0E-5
2018-02-23,18:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,18:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,19:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,19:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,20:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,20:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,21:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,21:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,22:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,22:40:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,23:20:00,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-23,23:40:00,0,0,0,0,0,0,0,0,0,0,0,0
