﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2017-10-15,00:00:00,0,0,0
2017-10-15,00:20:00,0,0,0
2017-10-15,00:40:00,0,0,0
2017-10-15,01:00:00,0,0,0
2017-10-15,01:20:00,0,0,0
2017-10-15,01:40:00,0,0,0
2017-10-15,02:00:00,0,0,0
2017-10-15,02:20:00,0,0,0
2017-10-15,02:40:00,0,0,0
2017-10-15,03:00:00,0,0,0
2017-10-15,03:20:00,0,0,0
2017-10-15,03:40:00,0,0,0
2017-10-15,04:00:00,0,0,0
2017-10-15,04:20:00,0,0,0
2017-10-15,04:40:00,0,0,0
2017-10-15,05:00:00,0,0,0
2017-10-15,05:20:00,0,0,0
2017-10-15,05:40:00,0,0,0
2017-10-15,06:00:00,0,0,0
2017-10-15,06:20:00,0,0.00025,0.00445
2017-10-15,06:40:00,0.01725,0.0183,0.01935
2017-10-15,07:00:00,0.1199,0.11615,0.15085
2017-10-15,07:20:00,0.2099,0.2061,0.2223
2017-10-15,07:40:00,0.15625,0.1516,0.1375
2017-10-15,08:00:00,0.1704,0.1662,0.2085
2017-10-15,08:20:00,0.23255,0.2313,0.2606
2017-10-15,08:40:00,0.28465,0.28485,0.30395
2017-10-15,09:00:00,0.34595,0.3461,0.42375
2017-10-15,09:20:00,0.5927,0.59395,0.67725
2017-10-15,09:40:00,0.53415,0.53565,0.5593
2017-10-15,10:00:00,0.35235,0.3533,0.3495
2017-10-15,10:20:00,0.25195,0.2507,0.30975
2017-10-15,10:40:00,0.4597,0.46065,0.53315
2017-10-15,11:00:00,0.6184,0.6247,0.7168
2017-10-15,11:20:00,0.7447,0.7497,0.85705
2017-10-15,11:40:00,0.93715,0.9401,0.9866
2017-10-15,12:00:00,0.53015,0.53235,0.53615
2017-10-15,12:20:00,0.44805,0.44975,0.5324
2017-10-15,12:40:00,0.43505,0.43695,0.44485
2017-10-15,13:00:00,0.29945,0.2996,0.3332
2017-10-15,13:20:00,0.31795,0.31865,0.3677
2017-10-15,13:40:00,0.50555,0.50685,0.54185
2017-10-15,14:00:00,0.21045,0.2082,0.194
2017-10-15,14:20:00,0.3052,0.306,0.3716
2017-10-15,14:40:00,0.4735,0.47635,0.55
2017-10-15,15:00:00,0.55805,0.5591,0.6185
2017-10-15,15:20:00,0.51185,0.5127,0.5389
2017-10-15,15:40:00,0.36145,0.3622,0.3922
2017-10-15,16:00:00,0.37445,0.3747,0.37345
2017-10-15,16:20:00,0.2276,0.22515,0.24285
2017-10-15,16:40:00,0.149,0.14395,0.13315
2017-10-15,17:00:00,0.0469,0.0466,0.0295
2017-10-15,17:20:00,0.00555,0.0111,0.0106
2017-10-15,17:40:00,0,0.00685,0.00425
2017-10-15,18:00:00,0,0,0
2017-10-15,18:20:00,0,0,0
2017-10-15,18:40:00,0,0,0
2017-10-15,19:00:00,0,0,0
2017-10-15,19:20:00,0,0,0
2017-10-15,19:40:00,0,0,0
2017-10-15,20:00:00,0,0,0
2017-10-15,20:20:00,0,0,0
2017-10-15,20:40:00,0,0,0
2017-10-15,21:00:00,0,0,0
2017-10-15,21:20:00,0,0,0
2017-10-15,21:40:00,0,0,0
2017-10-15,22:00:00,0,0,0
2017-10-15,22:20:00,0,0,0
2017-10-15,22:40:00,0,0,0
2017-10-15,23:00:00,0,0,0
2017-10-15,23:20:00,0,0,0
2017-10-15,23:40:00,0,0,0
