﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151453000334PV-5000W-V 1151453000334 許明和-01,1151453000338PV-5000W-V 1151453000338 許明和-02,1151453000339PV-5000W-V 1151453000339 許明和-03,1151453000333PV-5000W-V 1151453000333 許明和-04,10L1448000044PV-4000W-V 10L1448000044 許明和-05,10L1448000045PV-4000W-V 10L1448000045 許明和-06
2018-02-06,00:00:00,0,0,0,0,0,0
2018-02-06,00:20:00,0,0,0,0,0,0
2018-02-06,00:40:00,0,0,0,0,0,0
2018-02-06,01:00:00,0,0,0,0,0,0
2018-02-06,01:20:00,0,0,0,0,0,0
2018-02-06,01:40:00,0,0,0,0,0,0
2018-02-06,02:00:00,0,0,0,0,0,0
2018-02-06,02:20:00,0,0,0,0,0,0
2018-02-06,02:40:00,0,0,0,0,0,0
2018-02-06,03:00:00,0,0,0,0,0,0
2018-02-06,03:20:00,0,0,0,0,0,0
2018-02-06,03:40:00,0,0,0,0,0,0
2018-02-06,04:00:00,0,0,0,0,0,0
2018-02-06,04:20:00,0,0,0,0,0,0
2018-02-06,04:40:00,0,0,0,0,0,0
2018-02-06,05:00:00,0,0,0,0,0,0
2018-02-06,05:20:00,0,0,0,0,0,0
2018-02-06,05:40:00,0,0,0,0,0,0
2018-02-06,06:00:00,0,0,0,0,0,0
2018-02-06,06:20:00,0,0,0,0,0,0
2018-02-06,06:40:00,0.0417,0.0443,0.021,0.03435,0.03075,0.0289
2018-02-06,07:00:00,0.1829,0.1704,0.14945,0.22255,0.19685,0.18905
2018-02-06,07:20:00,0.4444,0.32515,0.3194,0.5359,0.4569,0.436
2018-02-06,07:40:00,0.96755,0.68505,0.57015,0.8923,0.75805,0.72005
2018-02-06,08:00:00,1.4785,1.3865,1.05515,1.35225,1.14545,1.08675
2018-02-06,08:20:00,1.52215,1.47555,1.44145,1.5476,1.3036,1.24745
2018-02-06,08:40:00,0.9322,0.9205,0.9235,0.951,0.78405,0.7541
2018-02-06,09:00:00,1.544,1.50175,1.4434,1.44095,1.2313,1.17875
2018-02-06,09:20:00,1.741,1.70315,1.55215,1.56215,1.30185,1.25375
2018-02-06,09:40:00,2.22245,2.17605,2.1988,2.1964,1.8319,1.7767
2018-02-06,10:00:00,2.9929,2.92045,2.7037,2.7482,2.30205,2.21375
2018-02-06,10:20:00,2.4423,2.3888,2.2842,2.3328,2.0083,1.9241
2018-02-06,10:40:00,2.182,2.1148,2.2256,2.21975,1.8823,1.80375
2018-02-06,11:00:00,1.89155,1.8607,1.8171,1.78005,1.51665,1.46355
2018-02-06,11:20:00,2.9946,2.93105,2.63925,2.6698,2.2562,2.1777
2018-02-06,11:40:00,3.15595,3.063,3.15775,3.13145,2.6566,2.5569
2018-02-06,12:00:00,2.44105,2.39,2.40595,2.38295,2.02005,1.92445
2018-02-06,12:20:00,1.99005,1.9744,1.98655,1.9879,1.66135,1.5972
2018-02-06,12:40:00,2.65905,2.6505,2.6771,2.6299,2.2164,2.16015
2018-02-06,13:00:00,1.98195,1.93985,1.86535,1.86245,1.56825,1.5155
2018-02-06,13:20:00,2.24185,2.1859,2.07995,2.10615,1.7348,1.67575
2018-02-06,13:40:00,3.3214,3.26295,3.2773,3.21545,2.7357,2.641
2018-02-06,14:00:00,2.3606,2.3172,2.3301,2.1665,1.9503,1.86435
2018-02-06,14:20:00,1.7867,1.76695,1.8295,1.7571,1.5307,1.4704
2018-02-06,14:40:00,1.4562,1.43725,1.45255,1.4593,1.2063,1.16685
2018-02-06,15:00:00,1.58185,1.5506,1.54875,1.57845,1.3002,1.26
2018-02-06,15:20:00,1.38325,1.34425,1.2966,1.3314,1.10615,1.05945
2018-02-06,15:40:00,1.0174,0.9978,1.0561,1.09785,0.89915,0.8632
2018-02-06,16:00:00,0.83105,0.81225,0.83165,0.8592,0.70405,0.67725
2018-02-06,16:20:00,0.5344,0.5317,0.54795,0.56765,0.45875,0.44585
2018-02-06,16:40:00,0.34485,0.3423,0.34145,0.35905,0.2926,0.2841
2018-02-06,17:00:00,0.28115,0.27675,0.28065,0.3163,0.25495,0.2485
2018-02-06,17:20:00,0.08195,0.08625,0.0896,0.1089,0.0901,0.086
2018-02-06,17:40:00,0.0108,0.01295,0.0043,0.0194,0.01815,0.01455
2018-02-06,18:00:00,0.0043,0.00525,0.002,0.01045,0,0
2018-02-06,18:20:00,0,0,0,0,0,0
2018-02-06,18:40:00,0,0,0,0,0,0
2018-02-06,19:00:00,0,0,0,0,0,0
2018-02-06,19:20:00,0,0,0,0,0,0
2018-02-06,19:40:00,0,0,0,0,0,0
2018-02-06,20:00:00,0,0,0,0,0,0
2018-02-06,20:20:00,0,0,0,0,0,0
2018-02-06,20:40:00,0,0,0,0,0,0
2018-02-06,21:00:00,0,0,0,0,0,0
2018-02-06,21:20:00,0,0,0,0,0,0
2018-02-06,21:40:00,0,0,0,0,0,0
2018-02-06,22:00:00,0,0,0,0,0,0
2018-02-06,22:20:00,0,0,0,0,0,0
2018-02-06,22:40:00,0,0,0,0,0,0
2018-02-06,23:00:00,0,0,0,0,0,0
2018-02-06,23:20:00,0,0,0,0,0,0
2018-02-06,23:40:00,0,0,0,0,0,0
