﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2018-03-27,00:00:00,0,0,0
2018-03-27,00:20:00,0,0,0
2018-03-27,00:40:00,0,0,0
2018-03-27,01:00:00,0,0,0
2018-03-27,01:20:00,0,0,0
2018-03-27,01:40:00,0,0,0
2018-03-27,02:00:00,0,0,0
2018-03-27,02:20:00,0,0,0
2018-03-27,02:40:00,0,0,0
2018-03-27,03:00:00,0,0,0
2018-03-27,03:20:00,0,0,0
2018-03-27,03:40:00,0,0,0
2018-03-27,04:00:00,0,0,0
2018-03-27,04:20:00,0,0,0
2018-03-27,04:40:00,0,0,0
2018-03-27,05:00:00,0,0,0
2018-03-27,05:20:00,0,0,0
2018-03-27,05:40:00,0,0,0
2018-03-27,06:00:00,0.02025,0.039,0.02985
2018-03-27,06:20:00,0.1297,0.15605,0.15445
2018-03-27,06:40:00,0.286,0.33015,0.34575
2018-03-27,07:00:00,0.51345,0.5772,0.61375
2018-03-27,07:20:00,0.7957,0.8614,0.93135
2018-03-27,07:40:00,1.05975,1.14545,1.239
2018-03-27,08:00:00,1.39135,1.46905,1.5996
2018-03-27,08:20:00,1.67425,1.7555,1.8985
2018-03-27,08:40:00,1.9268,2.02735,2.21225
2018-03-27,09:00:00,2.2678,2.3362,2.561
2018-03-27,09:20:00,2.54655,2.5965,2.8245
2018-03-27,09:40:00,2.8604,2.94665,3.20015
2018-03-27,10:00:00,2.50715,2.30805,2.51195
2018-03-27,10:20:00,2.5351,2.43185,2.72195
2018-03-27,10:40:00,2.30655,2.61705,2.94315
2018-03-27,11:00:00,2.6061,2.1691,2.50715
2018-03-27,11:20:00,2.0823,2.5341,2.68135
2018-03-27,11:40:00,2.79785,2.9359,3.1578
2018-03-27,12:00:00,3.4759,3.0755,3.59115
2018-03-27,12:20:00,2.49495,2.6609,2.92135
2018-03-27,12:40:00,2.8359,3.14435,3.3515
2018-03-27,13:00:00,3.4291,3.44785,3.8247
2018-03-27,13:20:00,3.455,3.38535,3.7899
2018-03-27,13:40:00,3.16905,3.15095,3.4747
2018-03-27,14:00:00,2.87135,2.81125,3.12435
2018-03-27,14:20:00,2.60845,2.5672,2.9641
2018-03-27,14:40:00,2.5181,2.5275,2.7531
2018-03-27,15:00:00,2.27235,2.24815,2.50395
2018-03-27,15:20:00,1.998,1.9318,2.18145
2018-03-27,15:40:00,1.67085,1.55615,1.75335
2018-03-27,16:00:00,1.40405,1.3916,1.55265
2018-03-27,16:20:00,1.1808,1.13105,1.2721
2018-03-27,16:40:00,0.9641,0.89205,1.01585
2018-03-27,17:00:00,0.62105,0.5447,0.62715
2018-03-27,17:20:00,0.3677,0.3162,0.3635
2018-03-27,17:40:00,0.1737,0.1303,0.14935
2018-03-27,18:00:00,0.0344,0.01805,0.01965
2018-03-27,18:20:00,0.0009,0.00665,0.00655
2018-03-27,18:40:00,0,0,0
2018-03-27,19:00:00,0,0,0
2018-03-27,19:20:00,0,0,0
2018-03-27,19:40:00,0,0,0
2018-03-27,20:00:00,0,0,0
2018-03-27,20:20:00,0,0,0
2018-03-27,20:40:00,0,0,0
2018-03-27,21:00:00,0,0,0
2018-03-27,21:20:00,0,0,0
2018-03-27,21:40:00,0,0,0
2018-03-27,22:00:00,0,0,0
2018-03-27,22:20:00,0,0,0
2018-03-27,22:40:00,0,0,0
2018-03-27,23:00:00,0,0,0
2018-03-27,23:20:00,0,0,0
2018-03-27,23:40:00,0,0,0
