﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1211727000271嬌旺食品1-PV-3000N-V 1211727000271,1211727000267嬌旺食品2-PV-3000N-V 1211727000267,1211727000263嬌旺食品3-PV-3000N-V 1211727000263,11O1730000883嬌旺食品4-PV-5000W-HV 11O1730000883,11O1730000882嬌旺食品5-PV-5000W-HV 11O1730000882,11O1730000880嬌旺食品6-PV-5000W-HV 11O1730000880,11O1730000871嬌旺食品7-PV-5000W-HV 11O1730000871,11O1730000863嬌旺食品8-PV-5000W-HV 11O1730000863,11O1730000860嬌旺食品9-PV-5000W-HV 11O1730000860,11O1730000848嬌旺食品10-PV-5000W-HV 11O1730000848,11O1730000847嬌旺食品11-PV-5000W-HV 11O1730000847,11O1730000846嬌旺食品12-PV-5000W-HV 11O1730000846,11O1730000845嬌旺食品13-PV-5000W-HV 11O1730000845,11O1730000844嬌旺食品14-PV-5000W-HV 11O1730000844,11O1730000843嬌旺食品15-PV-5000W-HV 11O1730000843,11O1730000842嬌旺食品16-PV-5000W-HV 11O1730000842,11O1730000841嬌旺食品17-PV-5000W-HV 11O1730000841,11O1729000832嬌旺食品18-PV-5000W-HV 11O1729000832
2018-03-30,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-30,05:40:00,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0001,0,0,0,0
2018-03-30,06:00:00,0.0257,0.0341,0.0269,0.02715,0.04115,0.001,0.0652,0.00175,0.0336,0.0226,0.02245,0.0782,0.0011,0.0558,0.06525,0.0514,0.0009,0.0261
2018-03-30,06:20:00,0.12575,0.1341,0.13515,0.2208,0.19445,0.1938,0.2272,0.26145,0.1917,0.2053,0.1912,0.2551,0.198,0.2001,0.25155,0.3042,0.1758,0.2205
2018-03-30,06:40:00,0.2769,0.28555,0.2875,0.4784,0.4212,0.4296,0.4728,0.5109,0.43095,0.4533,0.41505,0.51255,0.42485,0.42315,0.4818,0.52835,0.4007,0.45845
2018-03-30,07:00:00,0.4744,0.48655,0.4855,0.7879,0.7248,0.7641,0.77525,0.83175,0.74585,0.78045,0.7497,0.8544,0.741,0.73885,0.79015,0.8162,0.7057,0.7711
2018-03-30,07:20:00,0.70065,0.7114,0.71255,1.16085,1.08865,1.17555,1.14505,1.2144,1.0948,1.1513,1.1515,1.245,1.1059,1.0965,1.14165,1.1087,1.0427,1.13445
2018-03-30,07:40:00,0.92945,0.93835,0.9391,1.5225,1.449,1.5577,1.50815,1.60325,1.45555,1.5305,1.5407,1.63555,1.4638,1.4711,1.49455,1.4249,1.3676,1.4928
2018-03-30,08:00:00,1.19575,1.21485,1.213,1.95085,1.88165,1.99945,1.94555,2.0101,1.8871,1.985,1.98565,2.0915,1.8928,1.89595,1.91655,1.9134,1.82945,1.9101
2018-03-30,08:20:00,1.43735,1.4498,1.4521,2.32725,2.25925,2.4403,2.29625,2.41045,2.2851,2.3707,2.37515,2.48275,2.26735,2.26795,2.2737,2.287,2.19425,2.27265
2018-03-30,08:40:00,1.6268,1.64415,1.6411,2.6343,2.5595,2.794,2.62425,2.76875,2.6055,2.6704,2.69175,2.8013,2.5671,2.57965,2.5675,2.61095,2.4865,2.566
2018-03-30,09:00:00,1.73555,1.75705,1.74635,2.8224,2.76165,3.00195,2.8355,2.9616,2.809,2.8614,2.9043,3.0162,2.7539,2.7996,2.7554,2.8204,2.6814,2.75625
2018-03-30,09:20:00,1.98625,2.0167,2.00505,3.2254,3.17035,3.42405,3.24205,3.38955,3.24345,3.29085,3.3527,3.47285,3.1806,3.2033,3.1503,3.2024,3.07605,3.1446
2018-03-30,09:40:00,2.1751,2.24925,2.22125,3.5446,3.50475,3.7497,3.53185,3.6584,3.59925,3.66315,3.70325,3.84375,3.5149,3.5249,3.44675,3.50225,3.3794,3.47345
2018-03-30,10:00:00,2.3161,2.38195,2.3713,3.77985,3.77465,3.98345,3.7573,3.92835,3.7617,3.81005,3.9793,4.1097,3.74185,3.77555,3.692,3.7356,3.6365,3.70785
2018-03-30,10:20:00,2.42955,2.5058,2.47645,3.9331,3.95395,4.11745,3.94105,4.0637,3.9813,4.03355,4.12345,4.2555,3.92135,3.9179,3.82045,3.88805,3.7552,3.8265
2018-03-30,10:40:00,2.51855,2.5693,2.5366,4.05325,4.11395,4.25085,4.1152,4.23915,4.14375,4.14705,4.31615,4.4412,4.08035,4.11205,3.9485,4.05375,3.9208,3.93455
2018-03-30,11:00:00,2.46195,2.4798,2.4632,3.91775,3.90655,4.1296,4.0018,4.10915,4.03695,4.00045,4.1934,4.30415,3.9387,4.0086,3.83165,3.95515,3.8198,3.80745
2018-03-30,11:20:00,2.57445,2.6164,2.58175,4.1486,4.16575,4.387,4.26465,4.40065,4.2473,4.2353,4.4537,4.5506,4.2062,4.25,4.08345,4.19325,4.0703,4.02605
2018-03-30,11:40:00,2.6447,2.66535,2.63725,4.3121,4.27315,4.48705,4.3812,4.53195,4.36135,4.33135,4.5986,4.68815,4.3186,4.3896,4.1849,4.3076,4.18965,4.12075
2018-03-30,12:00:00,2.6299,2.65165,2.619,4.312,4.2699,4.4707,4.3995,4.5269,4.35015,4.3122,4.5953,4.6803,4.3087,4.3815,4.1755,4.318,4.18425,4.1149
2018-03-30,12:20:00,2.62935,2.6672,2.6308,4.34175,4.2962,4.46785,4.42375,4.5437,4.37165,4.33705,4.59055,4.6904,4.3345,4.37685,4.20445,4.3386,4.2114,4.1429
2018-03-30,12:40:00,2.61315,2.64875,2.6155,4.2934,4.248,4.42625,4.34665,4.49715,4.3463,4.30595,4.5346,4.6375,4.2898,4.3215,4.1653,4.2708,4.14755,4.0977
2018-03-30,13:00:00,2.54815,2.57785,2.54565,4.1764,4.12955,4.3218,4.24815,4.3798,4.22625,4.18695,4.4367,4.5283,4.16935,4.24615,4.04915,4.17995,4.04685,3.9945
2018-03-30,13:20:00,2.0876,2.1504,2.1106,3.4543,3.38,3.5239,3.52145,3.6164,3.43905,3.46705,3.60035,3.7016,3.4096,3.45485,3.3452,3.4711,3.3187,3.3166
2018-03-30,13:40:00,2.3419,2.40105,2.3637,3.852,3.75745,3.981,3.886,4.00575,3.85845,3.88065,4.03605,4.15495,3.8148,3.8396,3.71575,3.81735,3.65005,3.6883
2018-03-30,14:00:00,2.09925,2.12735,2.10245,3.42935,3.3331,3.5372,3.51605,3.62065,3.43245,3.45,3.56775,3.6965,3.37685,3.4398,3.34005,3.45215,3.26025,3.281
2018-03-30,14:20:00,1.3457,1.3694,1.35355,2.20075,2.1306,2.25485,2.2723,2.3695,2.1872,2.2264,2.2864,2.36605,2.14565,2.2173,2.1808,2.2643,2.11495,2.1435
2018-03-30,14:40:00,1.60405,1.6376,1.6155,2.6091,2.5592,2.71755,2.65845,2.79725,2.59555,2.6721,2.7099,2.7862,2.58065,2.63015,2.575,2.6411,2.51825,2.5588
2018-03-30,15:00:00,1.6544,1.68725,1.6603,2.6834,2.6277,2.8169,2.7324,2.8845,2.6684,2.7493,2.79955,2.87295,2.64445,2.70235,2.6532,2.70625,2.5716,2.6324
2018-03-30,15:20:00,1.43815,1.47695,1.45215,2.3349,2.2826,2.43525,2.382,2.5314,2.3215,2.4075,2.43965,2.51865,2.3122,2.3509,2.3278,2.37045,2.24235,2.2986
2018-03-30,15:40:00,1.2273,1.26325,1.2407,1.9894,1.94895,2.0591,2.0282,2.16575,1.98455,2.057,2.074,2.1543,1.9747,1.99925,1.99505,2.03235,1.9133,1.96215
2018-03-30,16:00:00,0.9769,1.00775,0.98825,1.5786,1.5446,1.62585,1.6022,1.72985,1.57625,1.6397,1.6399,1.7221,1.5674,1.5781,1.59385,1.6243,1.51095,1.5655
2018-03-30,16:20:00,0.8164,0.83435,0.8171,1.30415,1.28145,1.34865,1.3189,1.434,1.2922,1.3507,1.34945,1.42475,1.29575,1.3024,1.3236,1.3553,1.2485,1.2973
2018-03-30,16:40:00,0.58885,0.6038,0.59155,0.93605,0.91905,0.9616,0.9395,1.038,0.9337,0.97395,0.9642,1.03205,0.93555,0.9371,0.972,0.99455,0.88345,0.9317
2018-03-30,17:00:00,0.3949,0.4107,0.39915,0.649,0.61495,0.6427,0.6462,0.71165,0.62245,0.6496,0.642,0.7074,0.6264,0.6241,0.6684,0.70295,0.58965,0.6369
2018-03-30,17:20:00,0.1947,0.20795,0.20435,0.3364,0.3117,0.31685,0.3385,0.3814,0.30765,0.3234,0.3074,0.3703,0.31015,0.31245,0.3616,0.41045,0.2884,0.32715
2018-03-30,17:40:00,0.06765,0.07915,0.0768,0.12235,0.11235,0.10845,0.1289,0.1637,0.10135,0.1088,0.09985,0.1541,0.11865,0.1157,0.16405,0.2143,0.09275,0.12765
2018-03-30,18:00:00,0.0067,0.01135,0.01005,0.0267,0.02725,0.0158,0.0302,0.061,0.0121,0.01465,0.0101,0.0521,0.024,0.0232,0.0746,0.1234,0.01205,0.0338
2018-03-30,18:20:00,5.0E-5,0,0,0.00025,0.0005,0,0.0018,0.0272,0,0,0,0.01785,0,0,0.04255,0.093,0,0.00335
2018-03-30,18:40:00,0,0,0,0,0,0,0,0.00075,0,0,0,0.00065,0,0,0.0014,0.0005,0,5.0E-5
2018-03-30,19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
