﻿﻿﻿﻿﻿﻿﻿inDate,inTime,Y1349000221PV-10000T-U Y1349000221水林吳有明-B,Y1349000216PV-10000T-U Y1349000216水林吳有明-B,Y1349000206PV-10000T-U Y1349000206水林吳有明-A,Y1349000195PV-10000T-U Y1349000195水林吳有明-A,Y1349000159PV-10000T-U Y1349000159水林吳有明-A,Y1345000057PV-10000T-U Y1345000057-水林106年4月7日換,K1330000029PV-10000T-U K1330000029-水林吳有明-B,60K1639000025PV-10000T-U 60K1639000025吳有明105-11-26換,Y1349000201PV-10000T-U Y1349000201水林吳有明-B,Y1349000164PV-10000T-U Y1349000164水林吳有明-B,Y1349000227PV-10000T-U Y1349000227水林吳有明-B,60K1639000013PV-10000T-U 60K1639000013水林-吳有明-B,Y1349000196PV-10000T-U Y1349000196水林吳有明-A,60K1424000100PV-10000T-U 60K1424000100水林吳有明-A,60K1438000354PV-10000T-U 60K1438000354林吳有明-A,Y1349000161PV-10000T-U Y1349000161水林吳有明-A,Y1349000213PV-10000T-U Y1349000213水林吳有明-B,Y1349000209PV-10000T-U Y1349000209水林吳有明-B,Y1349000166PV-10000T-U Y1349000166水林吳有明-B,Y1347000107PV-10000T-U Y1347000107水林吳有明-A,Y1349000203PV-10000T-U Y1349000203水林吳有明-B
2017-12-26,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,06:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-26,06:40:00,0.0016,0.0015,0.0009,0.0012,0.0008,0.00105,0.002,0.0055,0.00165,0.0023,0.00225,0.00645,0.00145,0.0021,0.00185,0.0013,0.00125,0.0029,0.00145,0.0026,0.00195
2017-12-26,07:00:00,0.11515,0.1178,0.1036,0.1069,0.09735,0.1105,0.12665,0.1501,0.1184,0.1399,0.145,0.16365,0.1158,0.1245,0.12665,0.11865,0.1202,0.13925,0.11615,0.13255,0.1278
2017-12-26,07:20:00,0.3906,0.3817,0.344,0.3578,0.34765,0.39045,0.4212,0.4486,0.40335,0.4212,0.43085,0.47965,0.36925,0.3996,0.39455,0.36525,0.37525,0.4053,0.3692,0.4175,0.41195
2017-12-26,07:40:00,0.7211,0.70485,0.64315,0.66735,0.6532,0.74555,0.7751,0.78655,0.74665,0.75665,0.7733,0.83895,0.67515,0.7351,0.72875,0.67025,0.68085,0.72125,0.68955,0.74275,0.74345
2017-12-26,08:00:00,1.35735,1.3095,1.2066,1.19,1.24425,1.41,1.45945,1.4699,1.4228,1.4491,1.46895,1.5823,1.236,1.32335,1.24735,1.23115,1.2509,1.31535,1.2542,1.3531,1.36165
2017-12-26,08:20:00,1.9821,1.8957,1.75975,1.82585,1.81445,2.0416,2.11645,2.09295,2.04915,2.08255,2.1165,2.2517,1.78565,1.90215,1.88605,1.76065,1.786,1.86485,1.79035,1.9043,1.93115
2017-12-26,08:40:00,2.1476,2.0919,1.9662,2.0481,2.04765,2.31735,2.39585,2.38695,2.3489,2.3963,2.42905,2.59945,1.98135,2.1125,2.1131,1.9894,2.0219,2.12985,2.06635,2.19155,2.299
2017-12-26,09:00:00,3.37995,3.20795,3.00145,3.08605,3.0689,3.40695,3.4706,3.4603,3.4358,3.5015,3.5294,3.7244,3.04305,3.16675,3.10855,2.92775,2.94615,3.0774,2.98985,3.12275,3.3073
2017-12-26,09:20:00,4.02965,3.8415,3.64185,3.72615,3.72035,4.08225,4.182,4.1733,4.13745,4.21805,4.23725,4.4522,3.669,3.82485,3.7734,3.58995,3.62275,3.76915,3.62625,3.80585,4.0169
