﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151416000002PV-5000W-V 1151416000002國姓林月敏一場9.12kW,1151416000003PV-5000W-V 1151416000003國姓林月敏一場
2017-11-21,00:00:00,0,0
2017-11-21,00:20:00,0,0
2017-11-21,00:40:00,0,0
2017-11-21,01:00:00,0,0
2017-11-21,01:20:00,0,0
2017-11-21,01:40:00,0,0
2017-11-21,02:00:00,0,0
2017-11-21,02:20:00,0,0
2017-11-21,02:40:00,0,0
2017-11-21,03:00:00,0,0
2017-11-21,03:20:00,0,0
2017-11-21,03:40:00,0,0
2017-11-21,04:00:00,0,0
2017-11-21,04:20:00,0,0
2017-11-21,04:40:00,0,0
2017-11-21,05:00:00,0,0
2017-11-21,05:20:00,0,0
2017-11-21,05:40:00,0,0
2017-11-21,06:00:00,0,0
2017-11-21,06:20:00,0.01065,0.00565
2017-11-21,06:40:00,0.1048,0.09985
2017-11-21,07:00:00,0.10535,0.1027
2017-11-21,07:20:00,0.17175,0.18385
2017-11-21,07:40:00,0.31135,0.3136
2017-11-21,08:00:00,0.2951,0.3421
2017-11-21,08:20:00,0.48575,0.4735
2017-11-21,08:40:00,0.77875,0.77795
2017-11-21,09:00:00,0.82605,0.88595
2017-11-21,09:20:00,0.95275,0.96125
2017-11-21,09:40:00,1.05825,1.12055
2017-11-21,10:00:00,1.17895,1.1751
2017-11-21,10:20:00,1.0896,1.12965
2017-11-21,10:40:00,1.7432,1.8009
2017-11-21,11:00:00,1.4586,1.4415
2017-11-21,11:20:00,1.6764,1.8644
2017-11-21,11:40:00,1.88185,1.89285
2017-11-21,12:00:00,1.52585,1.76795
2017-11-21,12:20:00,1.3004,1.4188
2017-11-21,12:40:00,2.3345,2.435
2017-11-21,13:00:00,2.1295,2.89185
2017-11-21,13:20:00,1.3598,1.6035
2017-11-21,13:40:00,1.28805,1.53615
2017-11-21,14:00:00,1.25215,1.5452
2017-11-21,14:20:00,0.87805,1.04065
2017-11-21,14:40:00,0.73965,0.8821
2017-11-21,15:00:00,0.8426,1.1746
2017-11-21,15:20:00,0.68395,1.0283
2017-11-21,15:40:00,0.4174,0.7675
2017-11-21,16:00:00,0.3984,0.8724
2017-11-21,16:20:00,0.15705,0.32625
2017-11-21,16:40:00,0.05655,0.08025
2017-11-21,17:00:00,0.0169,0.0158
2017-11-21,17:20:00,0.0075,0.0059
2017-11-21,17:40:00,0,0
2017-11-21,18:00:00,0,0
2017-11-21,18:20:00,0,0
2017-11-21,18:40:00,0,0
2017-11-21,19:00:00,0,0
2017-11-21,19:20:00,0,0
2017-11-21,19:40:00,0,0
2017-11-21,20:00:00,0,0
2017-11-21,20:20:00,0,0
2017-11-21,20:40:00,0,0
2017-11-21,21:00:00,0,0
2017-11-21,21:20:00,0,0
2017-11-21,21:40:00,0,0
2017-11-21,22:00:00,0,0
2017-11-21,22:20:00,0,0
2017-11-21,22:40:00,0,0
2017-11-21,23:00:00,0,0
2017-11-21,23:20:00,0,0
2017-11-21,23:40:00,0,0
