﻿﻿﻿﻿﻿﻿﻿inDate,inTime,61C164300023061C1643000230建泰二期,61C1643000218U 61C1643000218建泰二期,61C1643000224U 61C1643000224建泰二期,61C1643000225U 61C1643000225建泰二期,61C1643000226U 61C1643000226建泰二期,61C1643000227U 61C1643000227建泰二期,61C1643000229U 61C1643000229建泰二期
2017-11-04,00:00:00,0,0,0,0,0,0,0
2017-11-04,00:20:00,0,0,0,0,0,0,0
2017-11-04,00:40:00,0,0,0,0,0,0,0
2017-11-04,01:00:00,0,0,0,0,0,0,0
2017-11-04,01:20:00,0,0,0,0,0,0,0
2017-11-04,01:40:00,0,0,0,0,0,0,0
2017-11-04,02:00:00,0,0,0,0,0,0,0
2017-11-04,02:20:00,0,0,0,0,0,0,0
2017-11-04,02:40:00,0,0,0,0,0,0,0
2017-11-04,03:00:00,0,0,0,0,0,0,0
2017-11-04,03:20:00,0,0,0,0,0,0,0
2017-11-04,03:40:00,0,0,0,0,0,0,0
2017-11-04,04:00:00,0,0,0,0,0,0,0
2017-11-04,04:20:00,0,0,0,0,0,0,0
2017-11-04,04:40:00,0,0,0,0,0,0,0
2017-11-04,05:00:00,0,0,0,0,0,0,0
2017-11-04,05:20:00,0,0,0,0,0,0,0
2017-11-04,05:40:00,0,0,0,0,0,0,0
2017-11-04,06:00:00,0,0,0,0,0,0,0
2017-11-04,06:20:00,0.10615,0.10525,0.1033,0.108,0.10555,0.10525,0.10625
2017-11-04,06:40:00,0.2614,0.2512,0.2448,0.24465,0.24795,0.24105,0.24585
2017-11-04,07:00:00,0.48165,0.46985,0.46415,0.4742,0.45155,0.44675,0.48315
2017-11-04,07:20:00,1.01655,0.97965,0.9769,0.946,1.0016,0.98495,1.0048
2017-11-04,07:40:00,1.54155,1.41715,1.41585,1.5048,1.45385,1.4937,1.5175
2017-11-04,08:00:00,1.99115,1.9057,1.80965,1.75315,1.9547,1.924,1.863
2017-11-04,08:20:00,2.27345,2.1749,2.0639,2.22515,2.14545,2.2007,2.2457
2017-11-04,08:40:00,5.80865,4.76595,5.06885,5.55285,5.6105,5.45155,5.6021
2017-11-04,09:00:00,6.06355,5.7967,5.8194,5.4514,5.904,5.49375,5.4862
2017-11-04,09:20:00,4.95315,4.4369,4.4721,4.51565,4.5563,4.522,4.54885
2017-11-04,09:40:00,5.3521,4.8309,4.8359,4.8672,4.92055,4.89065,4.9192
2017-11-04,10:00:00,4.771,4.1463,4.0939,4.4147,4.4253,4.6049,4.4293
2017-11-04,10:20:00,3.81665,3.63105,3.61115,3.68665,3.71745,3.6619,3.55385
2017-11-04,10:40:00,6.0979,5.8264,5.4974,5.8216,5.88865,5.8693,5.67975
2017-11-04,11:00:00,7.70455,6.4841,6.50885,7.06725,7.13875,7.5128,7.1207
2017-11-04,11:20:00,7.01935,6.6921,6.6836,6.676,6.7523,6.7618,6.76395
2017-11-04,11:40:00,8.4998,8.0798,8.1268,7.78825,8.16435,7.889,7.8597
2017-11-04,12:00:00,8.1389,7.7489,7.3934,7.71755,7.42135,7.44275,7.02395
2017-11-04,12:20:00,8.1419,7.7469,7.7671,7.7422,7.82905,7.8524,7.84185
2017-11-04,12:40:00,7.4343,7.0698,6.36435,6.5017,6.8628,6.7319,6.1648
2017-11-04,13:00:00,8.0028,7.62115,7.65385,7.2105,7.26795,7.7256,7.68955
2017-11-04,13:20:00,7.28675,6.9315,6.27615,6.2585,6.6735,6.68795,6.33755
2017-11-04,13:40:00,6.91005,6.5667,6.61205,6.59255,6.65985,6.67835,6.68235
2017-11-04,14:00:00,5.20495,4.93825,4.51475,4.9869,5.0244,5.00655,5.05425
2017-11-04,14:20:00,4.1192,3.886,3.83605,3.927,3.9646,3.9134,4.00835
2017-11-04,14:40:00,4.44775,4.21545,4.2402,4.2325,4.13065,4.1274,4.3021
2017-11-04,15:00:00,2.86505,2.7282,2.6027,2.6126,2.66865,2.5007,2.81795
2017-11-04,15:20:00,2.93465,2.6435,2.6837,2.8118,2.7391,2.71725,2.8673
2017-11-04,15:40:00,1.4136,1.3483,1.34485,1.3781,1.30605,1.3657,1.39585
2017-11-04,16:00:00,0.8696,0.83945,0.8369,0.85365,0.85885,0.8458,0.813
2017-11-04,16:20:00,0.4743,0.46445,0.46115,0.4377,0.47505,0.46815,0.47245
2017-11-04,16:40:00,0.222,0.22775,0.2203,0.21955,0.2214,0.2207,0.2261
2017-11-04,17:00:00,0.08685,0.11725,0.07575,0.0721,0.11005,0.09035,0.08875
2017-11-04,17:20:00,0,0.02165,0,0,0.00255,0,0
2017-11-04,17:40:00,0,0,0,0,0,0,0
2017-11-04,18:00:00,0,0,0,0,0,0,0
2017-11-04,18:20:00,0,0,0,0,0,0,0
2017-11-04,18:40:00,0,0,0,0,0,0,0
2017-11-04,19:00:00,0,0,0,0,0,0,0
2017-11-04,19:20:00,0,0,0,0,0,0,0
2017-11-04,19:40:00,0,0,0,0,0,0,0
2017-11-04,20:00:00,0,0,0,0,0,0,0
2017-11-04,20:20:00,0,0,0,0,0,0,0
2017-11-04,20:40:00,0,0,0,0,0,0,0
2017-11-04,21:00:00,0,0,0,0,0,0,0
2017-11-04,21:20:00,0,0,0,0,0,0,0
2017-11-04,21:40:00,0,0,0,0,0,0,0
2017-11-04,22:00:00,0,0,0,0,0,0,0
2017-11-04,22:20:00,0,0,0,0,0,0,0
2017-11-04,22:40:00,0,0,0,0,0,0,0
2017-11-04,23:00:00,0,0,0,0,0,0,0
2017-11-04,23:20:00,0,0,0,0,0,0,0
2017-11-04,23:40:00,0,0,0,0,0,0,0
