﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2017-11-29,00:00:00,0,0
2017-11-29,00:20:00,0,0
2017-11-29,00:40:00,0,0
2017-11-29,01:00:00,0,0
2017-11-29,01:20:00,0,0
2017-11-29,01:40:00,0,0
2017-11-29,02:00:00,0,0
2017-11-29,02:20:00,0,0
2017-11-29,02:40:00,0,0
2017-11-29,03:00:00,0,0
2017-11-29,03:20:00,0,0
2017-11-29,03:40:00,0,0
2017-11-29,04:00:00,0,0
2017-11-29,04:20:00,0,0
2017-11-29,04:40:00,0,0
2017-11-29,05:00:00,0,0
2017-11-29,05:20:00,0,0
2017-11-29,05:40:00,0,0
2017-11-29,06:00:00,0,0
2017-11-29,06:20:00,0,0
2017-11-29,06:40:00,0.0131,0.01245
2017-11-29,07:00:00,0.21385,0.21305
2017-11-29,07:20:00,0.5545,0.5549
2017-11-29,07:40:00,1.17325,1.1977
2017-11-29,08:00:00,1.61055,1.64395
2017-11-29,08:20:00,2.50305,2.4951
2017-11-29,08:40:00,4.9356,4.8942
2017-11-29,09:00:00,5.738,5.67705
2017-11-29,09:20:00,6.43995,6.40685
2017-11-29,09:40:00,6.1814,6.18915
2017-11-29,10:00:00,5.63765,5.53545
2017-11-29,10:20:00,9.01115,8.93705
2017-11-29,10:40:00,8.5746,8.48435
2017-11-29,11:00:00,6.79585,6.8386
2017-11-29,11:20:00,6.1668,6.23485
2017-11-29,11:40:00,5.53235,5.47065
2017-11-29,12:00:00,6.16195,6.06885
2017-11-29,12:20:00,7.9328,8.05155
2017-11-29,12:40:00,4.28955,4.333
2017-11-29,13:00:00,5.4115,5.31755
2017-11-29,13:20:00,7.19615,7.15035
2017-11-29,13:40:00,5.54165,5.5366
2017-11-29,14:00:00,5.20645,5.2992
2017-11-29,14:20:00,5.2284,5.228
2017-11-29,14:40:00,5.02885,5.01815
2017-11-29,15:00:00,4.193,4.2658
2017-11-29,15:20:00,2.82035,3.35685
2017-11-29,15:40:00,1.806,2.1139
2017-11-29,16:00:00,1.09405,1.28985
2017-11-29,16:20:00,0.47225,0.69425
2017-11-29,16:40:00,0.1051,0.1898
2017-11-29,17:00:00,0.0004,0.0018
2017-11-29,17:20:00,0,0
2017-11-29,17:40:00,0,0
2017-11-29,18:00:00,0,0
2017-11-29,18:20:00,0,0
2017-11-29,18:40:00,0,0
2017-11-29,19:00:00,0,0
2017-11-29,19:20:00,0,0
2017-11-29,19:40:00,0,0
2017-11-29,20:00:00,0,0
2017-11-29,20:20:00,0,0
2017-11-29,20:40:00,0,0
2017-11-29,21:00:00,0,0
2017-11-29,21:20:00,0,0
2017-11-29,21:40:00,0,0
2017-11-29,22:00:00,0,0
2017-11-29,22:20:00,0,0
2017-11-29,22:40:00,0,0
2017-11-29,23:00:00,0,0
2017-11-29,23:20:00,0,0
2017-11-29,23:40:00,0,0
