﻿﻿﻿﻿﻿﻿﻿inDate,inTime,6151434000113PV-15000T-U 6151434000113 仁德懷恩,6151434000114PV-15000T-U 6151434000114 仁德懷恩
2018-02-18,00:00:00,0,0
2018-02-18,00:20:00,0,0
2018-02-18,00:40:00,0,0
2018-02-18,01:00:00,0,0
2018-02-18,01:20:00,0,0
2018-02-18,01:40:00,0,0
2018-02-18,02:00:00,0,0
2018-02-18,02:20:00,0,0
2018-02-18,02:40:00,0,0
2018-02-18,03:00:00,0,0
2018-02-18,03:20:00,0,0
2018-02-18,03:40:00,0,0
2018-02-18,04:00:00,0,0
2018-02-18,04:20:00,0,0
2018-02-18,04:40:00,0,0
2018-02-18,05:00:00,0,0
2018-02-18,05:20:00,0,0
2018-02-18,05:40:00,0,0
2018-02-18,06:00:00,0,0
2018-02-18,06:20:00,0,0
2018-02-18,06:40:00,0.0095,0.00825
2018-02-18,07:00:00,0.1821,0.18215
2018-02-18,07:20:00,0.9072,0.9184
2018-02-18,07:40:00,1.40025,1.43355
2018-02-18,08:00:00,1.40385,1.4176
2018-02-18,08:20:00,3.3123,3.2933
2018-02-18,08:40:00,5.2307,5.24065
2018-02-18,09:00:00,6.16725,6.11955
2018-02-18,09:20:00,7.2984,7.36705
2018-02-18,09:40:00,7.7164,7.6128
2018-02-18,10:00:00,7.9508,7.9549
2018-02-18,10:20:00,8.72035,8.62545
2018-02-18,10:40:00,7.56765,7.57
2018-02-18,11:00:00,8.2914,8.2246
2018-02-18,11:20:00,8.59695,8.62705
2018-02-18,11:40:00,10.33405,10.20035
2018-02-18,12:00:00,11.13185,11.0435
2018-02-18,12:20:00,10.7924,10.6755
2018-02-18,12:40:00,10.66125,10.54665
2018-02-18,13:00:00,10.50785,10.40185
2018-02-18,13:20:00,9.62215,9.5588
2018-02-18,13:40:00,9.5004,9.4153
2018-02-18,14:00:00,8.95235,8.88965
2018-02-18,14:20:00,8.23365,8.1896
2018-02-18,14:40:00,7.57055,7.5278
2018-02-18,15:00:00,6.7802,6.77935
2018-02-18,15:20:00,5.8878,5.9216
2018-02-18,15:40:00,4.8795,4.99215
2018-02-18,16:00:00,3.24015,3.88175
2018-02-18,16:20:00,1.7454,2.6101
2018-02-18,16:40:00,0.97285,1.5829
2018-02-18,17:00:00,0.5139,0.8147
2018-02-18,17:20:00,0.21855,0.2783
2018-02-18,17:40:00,0.011,0.0135
2018-02-18,18:00:00,0,0
2018-02-18,18:20:00,0,0
2018-02-18,18:40:00,0,0
2018-02-18,19:00:00,0,0
2018-02-18,19:20:00,0,0
2018-02-18,19:40:00,0,0
2018-02-18,20:00:00,0,0
2018-02-18,20:20:00,0,0
2018-02-18,20:40:00,0,0
2018-02-18,21:00:00,0,0
2018-02-18,21:20:00,0,0
2018-02-18,21:40:00,0,0
2018-02-18,22:00:00,0,0
2018-02-18,22:20:00,0,0
2018-02-18,22:40:00,0,0
2018-02-18,23:00:00,0,0
2018-02-18,23:20:00,0,0
2018-02-18,23:40:00,0,0
