﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151449000312PV-5000W-V 1151449000312斗南慈愛,1151449000311PV-5000W-V 1151449000311斗南慈愛,1151449000306PV-5000W-V 1151449000306斗南慈愛,1151449000305PV-5000W-V 1151449000305斗南慈愛,1151449000304PV-5000W-V 1151449000304斗南慈愛,10D1450000467PV-5000W-V 10D1450000467斗南慈愛,11D1514000063PV-3000N-V 11D1514000063斗南慈愛,11D1514000067PV-3000N-V 11D1514000067斗南慈愛,11D1514000070PV-3000N-V 11D1514000070斗南慈愛,11D1514000061PV-3000N-V 11D1514000061 斗南慈愛,11D1514000076PV-3000N-V 11D1514000076斗南慈愛,11D1514000083PV-3000N-V 11D1514000083斗南慈愛,11D1514000086PV-3000N-V 11D1514000086斗南慈愛
2017-12-01,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,06:20:00,0.00865,0.01,0.00675,0.0092,0.0099,0.0058,0.00535,0.00085,0.0059,0.0084,0.00595,0.00785,0.0046
2017-12-01,06:40:00,0.1005,0.09315,0.08155,0.0894,0.0951,0.07595,0.0669,0.06975,0.0656,0.0796,0.06415,0.0693,0.0626
2017-12-01,07:00:00,0.14795,0.1334,0.1263,0.13455,0.13975,0.12145,0.09885,0.1017,0.09775,0.11055,0.0962,0.1004,0.0951
2017-12-01,07:20:00,0.15265,0.13815,0.1316,0.1386,0.1443,0.1253,0.1023,0.10495,0.10045,0.1141,0.09915,0.1034,0.0975
