﻿﻿﻿﻿﻿﻿﻿inDate,inTime,61C164300023061C1643000230建泰二期,61C1643000218U 61C1643000218建泰二期,61C1643000224U 61C1643000224建泰二期,61C1643000225U 61C1643000225建泰二期,61C1643000226U 61C1643000226建泰二期,61C1643000227U 61C1643000227建泰二期,61C1643000229U 61C1643000229建泰二期
2017-12-01,00:00:00,0,0,0,0,0,0,0
2017-12-01,00:20:00,0,0,0,0,0,0,0
2017-12-01,00:40:00,0,0,0,0,0,0,0
2017-12-01,01:00:00,0,0,0,0,0,0,0
2017-12-01,01:20:00,0,0,0,0,0,0,0
2017-12-01,01:40:00,0,0,0,0,0,0,0
2017-12-01,02:00:00,0,0,0,0,0,0,0
2017-12-01,02:20:00,0,0,0,0,0,0,0
2017-12-01,02:40:00,0,0,0,0,0,0,0
2017-12-01,03:00:00,0,0,0,0,0,0,0
2017-12-01,03:20:00,0,0,0,0,0,0,0
2017-12-01,03:40:00,0,0,0,0,0,0,0
2017-12-01,04:00:00,0,0,0,0,0,0,0
2017-12-01,04:20:00,0,0,0,0,0,0,0
2017-12-01,04:40:00,0,0,0,0,0,0,0
2017-12-01,05:00:00,0,0,0,0,0,0,0
2017-12-01,05:20:00,0,0,0,0,0,0,0
2017-12-01,05:40:00,0,0,0,0,0,0,0
2017-12-01,06:00:00,0,0,0,0,0,0,0
2017-12-01,06:20:00,0.03945,0.03615,0.0368,0.04125,0.039,0.0383,0.03725
2017-12-01,06:40:00,0.29925,0.2956,0.28275,0.3117,0.31135,0.29785,0.31155
2017-12-01,07:00:00,0.6238,0.61565,0.5899,0.6422,0.64405,0.6163,0.64575
2017-12-01,07:20:00,0.9008,0.86615,0.84025,0.91765,0.92335,0.88155,0.92505
2017-12-01,07:40:00,2.3694,2.2912,2.2429,2.4021,2.4318,2.3359,2.4087
2017-12-01,08:00:00,2.7561,2.59355,2.5975,2.72105,2.7536,2.6611,2.75095
2017-12-01,08:20:00,3.4708,3.26285,3.242,3.39075,3.46015,3.3291,3.47445
2017-12-01,08:40:00,4.22575,3.95165,3.9844,4.09565,4.17,4.04575,4.18175
2017-12-01,09:00:00,3.52585,3.30705,3.3494,3.5146,3.55965,3.44105,3.5444
2017-12-01,09:20:00,4.19075,3.9445,3.95525,4.16005,4.19525,4.03715,4.2124
2017-12-01,09:40:00,5.27565,4.9975,5.01035,5.1957,5.24645,5.0923,5.2593
2017-12-01,10:00:00,4.05835,3.84115,3.83815,4.02125,4.0634,3.92355,4.07265
2017-12-01,10:20:00,3.49025,3.2995,3.2783,3.4856,3.5078,3.3685,3.5256
2017-12-01,10:40:00,4.2701,4.04805,4.0503,4.25105,4.2855,4.1347,4.30395
2017-12-01,11:00:00,3.84215,3.62815,3.6553,3.8458,3.87575,3.72805,3.88235
2017-12-01,11:20:00,4.99835,4.7032,4.7544,4.9498,4.9851,4.8296,4.9966
2017-12-01,11:40:00,5.13415,4.8399,4.8809,5.0433,5.1103,4.9623,5.1554
2017-12-01,12:00:00,5.9127,5.3771,5.6025,5.77215,5.8815,5.6936,5.86705
2017-12-01,12:20:00,5.7974,5.4554,5.54715,5.6674,5.7193,5.6009,5.69895
2017-12-01,12:40:00,4.6039,4.3121,4.30415,4.49095,4.49655,4.37185,4.57995
2017-12-01,13:00:00,4.21995,3.9508,4.0279,4.16905,4.22755,4.0894,4.2372
2017-12-01,13:20:00,3.6286,3.39845,3.4047,3.60565,3.6194,3.48395,3.64815
2017-12-01,13:40:00,4.4599,4.17915,4.2155,4.40915,4.4557,4.3066,4.4727
2017-12-01,14:00:00,5.05335,4.62685,4.7524,5.01895,5.04015,4.9097,5.0519
2017-12-01,14:20:00,3.18575,2.98535,3.0102,3.1306,3.18905,3.08985,3.22185
2017-12-01,14:40:00,2.39705,2.25885,2.26575,2.3739,2.391,2.32,2.40505
2017-12-01,15:00:00,1.7012,1.6072,1.61375,1.68765,1.6971,1.6488,1.70855
2017-12-01,15:20:00,3.066,2.88885,2.9194,3.01445,3.0573,2.987,3.07525
2017-12-01,15:40:00,2.218,2.1405,2.0924,2.2507,2.283,2.1262,2.3255
2017-12-01,16:00:00,1.266,1.23045,1.18085,1.3787,1.3972,1.19605,1.42145
2017-12-01,16:20:00,0.5165,0.4847,0.46235,0.50035,0.542,0.48705,0.5547
2017-12-01,16:40:00,0.18665,0.19175,0.1829,0.19455,0.18995,0.1831,0.1929
2017-12-01,17:00:00,0.0696,0.0979,0.05925,0.05315,0.06775,0.07465,0.0705
2017-12-01,17:20:00,0,0,0,0,0,0,0
2017-12-01,17:40:00,0,0,0,0,0,0,0
2017-12-01,18:00:00,0,0,0,0,0,0,0
2017-12-01,18:20:00,0,0,0,0,0,0,0
2017-12-01,18:40:00,0,0,0,0,0,0,0
2017-12-01,19:00:00,0,0,0,0,0,0,0
2017-12-01,19:20:00,0,0,0,0,0,0,0
2017-12-01,19:40:00,0,0,0,0,0,0,0
2017-12-01,20:00:00,0,0,0,0,0,0,0
2017-12-01,20:20:00,0,0,0,0,0,0,0
2017-12-01,20:40:00,0,0,0,0,0,0,0
2017-12-01,21:00:00,0,0,0,0,0,0,0
2017-12-01,21:20:00,0,0,0,0,0,0,0
2017-12-01,21:40:00,0,0,0,0,0,0,0
2017-12-01,22:00:00,0,0,0,0,0,0,0
2017-12-01,22:20:00,0,0,0,0,0,0,0
2017-12-01,22:40:00,0,0,0,0,0,0,0
2017-12-01,23:00:00,0,0,0,0,0,0,0
2017-12-01,23:20:00,0,0,0,0,0,0,0
2017-12-01,23:40:00,0,0,0,0,0,0,0
