﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151449000312PV-5000W-V 1151449000312斗南慈愛,1151449000311PV-5000W-V 1151449000311斗南慈愛,1151449000306PV-5000W-V 1151449000306斗南慈愛,1151449000305PV-5000W-V 1151449000305斗南慈愛,1151449000304PV-5000W-V 1151449000304斗南慈愛,10D1450000467PV-5000W-V 10D1450000467斗南慈愛,11D1514000063PV-3000N-V 11D1514000063斗南慈愛,11D1514000067PV-3000N-V 11D1514000067斗南慈愛,11D1514000070PV-3000N-V 11D1514000070斗南慈愛,11D1514000061PV-3000N-V 11D1514000061 斗南慈愛,11D1514000076PV-3000N-V 11D1514000076斗南慈愛,11D1514000083PV-3000N-V 11D1514000083斗南慈愛,11D1514000086PV-3000N-V 11D1514000086斗南慈愛
2018-03-01,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,06:20:00,0.0191,0.0208,0.0145,0.01705,0.02015,0.0086,0.009,0,0.0041,0.01905,0.0085,0.0101,0.00915
2018-03-01,06:40:00,0.2917,0.2249,0.22875,0.22715,0.22715,0.2621,0.21725,0.21795,0.21255,0.20355,0.1832,0.2232,0.21095
2018-03-01,07:00:00,0.6741,0.55325,0.5662,0.5623,0.5549,0.63255,0.48505,0.50455,0.47895,0.4775,0.4003,0.4946,0.4773
2018-03-01,07:20:00,1.0171,0.8833,0.89815,0.8862,0.87925,0.9619,0.7007,0.72335,0.6887,0.7195,0.64395,0.70205,0.69355
2018-03-01,07:40:00,1.45805,1.3149,1.32315,1.31645,1.30875,1.38435,0.98585,1.0017,0.9712,1.0029,0.9303,0.9901,0.9759
2018-03-01,08:00:00,1.82575,1.6727,1.6832,1.67465,1.67445,1.7425,1.2074,1.22295,1.19605,1.2304,1.1653,1.2144,1.19535
2018-03-01,08:20:00,2.0539,1.9113,1.9229,1.92105,1.91865,1.9678,1.3349,1.34135,1.32505,1.36175,1.2973,1.3424,1.3245
2018-03-01,08:40:00,2.4396,2.3001,2.30485,2.3089,2.30255,2.3424,1.57735,1.57045,1.5656,1.6074,1.55235,1.5886,1.56395
2018-03-01,09:00:00,2.7531,2.60065,2.59875,2.57775,2.58865,2.62865,1.7588,1.75585,1.7435,1.78405,1.7597,1.7556,1.7438
2018-03-01,09:20:00,2.87745,2.73415,2.72955,2.68575,2.7102,2.73805,1.81005,1.8025,1.80455,1.8155,1.7232,1.7975,1.79995
2018-03-01,09:40:00,3.2335,3.086,3.0862,3.0239,3.056,3.0744,2.0294,2.0128,2.0248,2.0384,2.03965,2.0147,2.01725
2018-03-01,10:00:00,3.40075,3.25895,3.2479,3.2089,3.24165,3.24005,2.1274,2.09845,2.1128,2.1363,2.1373,2.0953,2.1096
