﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2017-11-01,00:00:00,0,0
2017-11-01,00:20:00,0,0
2017-11-01,00:40:00,0,0
2017-11-01,01:00:00,0,0
2017-11-01,01:20:00,0,0
2017-11-01,01:40:00,0,0
2017-11-01,02:00:00,0,0
2017-11-01,02:20:00,0,0
2017-11-01,02:40:00,0,0
2017-11-01,03:00:00,0,0
2017-11-01,03:20:00,0,0
2017-11-01,03:40:00,0,0
2017-11-01,04:00:00,0,0
2017-11-01,04:20:00,0,0
2017-11-01,04:40:00,0,0
2017-11-01,05:00:00,0,0
2017-11-01,05:20:00,0,0
2017-11-01,05:40:00,0,0
2017-11-01,06:00:00,0,0.00395
2017-11-01,06:20:00,0.05295,0.0851
2017-11-01,06:40:00,0.1821,0.1979
2017-11-01,07:00:00,0.37375,0.5055
2017-11-01,07:20:00,0.5603,0.7995
2017-11-01,07:40:00,0.76985,1.10615
2017-11-01,08:00:00,0.97455,1.40585
2017-11-01,08:20:00,1.15695,1.6755
2017-11-01,08:40:00,1.3188,1.90995
2017-11-01,09:00:00,1.46605,2.1234
2017-11-01,09:20:00,1.59985,2.32285
2017-11-01,09:40:00,1.7011,2.472
2017-11-01,10:00:00,1.80115,2.61675
2017-11-01,10:20:00,1.86015,2.7077
2017-11-01,10:40:00,1.91,2.783
2017-11-01,11:00:00,1.92925,2.8122
2017-11-01,11:20:00,1.9804,2.89015
2017-11-01,11:40:00,1.93265,2.8219
2017-11-01,12:00:00,1.91675,2.79995
2017-11-01,12:20:00,1.8609,2.71775
2017-11-01,12:40:00,1.8117,2.64835
2017-11-01,13:00:00,1.75925,2.57145
2017-11-01,13:20:00,1.6586,2.4234
2017-11-01,13:40:00,1.56205,2.28325
2017-11-01,14:00:00,1.4255,2.0846
2017-11-01,14:20:00,1.30945,1.91585
2017-11-01,14:40:00,1.15845,1.6947
2017-11-01,15:00:00,0.96825,1.41305
2017-11-01,15:20:00,0.75095,1.0933
2017-11-01,15:40:00,0.57805,0.8431
2017-11-01,16:00:00,0.40865,0.5933
2017-11-01,16:20:00,0.25215,0.36055
2017-11-01,16:40:00,0.12275,0.17605
2017-11-01,17:00:00,0.03145,0.0512
2017-11-01,17:20:00,0.00035,0.0057
2017-11-01,17:40:00,0,0
2017-11-01,18:00:00,0,0
2017-11-01,18:20:00,0,0
2017-11-01,18:40:00,0,0
2017-11-01,19:00:00,0,0
2017-11-01,19:20:00,0,0
2017-11-01,19:40:00,0,0
2017-11-01,20:00:00,0,0
2017-11-01,20:20:00,0,0
2017-11-01,20:40:00,0,0
2017-11-01,21:00:00,0,0
2017-11-01,21:20:00,0,0
2017-11-01,21:40:00,0,0
2017-11-01,22:00:00,0,0
2017-11-01,22:20:00,0,0
2017-11-01,22:40:00,0,0
2017-11-01,23:00:00,0,0
2017-11-01,23:20:00,0,0
2017-11-01,23:40:00,0,0
