﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10L1442000033PV-4000W-V 10L1442000033內門蔡宗憲,10D1438000336PV-5000W-V 10D1438000336 內門蔡宗憲,10D1431000287PV-5000W-V 10D1431000287內門蔡宗憲
2017-12-18,00:00:00,0,0,0
2017-12-18,00:20:00,0,0,0
2017-12-18,00:40:00,0,0,0
2017-12-18,01:00:00,0,0,0
2017-12-18,01:20:00,0,0,0
2017-12-18,01:40:00,0,0,0
2017-12-18,02:00:00,0,0,0
2017-12-18,02:20:00,0,0,0
2017-12-18,02:40:00,0,0,0
2017-12-18,03:00:00,0,0,0
2017-12-18,03:20:00,0,0,0
2017-12-18,03:40:00,0,0,0
2017-12-18,04:00:00,0,0,0
2017-12-18,04:20:00,0,0,0
2017-12-18,04:40:00,0,0,0
2017-12-18,05:00:00,0,0,0
2017-12-18,05:20:00,0,0,0
2017-12-18,05:40:00,0,0,0
2017-12-18,06:00:00,0,0,0
2017-12-18,06:20:00,0,0,0
2017-12-18,06:40:00,0.01655,0.0158,0.0262
2017-12-18,07:00:00,0.1361,0.1325,0.1548
2017-12-18,07:20:00,0.1754,0.17315,0.2036
2017-12-18,07:40:00,0.2779,0.28115,0.33295
2017-12-18,08:00:00,0.4009,0.4076,0.48165
2017-12-18,08:20:00,0.74175,0.758,0.88995
2017-12-18,08:40:00,0.7872,0.80645,0.90825
2017-12-18,09:00:00,1.0421,1.0597,1.19095
2017-12-18,09:20:00,1.3354,1.36055,1.57605
2017-12-18,09:40:00,1.68605,1.72415,1.91455
2017-12-18,10:00:00,1.4343,1.4661,1.61785
2017-12-18,10:20:00,1.7128,1.7463,1.92875
2017-12-18,10:40:00,2.3246,2.3808,2.6173
2017-12-18,11:00:00,2.0978,2.1554,2.50545
2017-12-18,11:20:00,2.75515,2.82825,3.2577
2017-12-18,11:40:00,2.1919,2.24795,2.3482
2017-12-18,12:00:00,2.81145,2.8949,3.3038
2017-12-18,12:20:00,2.53195,2.61025,2.7567
2017-12-18,12:40:00,2.5327,2.59495,2.9978
2017-12-18,13:00:00,2.49965,2.56965,2.665
2017-12-18,13:20:00,2.0644,2.1149,2.3181
2017-12-18,13:40:00,1.73055,1.7771,1.9364
2017-12-18,14:00:00,1.38555,1.42265,1.4682
2017-12-18,14:20:00,1.15085,1.1787,1.24935
2017-12-18,14:40:00,1.0626,1.0872,1.2685
2017-12-18,15:00:00,0.96825,0.99635,0.98575
2017-12-18,15:20:00,0.8614,0.88705,1.00465
2017-12-18,15:40:00,0.6181,0.6358,0.6018
2017-12-18,16:00:00,0.2908,0.2959,0.2806
2017-12-18,16:20:00,0.1992,0.19985,0.2242
2017-12-18,16:40:00,0.11455,0.1125,0.08375
2017-12-18,17:00:00,0.0184,0.01775,0.0117
2017-12-18,17:20:00,0.0037,0.0111,0.0103
2017-12-18,17:40:00,0,0.00185,0
2017-12-18,18:00:00,0,0,0
2017-12-18,18:20:00,0,0,0
2017-12-18,18:40:00,0,0,0
2017-12-18,19:00:00,0,0,0
2017-12-18,19:20:00,0,0,0
2017-12-18,19:40:00,0,0,0
2017-12-18,20:00:00,0,0,0
2017-12-18,20:20:00,0,0,0
2017-12-18,20:40:00,0,0,0
2017-12-18,21:00:00,0,0,0
2017-12-18,21:20:00,0,0,0
2017-12-18,21:40:00,0,0,0
2017-12-18,22:00:00,0,0,0
2017-12-18,22:20:00,0,0,0
2017-12-18,22:40:00,0,0,0
2017-12-18,23:00:00,0,0,0
2017-12-18,23:20:00,0,0,0
2017-12-18,23:40:00,0,0,0
