﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151449000312PV-5000W-V 1151449000312斗南慈愛,1151449000311PV-5000W-V 1151449000311斗南慈愛,1151449000306PV-5000W-V 1151449000306斗南慈愛,1151449000305PV-5000W-V 1151449000305斗南慈愛,1151449000304PV-5000W-V 1151449000304斗南慈愛,10D1450000467PV-5000W-V 10D1450000467斗南慈愛,11D1514000063PV-3000N-V 11D1514000063斗南慈愛,11D1514000067PV-3000N-V 11D1514000067斗南慈愛,11D1514000070PV-3000N-V 11D1514000070斗南慈愛,11D1514000061PV-3000N-V 11D1514000061 斗南慈愛,11D1514000076PV-3000N-V 11D1514000076斗南慈愛,11D1514000083PV-3000N-V 11D1514000083斗南慈愛,11D1514000086PV-3000N-V 11D1514000086斗南慈愛
2018-03-14,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,01:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,02:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,04:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,05:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,05:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-14,06:00:00,0.00055,0.0005,0.00055,0.00035,0.0005,0,0,0,0,0.0008,0.00055,0.0003,5.0E-5
2018-03-14,06:20:00,0.05355,0.05345,0.04215,0.04865,0.05365,0.03445,0.03065,0.0135,0.03,0.04635,0.0314,0.0378,0.03035
2018-03-14,06:40:00,0.18815,0.1807,0.1729,0.17865,0.1832,0.16275,0.1187,0.1226,0.1162,0.12805,0.10755,0.12255,0.11395
2018-03-14,07:00:00,0.4931,0.47875,0.47175,0.47605,0.4811,0.4588,0.3089,0.31105,0.30595,0.3128,0.2989,0.31105,0.3044
2018-03-14,07:20:00,0.51945,0.52035,0.5117,0.5173,0.52245,0.4894,0.32515,0.328,0.3245,0.3366,0.32245,0.32585,0.32055
2018-03-14,07:40:00,0.6378,0.70705,0.69755,0.7067,0.70865,0.683,0.4548,0.45835,0.4539,0.4672,0.44985,0.45555,0.45125
2018-03-14,08:00:00,0.729,0.71735,0.70685,0.7135,0.7162,0.6881,0.45925,0.4579,0.4582,0.46965,0.45585,0.4591,0.4536
2018-03-14,08:20:00,0.865,0.8582,0.8488,0.8514,0.85585,0.8211,0.54115,0.53435,0.5359,0.5524,0.5417,0.53915,0.5356
2018-03-14,08:40:00,0.8417,0.7834,0.82475,0.8265,0.83185,0.80065,0.52825,0.5263,0.5262,0.5399,0.52805,0.52615,0.52155
2018-03-14,09:00:00,1.17165,1.14875,1.1372,1.14415,1.1474,1.1136,0.74805,0.7456,0.74295,0.7638,0.74465,0.7489,0.73865
2018-03-14,09:20:00,2.0145,1.8241,1.93585,1.9368,1.9316,1.9137,1.2958,1.28795,1.2925,1.2261,1.2963,1.29285,1.2818
2018-03-14,09:40:00,2.54745,2.4952,2.4681,2.4289,2.4454,2.40895,1.62445,1.616,1.62975,1.64645,1.6517,1.63045,1.6158
2018-03-14,10:00:00,2.4608,2.40075,2.3929,2.38445,2.40275,2.35045,1.5438,1.5377,1.4638,1.57175,1.55945,1.54225,1.53635
2018-03-14,10:20:00,1.6093,1.5903,1.57555,1.57875,1.58335,1.53895,1.0089,1.0003,1.00625,1.02465,1.0153,1.0048,0.99875
2018-03-14,10:40:00,2.47635,2.46995,2.45185,2.4747,2.47765,2.40435,1.5882,1.5927,1.58505,1.6283,1.5757,1.6045,1.57685
2018-03-14,11:00:00,1.6839,1.6704,1.65645,1.6611,1.6659,1.6117,1.0637,1.0633,1.05255,1.07355,1.05855,1.05915,1.04805
2018-03-14,11:20:00,1.44305,1.4336,1.4306,1.441,1.43805,1.3831,0.90785,0.9098,0.90425,0.92015,0.90765,0.905,0.89845
2018-03-14,11:40:00,1.1726,1.1723,1.1763,1.189,1.1896,1.1346,0.7491,0.74735,0.74355,0.7581,0.746,0.7469,0.7385
