﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10R1634000101PV-3000N-V 10R1634000101布袋#1,10R1634000103PV-3000N-V 10R1634000103布袋#2,10R1634000100PV-3000N-V 10R1634000100布袋#3,10R1634000089PV-3000N-V 10R1634000089布袋#4
2018-03-14,00:00:00,0,0,0,0
2018-03-14,00:20:00,0,0,0,0
2018-03-14,00:40:00,0,0,0,0
2018-03-14,01:00:00,0,0,0,0
2018-03-14,01:20:00,0,0,0,0
2018-03-14,01:40:00,0,0,0,0
2018-03-14,02:00:00,0,0,0,0
2018-03-14,02:20:00,0,0,0,0
2018-03-14,02:40:00,0,0,0,0
2018-03-14,03:00:00,0,0,0,0
2018-03-14,03:20:00,0,0,0,0
2018-03-14,03:40:00,0,0,0,0
2018-03-14,04:00:00,0,0,0,0
2018-03-14,04:20:00,0,0,0,0
2018-03-14,04:40:00,0,0,0,0
2018-03-14,05:00:00,0,0,0,0
2018-03-14,05:20:00,0,0,0,0
2018-03-14,05:40:00,0,0,0,0
2018-03-14,06:00:00,0,0,0,0
2018-03-14,06:20:00,0.01135,0.01755,0.01635,0.0195
2018-03-14,06:40:00,0.0674,0.09465,0.0958,0.09485
2018-03-14,07:00:00,0.1259,0.17455,0.1769,0.1723
2018-03-14,07:20:00,0.2084,0.29115,0.2927,0.29305
2018-03-14,07:40:00,0.26695,0.39495,0.4142,0.41335
2018-03-14,08:00:00,0.28205,0.3509,0.36315,0.33595
2018-03-14,08:20:00,0.3616,0.45415,0.4671,0.4322
2018-03-14,08:40:00,0.2708,0.322,0.33295,0.30595
2018-03-14,09:00:00,0.48345,0.60415,0.61315,0.56555
2018-03-14,09:20:00,0.60155,0.90005,0.91575,0.85305
2018-03-14,09:40:00,0.6324,0.82875,0.84325,0.78055
2018-03-14,10:00:00,0.7287,0.9221,0.94365,0.86715
2018-03-14,10:20:00,0.778,1.05785,1.07795,0.99165
2018-03-14,10:40:00,0.59985,0.7357,0.74225,0.69215
2018-03-14,11:00:00,0.5768,0.6783,0.68165,0.6352
2018-03-14,11:20:00,0.6106,0.6916,0.6929,0.64425
2018-03-14,11:40:00,1.1638,1.366,1.37875,1.2736
2018-03-14,12:00:00,1.0241,1.2206,1.2365,1.13895
2018-03-14,12:20:00,0.72445,0.85325,0.8652,0.8016
2018-03-14,12:40:00,1.00885,1.1485,1.1581,1.07065
2018-03-14,13:00:00,1.06595,1.18865,1.19035,1.106
2018-03-14,13:20:00,0.802,0.92855,0.9356,0.868
2018-03-14,13:40:00,0.74715,0.8755,0.8816,0.81895
2018-03-14,14:00:00,0.5658,0.6737,0.6782,0.6322
2018-03-14,14:20:00,0.3985,0.45975,0.46095,0.43275
2018-03-14,14:40:00,0.9818,1.0298,1.0283,0.95145
2018-03-14,15:00:00,0.737,0.79315,0.79495,0.7375
2018-03-14,15:20:00,0.58345,0.6321,0.63295,0.58795
2018-03-14,15:40:00,0.69255,0.70235,0.69925,0.65105
2018-03-14,16:00:00,0.58005,0.5805,0.57665,0.5368
2018-03-14,16:20:00,0.36005,0.366,0.36415,0.34125
2018-03-14,16:40:00,0.2475,0.26105,0.25935,0.2437
2018-03-14,17:00:00,0.16545,0.17265,0.1717,0.1619
2018-03-14,17:20:00,0.086,0.0902,0.08985,0.08645
2018-03-14,17:40:00,0.01145,0.01135,0.0106,0.0123
2018-03-14,18:00:00,0,0,5.0E-5,0
2018-03-14,18:20:00,0,0,0,0
2018-03-14,18:40:00,0,0,0,0
2018-03-14,19:00:00,0,0,0,0
2018-03-14,19:20:00,0,0,0,0
2018-03-14,19:40:00,0,0,0,0
2018-03-14,20:00:00,0,0,0,0
2018-03-14,20:20:00,0,0,0,0
2018-03-14,20:40:00,0,0,0,0
2018-03-14,21:00:00,0,0,0,0
2018-03-14,21:20:00,0,0,0,0
2018-03-14,21:40:00,0,0,0,0
2018-03-14,22:00:00,0,0,0,0
2018-03-14,22:20:00,0,0,0,0
2018-03-14,22:40:00,0,0,0,0
2018-03-14,23:00:00,0,0,0,0
2018-03-14,23:20:00,0,0,0,0
2018-03-14,23:40:00,0,0,0,0
