﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2017-10-24,00:00:00,0,0
2017-10-24,00:20:00,0,0
2017-10-24,00:40:00,0,0
2017-10-24,01:00:00,0,0
2017-10-24,01:20:00,0,0
2017-10-24,01:40:00,0,0
2017-10-24,02:00:00,0,0
2017-10-24,02:20:00,0,0
2017-10-24,02:40:00,0,0
2017-10-24,03:00:00,0,0
2017-10-24,03:20:00,0,0
2017-10-24,03:40:00,0,0
2017-10-24,04:00:00,0,0
2017-10-24,04:20:00,0,0
2017-10-24,04:40:00,0,0
2017-10-24,05:00:00,0,0
2017-10-24,05:20:00,0,0
2017-10-24,05:40:00,0,0
2017-10-24,06:00:00,0.0062,0.0076
2017-10-24,06:20:00,0.06155,0.0903
2017-10-24,06:40:00,0.18795,0.25835
2017-10-24,07:00:00,0.31925,0.44845
2017-10-24,07:20:00,0.45645,0.6483
2017-10-24,07:40:00,0.6988,0.9998
2017-10-24,08:00:00,0.83645,1.19955
2017-10-24,08:20:00,1.04565,1.506
2017-10-24,08:40:00,1.2557,1.81545
2017-10-24,09:00:00,1.41345,2.04775
2017-10-24,09:20:00,1.55705,2.25545
2017-10-24,09:40:00,1.67885,2.4353
2017-10-24,10:00:00,1.76905,2.565
2017-10-24,10:20:00,1.84455,2.6755
2017-10-24,10:40:00,1.9158,2.7823
2017-10-24,11:00:00,1.96825,2.85945
2017-10-24,11:20:00,1.9783,2.87565
2017-10-24,11:40:00,2.0028,2.91755
2017-10-24,12:00:00,1.98855,2.8944
2017-10-24,12:20:00,1.95875,2.8511
2017-10-24,12:40:00,1.9071,2.7757
2017-10-24,13:00:00,1.86165,2.71035
2017-10-24,13:20:00,1.76455,2.5705
2017-10-24,13:40:00,1.689,2.4596
2017-10-24,14:00:00,1.5486,2.25825
2017-10-24,14:20:00,1.4149,2.06275
2017-10-24,14:40:00,1.23785,1.80705
2017-10-24,15:00:00,1.0232,1.4907
2017-10-24,15:20:00,0.85,1.2369
2017-10-24,15:40:00,0.649,0.94435
2017-10-24,16:00:00,0.46265,0.6693
2017-10-24,16:20:00,0.2933,0.4207
2017-10-24,16:40:00,0.15565,0.2203
2017-10-24,17:00:00,0.052,0.0804
2017-10-24,17:20:00,0.00295,0.01065
2017-10-24,17:40:00,0,0
2017-10-24,18:00:00,0,0
2017-10-24,18:20:00,0,0
2017-10-24,18:40:00,0,0
2017-10-24,19:00:00,0,0
2017-10-24,19:20:00,0,0
2017-10-24,19:40:00,0,0
2017-10-24,20:00:00,0,0
2017-10-24,20:20:00,0,0
2017-10-24,20:40:00,0,0
2017-10-24,21:00:00,0,0
2017-10-24,21:20:00,0,0
2017-10-24,21:40:00,0,0
2017-10-24,22:00:00,0,0
2017-10-24,22:20:00,0,0
2017-10-24,22:40:00,0,0
2017-10-24,23:00:00,0,0
2017-10-24,23:20:00,0,0
2017-10-24,23:40:00,0,0
