﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10N1431000126PV-3000N-V 10N1431000126斗六廖進豐,L1344000020PV-4000W-V L1344000020斗六廖進豐
2018-02-09,00:00:00,0,0
2018-02-09,00:20:00,0,0
2018-02-09,00:40:00,0,0
2018-02-09,01:00:00,0,0
2018-02-09,01:20:00,0,0
2018-02-09,01:40:00,0,0
2018-02-09,02:00:00,0,0
2018-02-09,02:20:00,0,0
2018-02-09,02:40:00,0,0
2018-02-09,03:00:00,0,0
2018-02-09,03:20:00,0,0
2018-02-09,03:40:00,0,0
2018-02-09,04:00:00,0,0
2018-02-09,04:20:00,0,0
2018-02-09,04:40:00,0,0
2018-02-09,05:00:00,0,0
2018-02-09,05:20:00,0,0
2018-02-09,05:40:00,0,0
2018-02-09,06:00:00,0,0
2018-02-09,06:20:00,0,0
2018-02-09,06:40:00,0,0.01175
2018-02-09,07:00:00,0.08225,0.12535
2018-02-09,07:20:00,0.1461,0.203
2018-02-09,07:40:00,0.47535,0.67885
2018-02-09,08:00:00,0.47795,0.68425
2018-02-09,08:20:00,0.382,0.54475
2018-02-09,08:40:00,0.53015,0.76225
2018-02-09,09:00:00,0.74955,1.0807
2018-02-09,09:20:00,0.7962,1.15815
2018-02-09,09:40:00,1.09125,1.6255
2018-02-09,10:00:00,1.45515,2.12215
2018-02-09,10:20:00,1.35955,1.97175
2018-02-09,10:40:00,1.1884,1.72055
2018-02-09,11:00:00,1.25155,1.8115
2018-02-09,11:20:00,1.73915,2.51005
2018-02-09,11:40:00,2.10065,3.0424
2018-02-09,12:00:00,1.5218,2.1878
2018-02-09,12:20:00,1.67465,2.4162
2018-02-09,12:40:00,1.3916,2.01415
2018-02-09,13:00:00,1.2769,1.85065
2018-02-09,13:20:00,1.38755,2.0137
2018-02-09,13:40:00,0.98855,1.43085
2018-02-09,14:00:00,1.1305,1.64125
2018-02-09,14:20:00,0.80255,1.15925
2018-02-09,14:40:00,0.67405,0.97465
2018-02-09,15:00:00,0.42545,0.6095
2018-02-09,15:20:00,0.494,0.71
2018-02-09,15:40:00,0.53575,0.77245
2018-02-09,16:00:00,0.4582,0.65665
2018-02-09,16:20:00,0.32955,0.47055
2018-02-09,16:40:00,0.20155,0.2825
2018-02-09,17:00:00,0.19295,0.2717
2018-02-09,17:20:00,0.11905,0.16995
2018-02-09,17:40:00,0.014,0.0279
2018-02-09,18:00:00,0,0
2018-02-09,18:20:00,0,0
2018-02-09,18:40:00,0,0
2018-02-09,19:00:00,0,0
2018-02-09,19:20:00,0,0
2018-02-09,19:40:00,0,0
2018-02-09,20:00:00,0,0
2018-02-09,20:20:00,0,0
2018-02-09,20:40:00,0,0
2018-02-09,21:00:00,0,0
2018-02-09,21:20:00,0,0
2018-02-09,21:40:00,0,0
2018-02-09,22:00:00,0,0
2018-02-09,22:20:00,0,0
2018-02-09,22:40:00,0,0
2018-02-09,23:00:00,0,0
2018-02-09,23:20:00,0,0
2018-02-09,23:40:00,0,0
