﻿﻿﻿﻿﻿﻿﻿inDate,inTime,10D1636000154PV-5000W-V 10D1636000154顏阿甚#1,10D1636000147PV-5000W-V 10D1636000147-六甲顏阿甚-2
2017-12-06,00:00:00,0,0
2017-12-06,00:20:00,0,0
2017-12-06,00:40:00,0,0
2017-12-06,01:00:00,0,0
2017-12-06,01:20:00,0,0
2017-12-06,01:40:00,0,0
2017-12-06,02:00:00,0,0
2017-12-06,02:20:00,0,0
2017-12-06,02:40:00,0,0
2017-12-06,03:00:00,0,0
2017-12-06,03:20:00,0,0
2017-12-06,03:40:00,0,0
2017-12-06,04:00:00,0,0
2017-12-06,04:20:00,0,0
2017-12-06,04:40:00,0,0
2017-12-06,05:00:00,0,0
2017-12-06,05:20:00,0,0
2017-12-06,05:40:00,0,0
2017-12-06,06:00:00,0,0
2017-12-06,06:20:00,0.00415,0.00905
2017-12-06,06:40:00,0.0784,0.09065
2017-12-06,07:00:00,0.263,0.2693
2017-12-06,07:20:00,0.3724,0.3754
2017-12-06,07:40:00,0.4717,0.4709
2017-12-06,08:00:00,0.58805,0.58365
2017-12-06,08:20:00,0.8661,0.8557
2017-12-06,08:40:00,1.02605,1.0107
2017-12-06,09:00:00,1.3003,1.2764
2017-12-06,09:20:00,1.78105,1.74075
2017-12-06,09:40:00,1.75675,1.719
2017-12-06,10:00:00,1.9353,1.8908
2017-12-06,10:20:00,1.8938,1.85115
2017-12-06,10:40:00,1.67855,1.6364
2017-12-06,11:00:00,0.7727,0.76155
2017-12-06,11:20:00,0.93405,0.93165
2017-12-06,11:40:00,2.05625,2.00985
2017-12-06,12:00:00,1.9638,1.9228
2017-12-06,12:20:00,1.16595,1.145
2017-12-06,12:40:00,0.6623,0.65465
2017-12-06,13:00:00,0.7937,0.78415
2017-12-06,13:20:00,0.63595,0.6291
2017-12-06,13:40:00,0.4962,0.4958
2017-12-06,14:00:00,0.4255,0.42865
2017-12-06,14:20:00,0.74735,0.73945
2017-12-06,14:40:00,1.49495,1.4556
2017-12-06,15:00:00,0.959,0.936
2017-12-06,15:20:00,0.51835,0.5141
2017-12-06,15:40:00,0.37575,0.376
2017-12-06,16:00:00,0.18185,0.18805
2017-12-06,16:20:00,0.06705,0.07675
2017-12-06,16:40:00,0.0406,0.05165
2017-12-06,17:00:00,0,0
2017-12-06,17:20:00,0,0
2017-12-06,17:40:00,0,0
2017-12-06,18:00:00,0,0
2017-12-06,18:20:00,0,0
2017-12-06,18:40:00,0,0
2017-12-06,19:00:00,0,0
2017-12-06,19:20:00,0,0
2017-12-06,19:40:00,0,0
2017-12-06,20:00:00,0,0
2017-12-06,20:20:00,0,0
2017-12-06,20:40:00,0,0
2017-12-06,21:00:00,0,0
2017-12-06,21:20:00,0,0
2017-12-06,21:40:00,0,0
2017-12-06,22:00:00,0,0
2017-12-06,22:20:00,0,0
2017-12-06,22:40:00,0,0
2017-12-06,23:00:00,0,0
2017-12-06,23:20:00,0,0
2017-12-06,23:40:00,0,0
