﻿﻿﻿﻿﻿﻿﻿inDate,inTime,1151453000334PV-5000W-V 1151453000334 許明和-01,1151453000338PV-5000W-V 1151453000338 許明和-02,1151453000339PV-5000W-V 1151453000339 許明和-03,1151453000333PV-5000W-V 1151453000333 許明和-04,10L1448000044PV-4000W-V 10L1448000044 許明和-05,10L1448000045PV-4000W-V 10L1448000045 許明和-06
2018-03-18,00:00:00,0,0,0,0,0,0
2018-03-18,00:20:00,0,0,0,0,0,0
2018-03-18,00:40:00,0,0,0,0,0,0
2018-03-18,01:00:00,0,0,0,0,0,0
2018-03-18,01:20:00,0,0,0,0,0,0
2018-03-18,01:40:00,0,0,0,0,0,0
2018-03-18,02:00:00,0,0,0,0,0,0
2018-03-18,02:20:00,0,0,0,0,0,0
2018-03-18,02:40:00,0,0,0,0,0,0
2018-03-18,03:00:00,0,0,0,0,0,0
2018-03-18,03:20:00,0,0,0,0,0,0
2018-03-18,03:40:00,0,0,0,0,0,0
2018-03-18,04:00:00,0,0,0,0,0,0
2018-03-18,04:20:00,0,0,0,0,0,0
2018-03-18,04:40:00,0,0,0,0,0,0
2018-03-18,05:00:00,0,0,0,0,0,0
2018-03-18,05:20:00,0,0,0,0,0,0
2018-03-18,05:40:00,0,0,0,0,0,0
2018-03-18,06:00:00,0.00325,0.0036,0.00035,0.00195,0.0012,0.0008
2018-03-18,06:20:00,0.07445,0.07765,0.0421,0.05785,0.0574,0.05265
2018-03-18,06:40:00,0.24615,0.24195,0.1946,0.2154,0.1827,0.1744
2018-03-18,07:00:00,0.50385,0.49585,0.43315,0.45535,0.3789,0.36675
2018-03-18,07:20:00,0.8167,0.805,0.7343,0.75585,0.62655,0.6099
2018-03-18,07:40:00,1.16375,1.1397,1.0658,1.0813,0.9004,0.8711
2018-03-18,08:00:00,1.51005,1.4645,1.39125,1.40075,1.1757,1.121
2018-03-18,08:20:00,1.7838,1.74925,1.68095,1.68785,1.40645,1.349
2018-03-18,08:40:00,2.0167,1.9882,1.9224,1.93015,1.60175,1.5477
2018-03-18,09:00:00,2.25035,2.22595,2.1445,2.146,1.7966,1.74155
2018-03-18,09:20:00,2.49225,2.46705,2.3805,2.3865,1.9991,1.93105
2018-03-18,09:40:00,2.66185,2.65295,2.57035,2.5803,2.14545,2.0757
2018-03-18,10:00:00,2.8504,2.843,2.74845,2.7663,2.2959,2.2251
2018-03-18,10:20:00,3.01405,3.0095,2.9215,2.9336,2.43205,2.3571
2018-03-18,10:40:00,3.13135,3.1104,3.03775,3.0447,2.53065,2.4497
2018-03-18,11:00:00,2.98975,2.9659,2.8954,2.9163,2.4266,2.35135
2018-03-18,11:20:00,3.1874,3.1638,3.2125,3.23,2.6787,2.5963
2018-03-18,11:40:00,3.24335,3.18735,3.0177,3.0235,2.5202,2.4287
2018-03-18,12:00:00,3.2783,3.2241,3.16135,3.1672,2.64185,2.5432
2018-03-18,12:20:00,3.2921,3.24615,3.17495,3.18225,2.64875,2.5552
2018-03-18,12:40:00,3.2312,3.2017,3.14685,3.1522,2.60935,2.52535
2018-03-18,13:00:00,3.14185,3.09095,3.0453,3.0456,2.53415,2.4389
2018-03-18,13:20:00,2.90645,2.86085,2.8207,2.81925,2.34595,2.25885
2018-03-18,13:40:00,2.7943,2.7598,2.71895,2.71285,2.24645,2.1691
2018-03-18,14:00:00,2.5737,2.546,2.5248,2.52695,2.09315,2.0212
2018-03-18,14:20:00,2.33935,2.31875,2.30075,2.30805,1.90965,1.84555
2018-03-18,14:40:00,2.13615,2.1217,2.0997,2.10925,1.7405,1.6843
2018-03-18,15:00:00,1.8562,1.8483,1.83295,1.84945,1.52445,1.47665
2018-03-18,15:20:00,1.60995,1.6077,1.59275,1.61935,1.3337,1.2927
2018-03-18,15:40:00,1.34135,1.3346,1.31215,1.35965,1.1178,1.0836
2018-03-18,16:00:00,1.09035,1.08335,1.05475,1.11285,0.9125,0.88455
2018-03-18,16:20:00,0.93555,0.9376,0.92315,0.95445,0.78225,0.75655
2018-03-18,16:40:00,0.5237,0.52715,0.5399,0.56795,0.4653,0.4501
2018-03-18,17:00:00,0.2554,0.2584,0.2513,0.2706,0.22075,0.2149
2018-03-18,17:20:00,0.16305,0.16845,0.17955,0.19775,0.16405,0.1588
2018-03-18,17:40:00,0.02385,0.02815,0.0179,0.03175,0.0353,0.03045
2018-03-18,18:00:00,0.0098,0.0117,0.0035,0.0186,0.0168,0.01175
2018-03-18,18:20:00,0.004,0.00505,0.0019,0.0097,0,0
2018-03-18,18:40:00,0,0,0,0,0,0
2018-03-18,19:00:00,0,0,0,0,0,0
2018-03-18,19:20:00,0,0,0,0,0,0
2018-03-18,19:40:00,0,0,0,0,0,0
2018-03-18,20:00:00,0,0,0,0,0,0
2018-03-18,20:20:00,0,0,0,0,0,0
2018-03-18,20:40:00,0,0,0,0,0,0
2018-03-18,21:00:00,0,0,0,0,0,0
2018-03-18,21:20:00,0,0,0,0,0,0
2018-03-18,21:40:00,0,0,0,0,0,0
2018-03-18,22:00:00,0,0,0,0,0,0
2018-03-18,22:20:00,0,0,0,0,0,0
2018-03-18,22:40:00,0,0,0,0,0,0
2018-03-18,23:00:00,0,0,0,0,0,0
2018-03-18,23:20:00,0,0,0,0,0,0
2018-03-18,23:40:00,0,0,0,0,0,0
